gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
COL12A1,gene-COL12A1,83473,205366,chr17,87578,87736,NC_023658.1,2803_001_autosomes_peak_91649,14,.,2.88702,3.05827,1.41458,9,0,1,"[22.5343727928, 8.4962831942, 26.043281348]",22.5343727928,8.4962831942,26.043281348,"[22.533963193599998, 8.4969758504, 26.041774976]",22.5339631936,8.4969758504,26.041774976,87657,87.736,"[22.533963193599998, 8.4969758504, 26.041774976]",22.5339631936,8.4969758504,26.041774976
COL12A1,gene-COL12A1,83473,205366,chr17,93028,93787,NC_023658.1,2803_001_autosomes_peak_91650,57,.,5.29288,7.66889,5.74981,612,0,1,"[22.520244212799998, 8.5201754492, 25.991321048]",22.5202442128,8.5201754492,25.991321048,"[22.5182765812, 8.5235028293, 25.984084742]",22.5182765812,8.5235028293,25.984084742,93407,93.787,"[22.5182765812, 8.5235028293, 25.984084742]",22.5182765812,8.5235028293,25.984084742
COL12A1,gene-COL12A1,83473,205366,chr17,171365,171670,NC_023658.1,2803_001_autosomes_peak_91651,21,.,3.3682,3.87986,2.15898,65,1,2,"[22.317163374, 8.863597023499999, 25.24445609]",22.317163374,8.863597023499999,25.24445609,"[22.316372692, 8.864934112999999, 25.241548220000002]",22.316372692,8.864934112999999,25.24154822,171517,71.67,"[22.316372692, 8.864934112999999, 25.241548220000002]",22.316372692,8.864934112999999,25.24154822
COL12A1,gene-COL12A1,83473,205366,chr17,190989,191839,NC_023658.1,2803_001_autosomes_peak_91652,280,.,13.954,30.4499,28.0891,253,1,2,"[22.2662901164, 8.9496266771, 25.057360874]",22.2662901164,8.9496266771,25.057360874,"[22.2640865764, 8.9533529921, 25.049256974000002]",22.2640865764,8.9533529921,25.049256974,191414,91.839,"[22.2640865764, 8.9533529921, 25.049256974000002]",22.2640865764,8.9533529921,25.049256974
LOC103243886,gene-LOC103243886,90519,94300,chr17,93028,93787,NC_023658.1,2803_001_autosomes_peak_91650,57,.,5.29288,7.66889,5.74981,612,0,1,"[22.520244212799998, 8.5201754492, 25.991321048]",22.5202442128,8.5201754492,25.991321048,"[22.5182765812, 8.5235028293, 25.984084742]",22.5182765812,8.5235028293,25.984084742,93407,93.787,"[22.5182765812, 8.5235028293, 25.984084742]",22.5182765812,8.5235028293,25.984084742
LOC103243889,gene-LOC103243889,355723,523981,chr17,356597,356946,NC_023658.1,2803_001_autosomes_peak_91656,57,.,5.29288,7.66889,5.74981,208,3,4,"[21.8906575395, 8.5668631181, 25.237683576400002]",21.8906575395,8.5668631181,25.2376835764,"[21.889559411, 8.5678009858, 25.2344662152]",21.889559411,8.5678009858,25.2344662152,356771,56.946,"[21.889559411, 8.5678009858, 25.2344662152]",21.889559411,8.5678009858,25.2344662152
CD109,gene-CD109,1322681,1461945,chr17,1326798,1327125,NC_023658.1,2803_001_autosomes_peak_91673,29,.,3.84937,4.75735,2.97448,144,13,14,"[21.7767200988, 8.630266328, 25.2122241954]",21.7767200988,8.630266328,25.2122241954,"[21.778025025, 8.6283815, 25.2144223875]",21.778025025,8.6283815,25.2144223875,1326961,27.125,"[21.778025025, 8.6283815, 25.2144223875]",21.778025025,8.6283815,25.2144223875
CD109,gene-CD109,1322681,1461945,chr17,1341839,1342022,NC_023658.1,2803_001_autosomes_peak_91674,29,.,3.84937,4.75735,2.97448,105,13,14,"[21.8367427134, 8.543570004, 25.3133343097]",21.8367427134,8.543570004,25.3133343097,"[21.8374729932, 8.542515192, 25.3145644906]",21.8374729932,8.542515192,25.3145644906,1341930,42.022,"[21.8374729932, 8.542515192, 25.3145644906]",21.8374729932,8.542515192,25.3145644906
CD109,gene-CD109,1322681,1461945,chr17,1376417,1376900,NC_023658.1,2803_001_autosomes_peak_91675,639,.,25.0209,66.6643,63.9399,297,13,14,"[21.9747296802, 8.344262412, 25.5457779991]",21.9747296802,8.344262412,25.5457779991,"[21.97665714, 8.3414784, 25.54902487]",21.97665714,8.3414784,25.54902487,1376658,76.9,"[21.97665714, 8.3414784, 25.54902487]",21.97665714,8.3414784,25.54902487
CD109,gene-CD109,1322681,1461945,chr17,1427416,1427558,NC_023658.1,2803_001_autosomes_peak_91676,88,.,6.73639,10.9183,8.89845,69,14,15,"[22.094493151200002, 8.2394444184, 26.0197913952]",22.0944931512,8.2394444184,26.0197913952,"[22.0946260206, 8.2396055742, 26.0214254176]",22.0946260206,8.2396055742,26.0214254176,1427487,27.558,"[22.0946260206, 8.2396055742, 26.0214254176]",22.0946260206,8.2396055742,26.0214254176
CD109,gene-CD109,1322681,1461945,chr17,1430909,1431010,NC_023658.1,2803_001_autosomes_peak_91677,38,.,4.33054,5.68452,3.84989,46,14,15,"[22.097761551300003, 8.2434086241, 26.0599860448]",22.097761551300003,8.2434086241,26.0599860448,"[22.097856057, 8.243523249, 26.061148272]",22.097856057,8.243523249,26.061148272,1430959,31.01,"[22.097856057, 8.243523249, 26.061148272]",22.097856057,8.243523249,26.061148272
CD109,gene-CD109,1322681,1461945,chr17,1452902,1453736,NC_023658.1,2803_001_autosomes_peak_91678,863,.,31.2761,89.2503,86.3492,298,14,15,"[22.1183404014, 8.268368479800001, 26.3130638944]",22.1183404014,8.268368479800001,26.3130638944,"[22.119120775200003, 8.269314986400001, 26.3226608992]",22.119120775200003,8.269314986400001,26.3226608992,1453319,53.736,"[22.119120775200003, 8.269314986400001, 26.3226608992]",22.119120775200003,8.269314986400001,26.3226608992
CD109,gene-CD109,1322681,1461945,chr17,1459890,1462878,NC_023658.1,2803_001_autosomes_peak_91679a,135,.,8.66107,15.6603,13.5311,354,14,15,"[22.124879073000002, 8.276299161, 26.393476208]",22.124879073,8.276299161,26.393476208,"[22.127674944600003, 8.279690242200001, 26.4278597216]",22.127674944600003,8.279690242200001,26.4278597216,1461384,62.878,"[22.127674944600003, 8.279690242200001, 26.4278597216]",22.127674944600003,8.279690242200001,26.4278597216
CD109,gene-CD109,1322681,1461945,chr17,1459890,1462878,NC_023658.1,2803_001_autosomes_peak_91679b,916,.,32.7196,94.6306,91.6904,1954,14,15,"[22.124879073000002, 8.276299161, 26.393476208]",22.124879073,8.276299161,26.393476208,"[22.127674944600003, 8.279690242200001, 26.4278597216]",22.127674944600003,8.279690242200001,26.4278597216,1461384,62.878,"[22.127674944600003, 8.279690242200001, 26.4278597216]",22.127674944600003,8.279690242200001,26.4278597216
CD109,gene-CD109,1322681,1461945,chr17,1459890,1462878,NC_023658.1,2803_001_autosomes_peak_91679c,239,.,12.5104,26.2054,23.9012,2384,14,15,"[22.124879073000002, 8.276299161, 26.393476208]",22.124879073,8.276299161,26.393476208,"[22.127674944600003, 8.279690242200001, 26.4278597216]",22.127674944600003,8.279690242200001,26.4278597216,1461384,62.878,"[22.127674944600003, 8.279690242200001, 26.4278597216]",22.127674944600003,8.279690242200001,26.4278597216
SLC17A5,gene-SLC17A5,1499110,1558954,chr17,1499127,1500816,NC_023658.1,2803_001_autosomes_peak_91682a,309,.,14.9163,33.354,30.9572,239,14,16,"[21.854626553, 8.46513336255, 26.6250610522]",21.854626553,8.46513336255,26.6250610522,"[21.850976624, 8.4695089704, 26.640749497599998]",21.850976624,8.4695089704,26.6407494976,1499971,50.408,"[21.850976624, 8.4695089704, 26.640749497599998]",21.850976624,8.4695089704,26.6407494976
SLC17A5,gene-SLC17A5,1499110,1558954,chr17,1499127,1500816,NC_023658.1,2803_001_autosomes_peak_91682b,639,.,25.0209,66.6643,63.9399,443,14,16,"[21.854626553, 8.46513336255, 26.6250610522]",21.854626553,8.46513336255,26.6250610522,"[21.850976624, 8.4695089704, 26.640749497599998]",21.850976624,8.4695089704,26.6407494976,1499971,50.408,"[21.850976624, 8.4695089704, 26.640749497599998]",21.850976624,8.4695089704,26.6407494976
SLC17A5,gene-SLC17A5,1499110,1558954,chr17,1507348,1507462,NC_023658.1,2803_001_autosomes_peak_91683,29,.,3.84937,4.75735,2.97448,65,15,16,"[22.123776420400002, 8.3515529472, 26.90698036]",22.1237764204,8.3515529472,26.90698036,"[22.123177042600002, 8.3520142368, 26.907786339999998]",22.1231770426,8.3520142368,26.90778634,1507405,7.462000000000001,"[22.123177042600002, 8.3520142368, 26.907786339999998]",22.1231770426,8.3520142368,26.90778634
SLC17A5,gene-SLC17A5,1499110,1558954,chr17,1554251,1554500,NC_023658.1,2803_001_autosomes_peak_91684,57,.,5.29288,7.66889,5.74981,89,15,16,"[21.877174517300002, 8.5413412464, 27.23858457]",21.8771745173,8.5413412464,27.23858457,"[21.87586535, 8.5423488, 27.240345]",21.87586535,8.5423488,27.240345,1554375,54.50000000000001,"[21.87586535, 8.5423488, 27.240345]",21.87586535,8.5423488,27.240345
EEF1A1,gene-EEF1A1,1626701,1630445,chr17,1625691,1627762,NC_023658.1,2803_001_autosomes_peak_91689a,135,.,8.66107,15.6603,13.5311,431,16,17,"[21.6081640956, 8.969931037899999, 27.533204698]",21.6081640956,8.969931037899999,27.533204698,"[21.6058685992, 8.989557697799999, 27.530881036]",21.6058685992,8.989557697799999,27.530881036,1626726,27.762,"[21.6058685992, 8.989557697799999, 27.530881036]",21.6058685992,8.989557697799999,27.530881036
EEF1A1,gene-EEF1A1,1626701,1630445,chr17,1625691,1627762,NC_023658.1,2803_001_autosomes_peak_91689b,1305,.,42.8242,133.768,130.572,1118,16,17,"[21.6081640956, 8.969931037899999, 27.533204698]",21.6081640956,8.969931037899999,27.533204698,"[21.6058685992, 8.989557697799999, 27.530881036]",21.6058685992,8.989557697799999,27.530881036,1626726,27.762,"[21.6058685992, 8.989557697799999, 27.530881036]",21.6058685992,8.989557697799999,27.530881036
EEF1A1,gene-EEF1A1,1626701,1630445,chr17,1625691,1627762,NC_023658.1,2803_001_autosomes_peak_91689c,111,.,7.69873,13.2369,11.1598,1866,16,17,"[21.6081640956, 8.969931037899999, 27.533204698]",21.6081640956,8.969931037899999,27.533204698,"[21.6058685992, 8.989557697799999, 27.530881036]",21.6058685992,8.989557697799999,27.530881036,1626726,27.762,"[21.6058685992, 8.989557697799999, 27.530881036]",21.6058685992,8.989557697799999,27.530881036
EEF1A1,gene-EEF1A1,1626701,1630445,chr17,1628954,1629238,NC_023658.1,2803_001_autosomes_peak_91690,38,.,4.33054,5.68452,3.84989,168,16,17,"[21.6045473864, 9.0008541626, 27.529543612]",21.6045473864,9.0008541626,27.529543612,"[21.6042326008, 9.003545602199999, 27.529224964]",21.6042326008,9.003545602199999,27.529224964,1629096,29.238,"[21.6042326008, 9.003545602199999, 27.529224964]",21.6042326008,9.003545602199999,27.529224964
EEF1A1,gene-EEF1A1,1626701,1630445,chr17,1629638,1629751,NC_023658.1,2803_001_autosomes_peak_91691,14,.,2.88702,3.05827,1.41458,9,16,17,"[21.6037892408, 9.0073363622, 27.528776164]",21.6037892408,9.0073363622,27.528776164,"[21.6036639916, 9.0084072519, 27.528649378]",21.6036639916,9.0084072519,27.528649378,1629694,29.751,"[21.6036639916, 9.0084072519, 27.528649378]",21.6036639916,9.0084072519,27.528649378
EEF1A1,gene-EEF1A1,1626701,1630445,chr17,1629950,1630082,NC_023658.1,2803_001_autosomes_peak_91692,14,.,2.88702,3.05827,1.41458,49,16,17,"[21.60344342, 9.010293155, 27.5284261]",21.60344342,9.010293155,27.5284261,"[21.6032971112, 9.011544105799999, 27.528277996]",21.6032971112,9.0115441058,27.528277996,1630016,30.082,"[21.6032971112, 9.011544105799999, 27.528277996]",21.6032971112,9.0115441058,27.528277996
MTO1,gene-MTO1,1650818,1688362,chr17,1653413,1653525,NC_023658.1,2803_001_autosomes_peak_91698,29,.,3.84937,4.75735,2.97448,55,16,17,"[21.5774370308, 9.2326496597, 27.502100614]",21.5774370308,9.2326496597,27.502100614,"[21.57731289, 9.233711072499998, 27.50197495]",21.57731289,9.233711072499998,27.50197495,1653469,53.525,"[21.57731289, 9.233711072499998, 27.50197495]",21.57731289,9.233711072499998,27.50197495
MTO1,gene-MTO1,1650818,1688362,chr17,1687481,1688623,NC_023658.1,2803_001_autosomes_peak_91699a,135,.,8.66107,15.6603,13.5311,397,16,17,"[21.5396760596, 9.5555086889, 27.463876318]",21.5396760596,9.5555086889,27.463876318,"[21.5384102668, 9.566331308699999, 27.462594994]",21.5384102668,9.5663313087,27.462594994,1688052,88.62299999999999,"[21.5384102668, 9.566331308699999, 27.462594994]",21.5384102668,9.5663313087,27.462594994
MTO1,gene-MTO1,1650818,1688362,chr17,1687481,1688623,NC_023658.1,2803_001_autosomes_peak_91699b,324,.,15.3975,34.8268,32.4125,638,16,17,"[21.5396760596, 9.5555086889, 27.463876318]",21.5396760596,9.5555086889,27.463876318,"[21.5384102668, 9.566331308699999, 27.462594994]",21.5384102668,9.5663313087,27.462594994,1688052,88.62299999999999,"[21.5384102668, 9.566331308699999, 27.462594994]",21.5384102668,9.5663313087,27.462594994
MTO1,gene-MTO1,1650818,1688362,chr17,1687481,1688623,NC_023658.1,2803_001_autosomes_peak_91699c,414,.,18.2845,43.9311,41.4161,815,16,17,"[21.5396760596, 9.5555086889, 27.463876318]",21.5396760596,9.5555086889,27.463876318,"[21.5384102668, 9.566331308699999, 27.462594994]",21.5384102668,9.5663313087,27.462594994,1688052,88.62299999999999,"[21.5384102668, 9.566331308699999, 27.462594994]",21.5384102668,9.5663313087,27.462594994
MB21D1,gene-MB21D1,1697446,1723626,chr17,1698049,1698418,NC_023658.1,2803_001_autosomes_peak_91700,29,.,3.84937,4.75735,2.97448,36,16,17,"[21.5279624884, 9.655660568099998, 27.452019021999998]",21.5279624884,9.655660568099998,27.452019022,"[21.5275534888, 9.6591575442, 27.451605003999997]",21.5275534888,9.6591575442,27.451605004,1698233,98.418,"[21.5275534888, 9.6591575442, 27.451605003999997]",21.5275534888,9.6591575442,27.451605004
LOC103243905,gene-LOC103243905,1869399,1885804,chr17,1868775,1869771,NC_023658.1,2803_001_autosomes_peak_91705,508,.,21.1715,53.4425,50.8341,369,18,19,"[22.6656671525, 9.394128932500001, 26.791806032500002]",22.6656671525,9.3941289325,26.7918060325,"[22.6675208081, 9.3858943033, 26.7880374673]",22.6675208081,9.3858943033,26.7880374673,1869273,69.771,"[22.6675208081, 9.3858943033, 26.7880374673]",22.6675208081,9.3858943033,26.7880374673
KCNQ5,gene-KCNQ5,1932962,2495926,chr17,1996627,1997245,NC_023658.1,2803_001_autosomes_peak_91706,445,.,19.2468,47.0593,44.5125,245,19,20,"[22.9736091085, 9.5027371039, 25.8029927538]",22.9736091085,9.5027371039,25.8029927538,"[22.975206947500002, 9.505082846499999, 25.797424203000002]",22.9752069475,9.5050828465,25.797424203,1996936,97.245,"[22.975206947500002, 9.505082846499999, 25.797424203000002]",22.9752069475,9.5050828465,25.797424203
KCNQ5,gene-KCNQ5,1932962,2495926,chr17,2001196,2001730,NC_023658.1,2803_001_autosomes_peak_91707,159,.,9.62341,18.1771,15.9999,149,20,21,"[22.976513254, 9.5248416508, 25.7667494072]",22.976513254,9.5248416508,25.7667494072,"[22.973916145, 9.528994728999999, 25.764137186]",22.973916145,9.528994729,25.764137186,2001463,1.73,"[22.973916145, 9.528994728999999, 25.764137186]",22.973916145,9.528994729,25.764137186
KCNQ5,gene-KCNQ5,1932962,2495926,chr17,2009789,2010210,NC_023658.1,2803_001_autosomes_peak_91708,135,.,8.66107,15.6603,13.5311,116,20,21,"[22.9347211985, 9.5916719897, 25.724714169800002]",22.9347211985,9.5916719897,25.7247141698,"[22.932673665, 9.594946233, 25.722654722]",22.932673665,9.594946233,25.722654722,2009999,10.21,"[22.932673665, 9.594946233, 25.722654722]",22.932673665,9.594946233,25.722654722
KCNQ5,gene-KCNQ5,1932962,2495926,chr17,2170657,2170855,NC_023658.1,2803_001_autosomes_peak_91709,21,.,3.3682,3.87986,2.15898,102,21,22,"[21.9421986968, 10.6589765006, 25.471558393899997]",21.9421986968,10.6589765006,25.4715583939,"[21.940646852, 10.660001309, 25.4720856085]",21.940646852,10.660001309,25.4720856085,2170756,70.855,"[21.940646852, 10.660001309, 25.4720856085]",21.940646852,10.660001309,25.4720856085
KCNQ5,gene-KCNQ5,1932962,2495926,chr17,2280454,2280575,NC_023658.1,2803_001_autosomes_peak_91710,21,.,3.3682,3.87986,2.15898,49,22,23,"[20.9598302828, 10.9090923794, 25.592893798000002]",20.9598302828,10.9090923794,25.592893798,"[20.958698715, 10.909240132499999, 25.592958775]",20.958698715,10.9092401325,25.592958775,2280514,80.575,"[20.958698715, 10.909240132499999, 25.592958775]",20.958698715,10.9092401325,25.592958775
KCNQ5,gene-KCNQ5,1932962,2495926,chr17,2333929,2334044,NC_023658.1,2803_001_autosomes_peak_91711,21,.,3.3682,3.87986,2.15898,84,23,24,"[21.096074386999998, 10.9295467426, 25.5610500009]",21.096074387,10.9295467426,25.5610500009,"[21.097155732, 10.9295351736, 25.5609064924]",21.097155732,10.9295351736,25.5609064924,2333986,34.044000000000004,"[21.097155732, 10.9295351736, 25.5609064924]",21.097155732,10.9295351736,25.5609064924
KCNQ5,gene-KCNQ5,1932962,2495926,chr17,2334205,2334602,NC_023658.1,2803_001_autosomes_peak_91712,159,.,9.62341,18.1771,15.9999,197,23,24,"[21.098669615, 10.929518976999999, 25.560705580500002]",21.098669615,10.929518977,25.5607055805,"[21.102402606, 10.9294790388, 25.5602101642]",21.102402606,10.9294790388,25.5602101642,2334403,34.602,"[21.102402606, 10.9294790388, 25.5602101642]",21.102402606,10.9294790388,25.5602101642
KCNQ5,gene-KCNQ5,1932962,2495926,chr17,2372946,2373541,NC_023658.1,2803_001_autosomes_peak_91713,309,.,14.9163,33.354,30.9572,153,23,24,"[21.462951238, 10.9256216324, 25.5123606866]",21.462951238,10.9256216324,25.5123606866,"[21.468546023, 10.9255617754, 25.5116181861]",21.468546023,10.9255617754,25.5116181861,2373243,73.541,"[21.468546023, 10.9255617754, 25.5116181861]",21.468546023,10.9255617754,25.5116181861
KCNQ5,gene-KCNQ5,1932962,2495926,chr17,2397267,2397425,NC_023658.1,2803_001_autosomes_peak_91714,38,.,4.33054,5.68452,3.84989,49,23,24,"[21.691641601, 10.9231749398, 25.4820105107]",21.691641601,10.9231749398,25.4820105107,"[21.693127275, 10.923159045, 25.4818133425]",21.693127275,10.923159045,25.4818133425,2397346,97.425,"[21.693127275, 10.923159045, 25.4818133425]",21.693127275,10.923159045,25.4818133425
KCNQ5,gene-KCNQ5,1932962,2495926,chr17,2462085,2462384,NC_023658.1,2803_001_autosomes_peak_91715,47,.,4.81171,6.6564,4.77727,106,24,25,"[21.8182343335, 10.624072478, 25.024541352500002]",21.8182343335,10.624072478,25.0245413525,"[21.8187202384, 10.6226333312, 25.022354616]",21.8187202384,10.6226333312,25.022354616,2462234,62.38399999999999,"[21.8187202384, 10.6226333312, 25.022354616]",21.8187202384,10.6226333312,25.022354616
KCNQ5,gene-KCNQ5,1932962,2495926,chr17,2463134,2463307,NC_023658.1,2803_001_autosomes_peak_91716,78,.,6.25522,9.80253,7.81385,95,24,25,"[21.8199390634, 10.6190234312, 25.016869491]",21.8199390634,10.6190234312,25.016869491,"[21.8202202057, 10.6181907476, 25.0156042555]",21.8202202057,10.6181907476,25.0156042555,2463220,63.307,"[21.8202202057, 10.6181907476, 25.0156042555]",21.8202202057,10.6181907476,25.0156042555
KCNQ5,gene-KCNQ5,1932962,2495926,chr17,2472263,2472851,NC_023658.1,2803_001_autosomes_peak_91717,198,.,11.0669,22.1082,19.8648,317,24,25,"[21.8347746013, 10.5750837284, 24.9501045495]",21.8347746013,10.5750837284,24.9501045495,"[21.835730160100002, 10.5722535668, 24.9458042115]",21.8357301601,10.5722535668,24.9458042115,2472557,72.851,"[21.835730160100002, 10.5722535668, 24.9458042115]",21.8357301601,10.5722535668,24.9458042115
KCNQ5,gene-KCNQ5,1932962,2495926,chr17,2494738,2496352,NC_023658.1,2803_001_autosomes_peak_91718a,100,.,7.21756,12.0637,10.0145,497,24,25,"[21.871298723800003, 10.4669070584, 24.785733637]",21.871298723800003,10.4669070584,24.785733637,"[21.873921635200002, 10.4591385536, 24.773929648]",21.8739216352,10.4591385536,24.773929648,2495545,96.352,"[21.873921635200002, 10.4591385536, 24.773929648]",21.8739216352,10.4591385536,24.773929648
KCNQ5,gene-KCNQ5,1932962,2495926,chr17,2494738,2496352,NC_023658.1,2803_001_autosomes_peak_91718b,123,.,8.1799,14.4363,12.3326,648,24,25,"[21.871298723800003, 10.4669070584, 24.785733637]",21.871298723800003,10.4669070584,24.785733637,"[21.873921635200002, 10.4591385536, 24.773929648]",21.8739216352,10.4591385536,24.773929648,2495545,96.352,"[21.873921635200002, 10.4591385536, 24.773929648]",21.8739216352,10.4591385536,24.773929648
KCNQ5,gene-KCNQ5,1932962,2495926,chr17,2494738,2496352,NC_023658.1,2803_001_autosomes_peak_91718c,78,.,6.25522,9.80253,7.81385,1132,24,25,"[21.871298723800003, 10.4669070584, 24.785733637]",21.871298723800003,10.4669070584,24.785733637,"[21.873921635200002, 10.4591385536, 24.773929648]",21.8739216352,10.4591385536,24.773929648,2495545,96.352,"[21.873921635200002, 10.4591385536, 24.773929648]",21.8739216352,10.4591385536,24.773929648
RIMS1,gene-RIMS1,2690430,3176794,chr17,3176315,3176861,NC_023658.1,2803_001_autosomes_peak_91721,38,.,4.33054,5.68452,3.84989,402,31,32,"[20.6708746265, 10.7907637185, 25.564840719000003]",20.6708746265,10.7907637185,25.564840719000003,"[20.6733169391, 10.7931060039, 25.560703458600003]",20.6733169391,10.7931060039,25.560703458600003,3176588,76.861,"[20.6733169391, 10.7931060039, 25.560703458600003]",20.6733169391,10.7931060039,25.560703458600003
LOC103244001,gene-LOC103244001,3634520,3641269,chr17,3635166,3637049,NC_023658.1,2803_001_autosomes_peak_91739,2103,.,62.071,213.94,210.303,568,36,37,"[22.748695731199998, 9.2199082516, 26.355996241800003]",22.7486957312,9.2199082516,26.355996241800003,"[22.7490783568, 9.2053575574, 26.3691062527]",22.7490783568,9.2053575574,26.3691062527,3636107,37.049,"[22.7490783568, 9.2053575574, 26.3691062527]",22.7490783568,9.2053575574,26.3691062527
LOC103244001,gene-LOC103244001,3634520,3641269,chr17,3640929,3642251,NC_023658.1,2803_001_autosomes_peak_91740a,78,.,6.25522,9.80253,7.81385,166,36,37,"[22.7498667728, 9.1753752454, 26.396119976700003]",22.7498667728,9.1753752454,26.396119976700003,"[22.750135403199998, 9.1651596226, 26.405324137300003]",22.7501354032,9.1651596226,26.405324137300003,3641590,42.251,"[22.750135403199998, 9.1651596226, 26.405324137300003]",22.7501354032,9.1651596226,26.405324137300003
