gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
FRYL,gene-FRYL,1476308,1754730,chr27,1482875,1483010,NC_023668.1,2803_005_autosomes_peak_158263,14,.,2.88345,3.05299,1.44702,88,14,15,"[-31.3089077375, -52.9212106, 21.0470911125]",-31.3089077375,-52.9212106,21.0470911125,"[-31.309361513, -52.922189296, 21.047883603]",-31.309361513,-52.922189296,21.047883603,1482942,83.00999999999999,"[-31.309361513, -52.922189296, 21.047883603]",-31.309361513,-52.922189296,21.047883603
FRYL,gene-FRYL,1476308,1754730,chr27,1536365,1536652,NC_023668.1,2803_005_autosomes_peak_158264,145,.,9.13092,16.889,14.5606,151,15,16,"[-31.4223593685, -52.9791211525, 20.763052852]",-31.4223593685,-52.9791211525,20.763052852,"[-31.4228004588, -52.978598382, 20.7600177696]",-31.4228004588,-52.978598382,20.7600177696,1536508,36.652,"[-31.4228004588, -52.978598382, 20.7600177696]",-31.4228004588,-52.978598382,20.7600177696
FRYL,gene-FRYL,1476308,1754730,chr27,1542632,1543451,NC_023668.1,2803_005_autosomes_peak_158265a,321,.,15.3784,34.7947,32.1203,457,15,16,"[-31.4319911208, -52.967705812000005, 20.6967780736]",-31.4319911208,-52.967705812000005,20.6967780736,"[-31.4332498419, -52.9662140035, 20.6881169848]",-31.4332498419,-52.9662140035,20.6881169848,1543041,43.451,"[-31.4332498419, -52.9662140035, 20.6881169848]",-31.4332498419,-52.9662140035,20.6881169848
FRYL,gene-FRYL,1476308,1754730,chr27,1542632,1543451,NC_023668.1,2803_005_autosomes_peak_158265b,264,.,13.4561,28.9917,26.4137,517,15,16,"[-31.4319911208, -52.967705812000005, 20.6967780736]",-31.4319911208,-52.967705812000005,20.6967780736,"[-31.4332498419, -52.9662140035, 20.6881169848]",-31.4332498419,-52.9662140035,20.6881169848,1543041,43.451,"[-31.4332498419, -52.9662140035, 20.6881169848]",-31.4332498419,-52.9662140035,20.6881169848
FRYL,gene-FRYL,1476308,1754730,chr27,1602496,1602672,NC_023668.1,2803_005_autosomes_peak_158266,14,.,2.88345,3.05299,1.44702,25,16,17,"[-31.5010304064, -52.8474819552, 20.1000355776]",-31.5010304064,-52.8474819552,20.1000355776,"[-31.4996815248, -52.8463729264, 20.1007361632]",-31.4996815248,-52.8463729264,20.1007361632,1602584,2.672,"[-31.4996815248, -52.8463729264, 20.1007361632]",-31.4996815248,-52.8463729264,20.1007361632
FRYL,gene-FRYL,1476308,1754730,chr27,1634948,1635281,NC_023668.1,2803_005_autosomes_peak_158267,66,.,5.7669,8.70715,6.65214,274,16,17,"[-31.252315033200002, -52.6429921676, 20.2292140088]",-31.2523150332,-52.6429921676,20.2292140088,"[-31.2497628879, -52.6408938347, 20.2305395486]",-31.2497628879,-52.6408938347,20.2305395486,1635114,35.281,"[-31.2497628879, -52.6408938347, 20.2305395486]",-31.2497628879,-52.6408938347,20.2305395486
FRYL,gene-FRYL,1476308,1754730,chr27,1649975,1650142,NC_023668.1,2803_005_autosomes_peak_158268,14,.,2.88345,3.05299,1.44702,14,16,17,"[-31.1371466025, -52.5483025325, 20.289030485]",-31.1371466025,-52.5483025325,20.289030485,"[-31.1358666978, -52.5472502154, 20.2896952452]",-31.1358666978,-52.5472502154,20.2896952452,1650058,50.142,"[-31.1358666978, -52.5472502154, 20.2896952452]",-31.1358666978,-52.5472502154,20.2896952452
FRYL,gene-FRYL,1476308,1754730,chr27,1664030,1664142,NC_023668.1,2803_005_autosomes_peak_158269,21,.,3.36402,3.87357,2.16261,49,16,17,"[-31.029427677, -52.459737761, 20.344977818]",-31.029427677,-52.459737761,20.344977818,"[-31.0285692978, -52.4590320154, 20.3454236452]",-31.0285692978,-52.4590320154,20.3454236452,1664086,64.142,"[-31.0285692978, -52.4590320154, 20.3454236452]",-31.0285692978,-52.4590320154,20.3454236452
ZAR1,gene-ZAR1,1745297,1762724,chr27,1755575,1755733,NC_023668.1,2803_005_autosomes_peak_158270,14,.,2.88345,3.05299,1.44702,74,17,18,"[-30.98318583, -52.5710037875, 20.113906835]",-30.98318583,-52.5710037875,20.113906835,"[-30.9838381172, -52.5719645065, 20.112842831400002]",-30.9838381172,-52.5719645065,20.1128428314,1755654,55.733,"[-30.9838381172, -52.5719645065, 20.112842831400002]",-30.9838381172,-52.5719645065,20.1128428314
ZAR1,gene-ZAR1,1745297,1762724,chr27,1755961,1756117,NC_023668.1,2803_005_autosomes_peak_158271,14,.,2.88345,3.05299,1.44702,83,17,18,"[-30.9847793924, -52.5733508605, 20.1113074338]",-30.9847793924,-52.5733508605,20.1113074338,"[-30.9854234228, -52.5742994185, 20.1102568986]",-30.9854234228,-52.5742994185,20.1102568986,1756039,56.117,"[-30.9854234228, -52.5742994185, 20.1102568986]",-30.9854234228,-52.5742994185,20.1102568986
ZAR1,gene-ZAR1,1745297,1762724,chr27,1761380,1761530,NC_023668.1,2803_005_autosomes_peak_158272,21,.,3.36402,3.87357,2.16261,16,17,18,"[-31.007151192, -52.60630109, 20.074814804]",-31.007151192,-52.60630109,20.074814804,"[-31.007770452, -52.607213165, 20.073804674]",-31.007770452,-52.607213165,20.073804674,1761455,61.53,"[-31.007770452, -52.607213165, 20.073804674]",-31.007770452,-52.607213165,20.073804674
ZAR1,gene-ZAR1,1745297,1762724,chr27,1761730,1762185,NC_023668.1,2803_005_autosomes_peak_158273,98,.,7.20862,12.0492,9.86102,138,17,18,"[-31.008596132, -52.608429265, 20.072457834]",-31.008596132,-52.608429265,20.072457834,"[-31.010474553999998, -52.6111958925, 20.069393773]",-31.010474554,-52.6111958925,20.069393773,1761957,62.185,"[-31.010474553999998, -52.6111958925, 20.069393773]",-31.010474554,-52.6111958925,20.069393773
SLC10A4,gene-SLC10A4,1763028,1769246,chr27,1768727,1769035,NC_023668.1,2803_005_autosomes_peak_158274,21,.,3.36402,3.87357,2.16261,165,17,18,"[-31.0374825468, -52.6509745235, 20.0253386366]",-31.0374825468,-52.6509745235,20.0253386366,"[-31.038754093999998, -52.6528473175, 20.023264503]",-31.038754094,-52.6528473175,20.023264503,1768881,69.035,"[-31.038754093999998, -52.6528473175, 20.023264503]",-31.038754094,-52.6528473175,20.023264503
SLAIN2,gene-SLAIN2,1831126,1910851,chr27,1882559,1882721,NC_023668.1,2803_005_autosomes_peak_158275,29,.,3.8446,4.75003,2.95094,122,18,19,"[-31.9291544594, -53.439393793499995, 20.0191148045]",-31.9291544594,-53.4393937935,20.0191148045,"[-31.930650788599998, -53.4405677265, 20.019515835500002]",-31.9306507886,-53.4405677265,20.0195158355,1882640,82.721,"[-31.930650788599998, -53.4405677265, 20.019515835500002]",-31.9306507886,-53.4405677265,20.0195158355
SLAIN2,gene-SLAIN2,1831126,1910851,chr27,1909556,1911702,NC_023668.1,2803_005_autosomes_peak_158276a,76,.,6.24747,9.79008,7.68686,380,19,20,"[-32.0222819944, -53.51372369, 20.120753608]",-32.0222819944,-53.51372369,20.120753608,"[-32.007018354799996, -53.502033354999995, 20.133882836]",-32.0070183548,-53.502033355,20.133882836,1910629,11.702,"[-32.007018354799996, -53.502033354999995, 20.133882836]",-32.0070183548,-53.502033355,20.133882836
SLAIN2,gene-SLAIN2,1831126,1910851,chr27,1909556,1911702,NC_023668.1,2803_005_autosomes_peak_158276b,278,.,13.9367,30.4209,27.8181,621,19,20,"[-32.0222819944, -53.51372369, 20.120753608]",-32.0222819944,-53.51372369,20.120753608,"[-32.007018354799996, -53.502033354999995, 20.133882836]",-32.0070183548,-53.502033355,20.133882836,1910629,11.702,"[-32.007018354799996, -53.502033354999995, 20.133882836]",-32.0070183548,-53.502033355,20.133882836
SLAIN2,gene-SLAIN2,1831126,1910851,chr27,1909556,1911702,NC_023668.1,2803_005_autosomes_peak_158276c,335,.,15.859,36.2799,33.5826,754,19,20,"[-32.0222819944, -53.51372369, 20.120753608]",-32.0222819944,-53.51372369,20.120753608,"[-32.007018354799996, -53.502033354999995, 20.133882836]",-32.0070183548,-53.502033355,20.133882836,1910629,11.702,"[-32.007018354799996, -53.502033354999995, 20.133882836]",-32.0070183548,-53.502033355,20.133882836
SLAIN2,gene-SLAIN2,1831126,1910851,chr27,1909556,1911702,NC_023668.1,2803_005_autosomes_peak_158276d,457,.,19.7036,48.5983,45.7236,1011,19,20,"[-32.0222819944, -53.51372369, 20.120753608]",-32.0222819944,-53.51372369,20.120753608,"[-32.007018354799996, -53.502033354999995, 20.133882836]",-32.0070183548,-53.502033355,20.133882836,1910629,11.702,"[-32.007018354799996, -53.502033354999995, 20.133882836]",-32.0070183548,-53.502033355,20.133882836
SLAIN2,gene-SLAIN2,1831126,1910851,chr27,1909556,1911702,NC_023668.1,2803_005_autosomes_peak_158276e,335,.,15.859,36.2799,33.5826,1359,19,20,"[-32.0222819944, -53.51372369, 20.120753608]",-32.0222819944,-53.51372369,20.120753608,"[-32.007018354799996, -53.502033354999995, 20.133882836]",-32.0070183548,-53.502033355,20.133882836,1910629,11.702,"[-32.007018354799996, -53.502033354999995, 20.133882836]",-32.0070183548,-53.502033355,20.133882836
TEC,gene-TEC,1982549,2118533,chr27,1981980,1983041,NC_023668.1,2803_005_autosomes_peak_158280a,56,.,5.28632,7.6585,5.65683,161,19,20,"[-31.507159052000002, -53.11919395, 20.563843639999998]",-31.507159052,-53.11919395,20.56384364,"[-31.4996125834, -53.1134141525, 20.570334838]",-31.4996125834,-53.1134141525,20.570334838,1982510,83.041,"[-31.4996125834, -53.1134141525, 20.570334838]",-31.4996125834,-53.1134141525,20.570334838
TEC,gene-TEC,1982549,2118533,chr27,1981980,1983041,NC_023668.1,2803_005_autosomes_peak_158280b,56,.,5.28632,7.6585,5.65683,671,19,20,"[-31.507159052000002, -53.11919395, 20.563843639999998]",-31.507159052,-53.11919395,20.56384364,"[-31.4996125834, -53.1134141525, 20.570334838]",-31.4996125834,-53.1134141525,20.570334838,1982510,83.041,"[-31.4996125834, -53.1134141525, 20.570334838]",-31.4996125834,-53.1134141525,20.570334838
TEC,gene-TEC,1982549,2118533,chr27,1981980,1983041,NC_023668.1,2803_005_autosomes_peak_158280c,98,.,7.20862,12.0492,9.86102,835,19,20,"[-31.507159052000002, -53.11919395, 20.563843639999998]",-31.507159052,-53.11919395,20.56384364,"[-31.4996125834, -53.1134141525, 20.570334838]",-31.4996125834,-53.1134141525,20.570334838,1982510,83.041,"[-31.4996125834, -53.1134141525, 20.570334838]",-31.4996125834,-53.1134141525,20.570334838
TEC,gene-TEC,1982549,2118533,chr27,1988987,1989464,NC_023668.1,2803_005_autosomes_peak_158281,47,.,4.80575,6.64704,4.70516,95,19,20,"[-31.457321063800002, -53.081023317500005, 20.606712466]",-31.4573210638,-53.081023317500005,20.606712466,"[-31.453928353600002, -53.078424860000005, 20.609630752]",-31.4539283536,-53.078424860000005,20.609630752,1989225,89.464,"[-31.453928353600002, -53.078424860000005, 20.609630752]",-31.4539283536,-53.078424860000005,20.609630752
TEC,gene-TEC,1982549,2118533,chr27,2028043,2028749,NC_023668.1,2803_005_autosomes_peak_158282,183,.,10.5726,20.7565,18.3382,343,20,21,"[-31.7243171106, -53.1723332022, 20.6359599329]",-31.7243171106,-53.1723332022,20.6359599329,"[-31.733010935800003, -53.1761423546, 20.6349999847]",-31.733010935800003,-53.1761423546,20.6349999847,2028396,28.749,"[-31.733010935800003, -53.1761423546, 20.6349999847]",-31.733010935800003,-53.1761423546,20.6349999847
TEC,gene-TEC,1982549,2118533,chr27,2077422,2077848,NC_023668.1,2803_005_autosomes_peak_158283,87,.,6.72805,10.9048,8.75743,161,20,21,"[-32.3323799924, -53.4387526588, 20.5688193066]",-32.3323799924,-53.4387526588,20.5688193066,"[-32.3376258416, -53.4410510992, 20.5682400744]",-32.3376258416,-53.4410510992,20.5682400744,2077635,77.848,"[-32.3376258416, -53.4410510992, 20.5682400744]",-32.3376258416,-53.4410510992,20.5682400744
TXK,gene-TXK,2120429,2186950,chr27,2126156,2127381,NC_023668.1,2803_005_autosomes_peak_158284,618,.,24.5093,64.9291,61.8514,717,21,22,"[-32.5841676852, -53.526462576, 20.2805304808]",-32.5841676852,-53.526462576,20.2805304808,"[-32.5829386427, -53.524865176, 20.2684664358]",-32.5829386427,-53.524865176,20.2684664358,2126768,27.381,"[-32.5829386427, -53.524865176, 20.2684664358]",-32.5829386427,-53.524865176,20.2684664358
TXK,gene-TXK,2120429,2186950,chr27,2139248,2139360,NC_023668.1,2803_005_autosomes_peak_158285,21,.,3.36402,3.87357,2.16261,53,21,22,"[-32.5710324816, -53.509390608, 20.1515978464]",-32.5710324816,-53.509390608,20.1515978464,"[-32.570920112, -53.50924456, 20.150494848]",-32.570920112,-53.50924456,20.150494848,2139304,39.36,"[-32.570920112, -53.50924456, 20.150494848]",-32.570920112,-53.50924456,20.150494848
NIPAL1,gene-NIPAL1,2211034,2231648,chr27,2215314,2215537,NC_023668.1,2803_005_autosomes_peak_158286,29,.,3.8446,4.75003,2.95094,50,22,23,"[-32.5238074696, -53.4675805706, 19.7127371168]",-32.5238074696,-53.4675805706,19.7127371168,"[-32.5240073668, -53.468125337299995, 19.7150588144]",-32.5240073668,-53.4681253373,19.7150588144,2215425,15.537,"[-32.5240073668, -53.468125337299995, 19.7150588144]",-32.5240073668,-53.4681253373,19.7150588144
NIPAL1,gene-NIPAL1,2211034,2231648,chr27,2230710,2232191,NC_023668.1,2803_005_autosomes_peak_158287a,947,.,33.6402,98.1778,94.7521,448,22,23,"[-32.537608444, -53.505191459, 19.873027952]",-32.537608444,-53.505191459,19.873027952,"[-32.5389360124, -53.5088093939, 19.8884469392]",-32.5389360124,-53.5088093939,19.8884469392,2231450,32.190999999999995,"[-32.5389360124, -53.5088093939, 19.8884469392]",-32.5389360124,-53.5088093939,19.8884469392
NIPAL1,gene-NIPAL1,2211034,2231648,chr27,2230710,2232191,NC_023668.1,2803_005_autosomes_peak_158287b,1111,.,37.9654,114.748,111.171,550,22,23,"[-32.537608444, -53.505191459, 19.873027952]",-32.537608444,-53.505191459,19.873027952,"[-32.5389360124, -53.5088093939, 19.8884469392]",-32.5389360124,-53.5088093939,19.8884469392,2231450,32.190999999999995,"[-32.5389360124, -53.5088093939, 19.8884469392]",-32.5389360124,-53.5088093939,19.8884469392
NIPAL1,gene-NIPAL1,2211034,2231648,chr27,2230710,2232191,NC_023668.1,2803_005_autosomes_peak_158287c,1093,.,37.4848,112.884,109.323,788,22,23,"[-32.537608444, -53.505191459, 19.873027952]",-32.537608444,-53.505191459,19.873027952,"[-32.5389360124, -53.5088093939, 19.8884469392]",-32.5389360124,-53.5088093939,19.8884469392,2231450,32.190999999999995,"[-32.5389360124, -53.5088093939, 19.8884469392]",-32.5389360124,-53.5088093939,19.8884469392
CNGA1,gene-CNGA1,2273540,2313083,chr27,2281511,2281724,NC_023668.1,2803_005_autosomes_peak_158289,14,.,2.88345,3.05299,1.44702,90,22,23,"[-32.5831464604, -53.6292932219, 20.4019273232]",-32.5831464604,-53.6292932219,20.4019273232,"[-32.5833373936, -53.6298135596, 20.4041449088]",-32.5833373936,-53.6298135596,20.4041449088,2281617,81.72399999999999,"[-32.5833373936, -53.6298135596, 20.4041449088]",-32.5833373936,-53.6298135596,20.4041449088
CNGA1,gene-CNGA1,2273540,2313083,chr27,2297306,2298228,NC_023668.1,2803_005_autosomes_peak_158290,552,.,22.587,58.2854,55.287,403,22,23,"[-32.5973050984, -53.6678788274, 20.5663722272]",-32.5973050984,-53.6678788274,20.5663722272,"[-32.5981315792, -53.670131181200006, 20.5759713536]",-32.5981315792,-53.670131181200006,20.5759713536,2297767,98.228,"[-32.5981315792, -53.670131181200006, 20.5759713536]",-32.5981315792,-53.670131181200006,20.5759713536
CNGA1,gene-CNGA1,2273540,2313083,chr27,2305649,2306284,NC_023668.1,2803_005_autosomes_peak_158291,38,.,4.32517,5.67619,3.80116,214,23,24,"[-32.541363005499996, -53.668343827700006, 20.5581455114]",-32.5413630055,-53.668343827700006,20.5581455114,"[-32.534803138, -53.667656313200006, 20.554067922399998]",-32.534803138,-53.667656313200006,20.5540679224,2305966,6.283999999999999,"[-32.534803138, -53.667656313200006, 20.554067922399998]",-32.534803138,-53.667656313200006,20.5540679224
NFXL1,gene-NFXL1,2333158,2401008,chr27,2333030,2334671,NC_023668.1,2803_005_autosomes_peak_158295,876,.,31.7179,90.9699,87.615,498,23,24,"[-32.258503585, -53.638698419, 20.382321158]",-32.258503585,-53.638698419,20.382321158,"[-32.2415512345, -53.6369217083, 20.3717836406]",-32.2415512345,-53.6369217083,20.3717836406,2333850,34.671,"[-32.2415512345, -53.6369217083, 20.3717836406]",-32.2415512345,-53.6369217083,20.3717836406
CORIN,gene-CORIN,2407451,2662855,chr27,2408573,2409430,NC_023668.1,2803_005_autosomes_peak_158297a,47,.,4.80575,6.64704,4.70516,176,24,25,"[-31.6196074177, -53.5432752283, 20.0116514542]",-31.6196074177,-53.5432752283,20.0116514542,"[-31.624899307, -53.540984553, 20.017586522]",-31.624899307,-53.540984553,20.017586522,2409001,9.43,"[-31.624899307, -53.540984553, 20.017586522]",-31.624899307,-53.540984553,20.017586522
CORIN,gene-CORIN,2407451,2662855,chr27,2408573,2409430,NC_023668.1,2803_005_autosomes_peak_158297b,98,.,7.20862,12.0492,9.86102,465,24,25,"[-31.6196074177, -53.5432752283, 20.0116514542]",-31.6196074177,-53.5432752283,20.0116514542,"[-31.624899307, -53.540984553, 20.017586522]",-31.624899307,-53.540984553,20.017586522,2409001,9.43,"[-31.624899307, -53.540984553, 20.017586522]",-31.624899307,-53.540984553,20.017586522
CORIN,gene-CORIN,2407451,2662855,chr27,2516055,2516190,NC_023668.1,2803_005_autosomes_peak_158298,14,.,2.88345,3.05299,1.44702,27,25,26,"[-32.108020767999996, -53.324873779, 20.507912593]",-32.108020768,-53.324873779,20.507912593,"[-32.107380544, -53.325092182000006, 20.506761393999998]",-32.107380544,-53.325092182000006,20.506761394,2516122,16.189999999999998,"[-32.107380544, -53.325092182000006, 20.506761393999998]",-32.107380544,-53.325092182000006,20.506761394
CORIN,gene-CORIN,2407451,2662855,chr27,2579140,2579377,NC_023668.1,2803_005_autosomes_peak_158299,29,.,3.8446,4.75003,2.95094,213,25,26,"[-31.808846464, -53.426932692, 19.969961564]",-31.808846464,-53.426932692,19.969961564,"[-31.8077225152, -53.4273161106, 19.9679405702]",-31.8077225152,-53.4273161106,19.9679405702,2579258,79.377,"[-31.8077225152, -53.4273161106, 19.9679405702]",-31.8077225152,-53.4273161106,19.9679405702
CORIN,gene-CORIN,2407451,2662855,chr27,2611486,2611794,NC_023668.1,2803_005_autosomes_peak_158300,56,.,5.28632,7.6585,5.65683,203,26,27,"[-31.7181405302, -53.3937774958, 19.880218969599998]",-31.7181405302,-53.3937774958,19.8802189696,"[-31.7183609658, -53.391983488200005, 19.8825824384]",-31.7183609658,-53.391983488200005,19.8825824384,2611640,11.794,"[-31.7183609658, -53.391983488200005, 19.8825824384]",-31.7183609658,-53.391983488200005,19.8825824384
CORIN,gene-CORIN,2407451,2662855,chr27,2612299,2612679,NC_023668.1,2803_005_autosomes_peak_158301,29,.,3.8446,4.75003,2.95094,222,26,27,"[-31.718722394300002, -53.3890420147, 19.886457606399997]",-31.7187223943,-53.3890420147,19.8864576064,"[-31.7189943603, -53.3868286287, 19.889373574399997]",-31.7189943603,-53.3868286287,19.8893735744,2612489,12.679000000000002,"[-31.7189943603, -53.3868286287, 19.889373574399997]",-31.7189943603,-53.3868286287,19.8893735744
CORIN,gene-CORIN,2407451,2662855,chr27,2613085,2613586,NC_023668.1,2803_005_autosomes_peak_158302,66,.,5.7669,8.70715,6.65214,253,26,27,"[-31.7192849345, -53.3844638005, 19.892489056]",-31.7192849345,-53.3844638005,19.892489056,"[-31.7196435002, -53.3815456258, 19.8963335296]",-31.7196435002,-53.3815456258,19.8963335296,2613335,13.586,"[-31.7196435002, -53.3815456258, 19.8963335296]",-31.7196435002,-53.3815456258,19.8963335296
CORIN,gene-CORIN,2407451,2662855,chr27,2615617,2616039,NC_023668.1,2803_005_autosomes_peak_158303,76,.,6.24747,9.79008,7.68686,338,26,27,"[-31.721097086900002, -53.369715660100006, 19.911918611199997]",-31.7210970869,-53.369715660100006,19.9119186112,"[-31.721399112300002, -53.3672576367, 19.915156870399997]",-31.7213991123,-53.3672576367,19.9151568704,2615828,16.039,"[-31.721399112300002, -53.3672576367, 19.915156870399997]",-31.7213991123,-53.3672576367,19.9151568704
CORIN,gene-CORIN,2407451,2662855,chr27,2619705,2619903,NC_023668.1,2803_005_autosomes_peak_158304,133,.,8.65034,15.6427,13.3468,104,26,27,"[-31.7240228685, -53.3459042865, 19.943288287999998]",-31.7240228685,-53.3459042865,19.943288288,"[-31.7241645771, -53.3447509959, 19.9448076608]",-31.7241645771,-53.3447509959,19.9448076608,2619804,19.903,"[-31.7241645771, -53.3447509959, 19.9448076608]",-31.7241645771,-53.3447509959,19.9448076608
ATP10D,gene-ATP10D,2664932,2771045,chr27,2727910,2728068,NC_023668.1,2803_005_autosomes_peak_158305,14,.,2.88345,3.05299,1.44702,49,27,28,"[-31.864779022, -52.977120249, 20.307261986]",-31.864779022,-52.977120249,20.307261986,"[-31.8652505256, -52.9776801852, 20.305834392799998]",-31.8652505256,-52.9776801852,20.3058343928,2727989,28.068,"[-31.8652505256, -52.9776801852, 20.305834392799998]",-31.8652505256,-52.9776801852,20.3058343928
ATP10D,gene-ATP10D,2664932,2771045,chr27,2734968,2735204,NC_023668.1,2803_005_autosomes_peak_158306,552,.,22.587,58.2854,55.287,58,27,28,"[-31.885841505600002, -53.0021330952, 20.243490132799998]",-31.8858415056,-53.0021330952,20.2434901328,"[-31.886545776800002, -53.0029694556, 20.241357778399998]",-31.8865457768,-53.0029694556,20.2413577784,2735086,35.204,"[-31.886545776800002, -53.0029694556, 20.241357778399998]",-31.8865457768,-53.0029694556,20.2413577784
ATP10D,gene-ATP10D,2664932,2771045,chr27,2760320,2760568,NC_023668.1,2803_005_autosomes_peak_158307,38,.,4.32517,5.67619,3.80116,214,27,28,"[-31.961496944, -53.091978048, 20.014424672]",-31.961496944,-53.091978048,20.014424672,"[-31.9622370256, -53.0928569352, 20.0121838928]",-31.9622370256,-53.0928569352,20.0121838928,2760444,60.568,"[-31.9622370256, -53.0928569352, 20.0121838928]",-31.9622370256,-53.0928569352,20.0121838928
