,Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
16672,LOC103232664,0,NA,NA,NA,NA,NA
16673,LOC103232669,0,NA,NA,NA,NA,NA
16674,LOC103232671,0,NA,NA,NA,NA,NA
16675,LOC103232672,0,NA,NA,NA,NA,NA
16676,LOC103232673,0,NA,NA,NA,NA,NA
16677,LOC103232674,0,NA,NA,NA,NA,NA
16678,LOC103232675,0,NA,NA,NA,NA,NA
16679,LOC103232677,0,NA,NA,NA,NA,NA
16680,LOC103232679,0.068875323,1.244094488,5.391208685,0.230763556,0.817498495,NA
16681,LOC103232680,0,NA,NA,NA,NA,NA
16682,LOC103232681,0,NA,NA,NA,NA,NA
16683,LOC103232683,0.115025653,0,5.39771668,0,1,NA
16684,LOC103232684,0,NA,NA,NA,NA,NA
16685,LOC103232685,0,NA,NA,NA,NA,NA
16686,LOC103232686,0.060059477,0,5.39771668,0,1,NA
16687,LOC103232687,0,NA,NA,NA,NA,NA
16688,LOC103232688,0,NA,NA,NA,NA,NA
16689,LOC103232689,0,NA,NA,NA,NA,NA
16690,LOC103232690,0,NA,NA,NA,NA,NA
16691,LOC103232691,0,NA,NA,NA,NA,NA
16692,LOC103232693,0.115025653,0,5.39771668,0,1,NA
16693,LOC103232695,0,NA,NA,NA,NA,NA
16694,LOC103232696,0,NA,NA,NA,NA,NA
16695,LOC103232697,2.80094607,-0.781795799,1.569702613,-0.498053448,0.618446371,NA
16696,LOC103232698,0.209280341,0,5.39771668,0,1,NA
16697,LOC103232699,0,NA,NA,NA,NA,NA
16698,LOC103232700,0.254847495,0.849691367,5.137751566,0.165381949,0.868643361,NA
16699,LOC103232701,0,NA,NA,NA,NA,NA
16700,LOC103232702,0.068875323,1.244094488,5.391208685,0.230763556,0.817498495,NA
16701,LOC103232703,0,NA,NA,NA,NA,NA
16702,LOC103232706,0.325516073,0,5.244841743,0,1,NA
16703,LOC103232708,0,NA,NA,NA,NA,NA
16704,LOC103232711,0.058799861,0,5.39771668,0,1,NA
16705,LOC103232712,0.060059477,0,5.39771668,0,1,NA
16706,LOC103232714,0,NA,NA,NA,NA,NA
16707,LOC103232715,0.033979464,0,5.39771668,0,1,NA
16708,LOC103232716,25.94815244,0.691394223,0.495306368,1.395892052,0.162747004,NA
16709,LOC103232718,18.38975274,0.217965758,0.624399885,0.349080394,0.727028955,NA
16710,LOC103232719,0,NA,NA,NA,NA,NA
16711,LOC103232720,0.71326081,-1.847917808,3.149127819,-0.58680305,0.557335988,NA
16712,LOC103232721,0,NA,NA,NA,NA,NA
16713,LOC103232724,0.619862724,-1.478637386,3.542095844,-0.417447029,0.676351462,NA
16714,LOC103232725,0,NA,NA,NA,NA,NA
16715,LOC103232726,0.083743585,1.392379705,5.382264302,0.258697758,0.79586845,NA
16716,LOC103232727,0.115025653,0,5.39771668,0,1,NA
16717,LOC103232728,0.304389736,0,4.924795244,0,1,NA
16718,LOC103232729,0.115025653,0,5.39771668,0,1,NA
16719,LOC103232730,3.88822624,0.045642645,1.106475588,0.041250476,0.967096214,NA
16720,LOC103232732,0,NA,NA,NA,NA,NA
16721,LOC103232733,0.220532445,0,5.39771668,0,1,NA
16722,LOC103232734,82.1653477,0.695457907,0.300475107,2.31452753,0.020638803,0.117047458
16723,LOC103232736,0,NA,NA,NA,NA,NA
16724,LOC103232738,0.633857754,1.352606754,3.387869272,0.399249985,0.689709016,NA
16725,LOC103232742,31.24845491,-0.652595694,0.418415387,-1.559683782,0.118834626,NA
16726,LOC103232743,1.187605322,1.992625257,2.257311923,0.882742539,0.377375393,NA
16727,LOC103232745,0.450505815,1.247796318,4.00244073,0.31175885,0.7552238,NA
16728,LOC103232746,2.39312726,0.193795536,1.620097505,0.119619675,0.904784434,NA
16729,LOC103232747,2.254860184,0.999425398,2.185282962,0.457343701,0.647424023,NA
16730,LOC103232752,1.227761445,0,5.397716679,0,1,NA
16731,LOC103232753,0.116501016,0,5.39771668,0,1,NA
16732,LOC103232755,0.116501016,0,5.39771668,0,1,NA
16733,LOC103232756,0,NA,NA,NA,NA,NA
16734,LOC103232757,0,NA,NA,NA,NA,NA
16735,LOC103232758,0,NA,NA,NA,NA,NA
16736,LOC103232760,0,NA,NA,NA,NA,NA
16737,LOC103232762,0,NA,NA,NA,NA,NA
16738,LOC103232764,0.847063439,0,3.349121152,0,1,NA
16739,LOC103232765,0.294397248,0,5.39771668,0,1,NA
16740,LOC103232772,0,NA,NA,NA,NA,NA
16741,LOC103232773,0,NA,NA,NA,NA,NA
16742,LOC103232774,0,NA,NA,NA,NA,NA
16743,LOC103232775,0,NA,NA,NA,NA,NA
16744,LOC103232776,0.089896361,0,5.39771668,0,1,NA
16745,LOC103232777,0,NA,NA,NA,NA,NA
16746,LOC103232779,0.390169516,2.161176335,4.38230875,0.493159305,0.62190003,NA
16747,LOC103232781,0,NA,NA,NA,NA,NA
16748,LOC103232783,0,NA,NA,NA,NA,NA
16749,LOC103232786,0,NA,NA,NA,NA,NA
16750,LOC103232789,0.836897936,3.634831299,2.602403186,1.396721045,0.162497473,NA
16751,LOC103232791,0,NA,NA,NA,NA,NA
16752,LOC103232793,0,NA,NA,NA,NA,NA
16753,LOC103232794,0.067958927,0,5.39771668,0,1,NA
16754,LOC103232798,0.608381739,-2.019110332,3.024703081,-0.667540012,0.504427261,NA
16755,LOC103232803,0,NA,NA,NA,NA,NA
16756,LOC103232805,0.946992839,0,3.225162229,0,1,NA
16757,LOC103232812,0,NA,NA,NA,NA,NA
16758,LOC103232816,0,NA,NA,NA,NA,NA
16759,LOC103232820,0,NA,NA,NA,NA,NA
16760,LOC103232821,0,NA,NA,NA,NA,NA
16761,LOC103232824,1.046085013,-1.499157601,2.706205847,-0.553970276,0.579599188,NA
16762,LOC103232826,0,NA,NA,NA,NA,NA
16763,LOC103232831,0.089896361,0,5.39771668,0,1,NA
16764,LOC103232834,12.06739832,-0.163728572,0.672416189,-0.243492907,0.807623579,NA
16765,LOC103232835,1.399946311,-0.026881523,2.55763277,-0.010510314,0.991614137,NA
16766,LOC103232836,0.34507696,0,5.39771668,0,1,NA
16767,LOC103232837,0,NA,NA,NA,NA,NA
16768,LOC103232839,2.970649009,-2.364913887,2.158788871,-1.095481786,0.273305621,NA
16769,LOC103232840,3.351711728,-0.389412591,1.255207771,-0.310237556,0.756380313,NA
16770,LOC103232846,1.351539296,-1.502436509,2.625187408,-0.572315906,0.567107976,NA
16771,LOC103232848,5.591028265,-0.581023999,0.97333824,-0.596939456,0.550547803,NA
16772,LOC103232850,0,NA,NA,NA,NA,NA
16773,LOC103232851,0,NA,NA,NA,NA,NA
16774,LOC103232853,1.052362595,-1.490947257,2.954721019,-0.504598318,0.613840991,NA
16775,LOC103232857,0.15048048,0,5.39771668,0,1,NA
16776,LOC103232862,1.972665085,0.168374548,1.610192341,0.104567972,0.91671863,NA
16777,LOC103232865,0,NA,NA,NA,NA,NA
16778,LOC103232868,0,NA,NA,NA,NA,NA
16779,LOC103232869,29.07049268,0.609778842,0.441557468,1.380972776,0.167287331,NA
16780,LOC103232870,265.7301252,-0.330021028,0.15935669,-2.070958091,0.038362713,0.174051102
16781,LOC103232871,5.859211101,1.860354995,1.098145096,1.694088515,0.090248464,NA
16782,LOC103232872,0,NA,NA,NA,NA,NA
16783,LOC103232873,0,NA,NA,NA,NA,NA
16784,LOC103232874,2.29225218,-1.379515752,1.715033259,-0.804366764,0.42118519,NA
16785,LOC103232875,0,NA,NA,NA,NA,NA
16786,LOC103232877,67.79488655,-0.096403245,0.343084962,-0.280989421,0.778718514,0.905694388
16787,LOC103232880,45.4678118,0.009060064,0.34366441,0.026363115,0.978967714,0.99260646
16788,LOC103232881,10.41869284,-0.377319356,0.748351782,-0.504200518,0.614120476,NA
16789,LOC103232882,11.46412,0.530994723,0.71849927,0.739033072,0.459886915,NA
16790,LOC103232883,0,NA,NA,NA,NA,NA
16791,LOC103232884,0,NA,NA,NA,NA,NA
16792,LOC103232887,0,NA,NA,NA,NA,NA
16793,LOC103232888,2.009257653,1.70847374,1.728263471,0.988549355,0.322883675,NA
16794,LOC103232889,0,NA,NA,NA,NA,NA
16795,LOC103232890,0.117599721,0,5.39771668,0,1,NA
16796,LOC103232891,0.244093226,0,5.355441924,0,1,NA
16797,LOC103232892,0,NA,NA,NA,NA,NA
16798,LOC103232893,0,NA,NA,NA,NA,NA
16799,LOC103232894,0,NA,NA,NA,NA,NA
16800,LOC103232895,21.86244044,0.26094285,0.518453257,0.503310273,0.614746145,NA
16801,LOC103232897,1.65442821,0.991709799,1.808195488,0.548452756,0.583381061,NA
16802,LOC103232898,0,NA,NA,NA,NA,NA
16803,LOC103232899,0.158771683,1.244075762,5.391208657,0.230760084,0.817501193,NA
16804,LOC103232900,0.195131239,-0.061811415,5.367241591,-0.011516421,0.990811428,NA
16805,LOC103232901,6.920919098,-1.243186094,0.900272994,-1.380899019,0.167310012,NA
16806,LOC103232902,0,NA,NA,NA,NA,NA
16807,LOC103232903,4.824442961,1.660263614,1.179066863,1.408116593,0.159096548,NA
16808,LOC103232904,0,NA,NA,NA,NA,NA
16809,LOC103232905,0,NA,NA,NA,NA,NA
16810,LOC103232906,0,NA,NA,NA,NA,NA
16811,LOC103232907,1.192844498,0.453850533,2.112704067,0.214819737,0.829907864,NA
16812,LOC103232908,0,NA,NA,NA,NA,NA
16813,LOC103232909,0,NA,NA,NA,NA,NA
16814,LOC103232910,0.237955708,0,5.39771668,0,1,NA
16815,LOC103232911,2.743616267,-0.512970044,1.479739958,-0.346662291,0.728845043,NA
16816,LOC103232912,0,NA,NA,NA,NA,NA
16817,LOC103232913,0,NA,NA,NA,NA,NA
16818,LOC103232916,2.640978165,0.169913253,1.321022339,0.128622544,0.897656327,NA
16819,LOC103232917,0,NA,NA,NA,NA,NA
16820,LOC103232918,0.176020038,0.086500994,5.358256442,0.016143497,0.987119913,NA
16821,LOC103232919,0,NA,NA,NA,NA,NA
16822,LOC103232921,15.38863494,-0.070509386,0.551817132,-0.127776724,0.89832567,NA
16823,LOC103232922,0,NA,NA,NA,NA,NA
16824,LOC103232924,2.779719877,0.714393801,1.464112295,0.487936481,0.625594833,NA
16825,LOC103232926,0.060059477,0,5.39771668,0,1,NA
16826,LOC103232927,0,NA,NA,NA,NA,NA
16827,LOC103232928,0,NA,NA,NA,NA,NA
16828,LOC103232933,0,NA,NA,NA,NA,NA
16829,LOC103232934,0.206397377,0,5.39771668,0,1,NA
16830,LOC103232935,0,NA,NA,NA,NA,NA
16831,LOC103232936,0,NA,NA,NA,NA,NA
16832,LOC103232937,0,NA,NA,NA,NA,NA
16833,LOC103232940,0.736874764,-1.684234083,2.737684141,-0.615203945,0.538420043,NA
16834,LOC103232941,0,NA,NA,NA,NA,NA
16835,LOC103232942,0.123139903,-2.031169483,5.348613506,-0.379756264,0.704126351,NA
16836,LOC103232943,0.092779324,0,5.39771668,0,1,NA
16837,LOC103232945,1.037156336,-0.99398099,2.267098891,-0.43843742,0.661069225,NA
16838,LOC103232946,1.174935764,-0.467654475,2.293420616,-0.203911342,0.838422782,NA
16839,LOC103232947,1.853840465,-1.630182312,2.077986192,-0.784501032,0.432746177,NA
16840,LOC103232948,0.392264921,0,4.137315356,0,1,NA
16841,LOC103232949,0.356737769,-2.674837944,4.156990198,-0.643455437,0.519928622,NA
16842,LOC103232950,0,NA,NA,NA,NA,NA
16843,LOC103232951,0,NA,NA,NA,NA,NA
16844,LOC103232953,0.089896361,0,5.39771668,0,1,NA
16845,LOC103232954,256.5283425,-0.126248845,0.185709477,-0.679819076,0.496619026,0.74045718
16846,LOC103232955,0,NA,NA,NA,NA,NA
16847,LOC103232956,109.9482032,-0.01114922,0.263338175,-0.042338032,0.966229228,0.988005928
16848,LOC103232957,0,NA,NA,NA,NA,NA
16849,LOC103232958,0,NA,NA,NA,NA,NA
16850,LOC103232959,0,NA,NA,NA,NA,NA
16851,LOC103232960,2.451829602,-0.797202566,1.439021671,-0.553989271,0.579586189,NA
16852,LOC103232961,0.770882787,0.86763024,2.402865043,0.361081552,0.718038483,NA
16853,LOC103232962,0.789700076,1.255176214,2.984663737,0.420541919,0.674089614,NA
16854,LOC103232964,0,NA,NA,NA,NA,NA
16855,LOC103232965,8.65969187,-0.029848231,0.8499138,-0.035119127,0.971984749,NA
16856,LOC103232966,0,NA,NA,NA,NA,NA
16857,LOC103232967,0,NA,NA,NA,NA,NA
16858,LOC103232968,0.116501016,0,5.39771668,0,1,NA
16859,LOC103232970,0,NA,NA,NA,NA,NA
16860,LOC103232971,0.508169433,0,3.776933712,0,1,NA
16861,LOC103232972,0,NA,NA,NA,NA,NA
16862,LOC103232973,0.182410402,0,5.39771668,0,1,NA
16863,LOC103232974,4.04271906,-0.082853922,1.093746541,-0.075752397,0.939616089,NA
16864,LOC103232975,0,NA,NA,NA,NA,NA
16865,LOC103232976,0.089896361,0,5.39771668,0,1,NA
16866,LOC103232977,0,NA,NA,NA,NA,NA
16867,LOC103232978,0.089896361,0,5.39771668,0,1,NA
16868,LOC103232979,0.083743585,1.392379705,5.382264302,0.258697758,0.79586845,NA
16869,LOC103232980,0,NA,NA,NA,NA,NA
16870,LOC103232981,0,NA,NA,NA,NA,NA
16871,LOC103232982,0,NA,NA,NA,NA,NA
16872,LOC103232983,37.86921204,-0.657030689,0.365537579,-1.79743678,0.072266306,NA
16873,LOC103232985,3.321452324,-0.223742307,1.16756222,-0.19163202,0.848030459,NA
16874,LOC103232987,0,NA,NA,NA,NA,NA
16875,LOC103232988,0.060059477,0,5.39771668,0,1,NA
16876,LOC103232991,0.067958927,0,5.39771668,0,1,NA
16877,LOC103232992,8.577881306,0.213239286,0.834977835,0.25538317,0.798427169,NA
16878,LOC103232996,0,NA,NA,NA,NA,NA
16879,LOC103232997,0,NA,NA,NA,NA,NA
16880,LOC103232999,0,NA,NA,NA,NA,NA
16881,LOC103233000,3.955787387,-0.983858515,1.11084135,-0.885687695,0.375785841,NA
16882,LOC103233002,0,NA,NA,NA,NA,NA
16883,LOC103233005,0,NA,NA,NA,NA,NA
16884,LOC103233006,0,NA,NA,NA,NA,NA
16885,LOC103233014,0,NA,NA,NA,NA,NA
16886,LOC103233015,0,NA,NA,NA,NA,NA
16887,LOC103233016,0,NA,NA,NA,NA,NA
16888,LOC103233019,111.2908381,0.838973463,0.257399517,3.259421281,0.001116398,0.01463394
16889,LOC103233020,0.177896231,0,5.39771668,0,1,NA
16890,LOC103233024,0,NA,NA,NA,NA,NA
16891,LOC103233028,0.033979464,0,5.39771668,0,1,NA
16892,LOC103233030,143.2076344,-0.849259418,0.201707122,-4.210359098,2.54965100132296e-05,0.000730067
16893,LOC103233032,0,NA,NA,NA,NA,NA
16894,LOC103233033,0,NA,NA,NA,NA,NA
16895,LOC103233034,0,NA,NA,NA,NA,NA
16896,LOC103233036,0,NA,NA,NA,NA,NA
16897,LOC103233037,0,NA,NA,NA,NA,NA
16898,LOC103233038,0.116501016,0,5.39771668,0,1,NA
16899,LOC103233041,0,NA,NA,NA,NA,NA
16900,LOC103233042,0,NA,NA,NA,NA,NA
16901,LOC103233068,379.0770972,0.146544721,0.421642916,0.347556463,0.728173307,0.881258219
16902,LOC103233072,5.73886926,-0.570427132,1.030621114,-0.553478989,0.579935464,NA
16903,LOC103233076,9.721109192,0.305748747,0.722980692,0.422900294,0.672368008,NA
16904,LOC103233080,0.092276453,-1.463767613,5.373780744,-0.272390647,0.785321664,NA
16905,LOC103233083,1.084727011,-1.337312787,2.504152093,-0.534038164,0.59331513,NA
16906,LOC103233094,0.21023709,1.392341273,5.382264341,0.258690615,0.795873961,NA
16907,LOC103233097,0,NA,NA,NA,NA,NA
16908,LOC103233098,12.75333553,-1.38109688,0.676519508,-2.041473844,0.041203751,NA
16909,LOC103233099,0,NA,NA,NA,NA,NA
16910,LOC103233100,3.261471775,-0.019124984,1.205163407,-0.015869204,0.987338739,NA
16911,LOC103233102,0.21853237,-2.123596881,5.345296694,-0.397283257,0.691158592,NA
16912,LOC103233104,0,NA,NA,NA,NA,NA
16913,LOC103233111,0,NA,NA,NA,NA,NA
16914,LOC103233114,0,NA,NA,NA,NA,NA
16915,LOC103233116,0.137750645,2.155507344,5.310071637,0.40592811,0.684795423,NA
16916,LOC103233118,0,NA,NA,NA,NA,NA
16917,LOC103233120,149.2149358,-0.428486963,0.200393752,-2.138225167,0.032498473,0.157822495
16918,LOC103233121,1.858689414,-0.089378229,2.440151717,-0.036628144,0.970781503,NA
16919,LOC103233136,71.50268387,-0.148364664,0.298677954,-0.496737914,0.619373882,0.822630517
16920,LOC103233139,24.84297655,0.939283533,0.492019339,1.909037834,0.056257211,NA
16921,LOC103233140,0,NA,NA,NA,NA,NA
16922,LOC103233142,0.235360354,0,5.393014048,0,1,NA
16923,LOC103233143,0,NA,NA,NA,NA,NA
16924,LOC103233147,17.92650193,0.69095158,0.594681807,1.161884509,0.24528238,NA
16925,LOC103233150,0,NA,NA,NA,NA,NA
16926,LOC103233155,4.28407217,-0.11327898,1.158453908,-0.097784624,0.922103317,NA
16927,LOC103233172,0.267792592,0,5.39771668,0,1,NA
16928,LOC103233176,0,NA,NA,NA,NA,NA
16929,LOC103233177,11.94360017,1.322954106,0.936697741,1.412359663,0.157844087,NA
16930,LOC103233180,0,NA,NA,NA,NA,NA
16931,LOC103233187,0,NA,NA,NA,NA,NA
16932,LOC103233188,12.04447258,0.892907187,0.868466174,1.028142734,0.303882691,NA
16933,LOC103233192,0,NA,NA,NA,NA,NA
16934,LOC103233195,41.8810187,-0.156889455,0.384273998,-0.408274969,0.683071814,NA
16935,LOC103233196,7.210476388,0.476616764,1.032535401,0.461598473,0.64436929,NA
16936,LOC103233198,1.47635894,2.901309062,2.270910506,1.27759727,0.201391464,NA
16937,LOC103233200,0,NA,NA,NA,NA,NA
16938,LOC103233201,0,NA,NA,NA,NA,NA
16939,LOC103233203,0.116501016,0,5.39771668,0,1,NA
16940,LOC103233204,0.673432928,-0.695308023,3.23655096,-0.214829932,0.829899915,NA
16941,LOC103233210,367.7728135,-0.369006273,0.138780776,-2.658914906,0.007839276,0.061091017
16942,LOC103233211,194.401671,1.417578166,0.230224211,6.157380918,7.39578147339864e-10,9.072158607369e-08
16943,LOC103233219,0.179792721,0,5.39771668,0,1,NA
16944,LOC103233222,0,NA,NA,NA,NA,NA
16945,LOC103233225,7.048934854,-0.134742156,0.878729601,-0.15333745,0.878132169,NA
16946,LOC103233228,0.067958927,0,5.39771668,0,1,NA
16947,LOC103233237,0,NA,NA,NA,NA,NA
16948,LOC103233246,0.355792463,0,5.39771668,0,1,NA
16949,LOC103233266,4.420982309,0.890332084,1.508250969,0.59030765,0.554984412,NA
16950,LOC103233271,1.671053903,-0.317228324,2.156032093,-0.147135252,0.883025266,NA
16951,LOC103233277,0,NA,NA,NA,NA,NA
16952,LOC103233298,9.775803832,0.722952058,0.842279149,0.858328333,0.390711189,NA
16953,LOC103233306,368.558444,0.312248216,0.151018557,2.067614882,0.038676252,0.175073911
16954,LOC103233308,0.760924445,2.178796104,3.142724296,0.69328261,0.488132214,NA
16955,LOC103233316,14.24254175,-0.048693002,0.763975799,-0.063736314,0.949180189,NA
16956,LOC103233322,3.502075228,0.913407271,1.580883773,0.577782685,0.563410847,NA
16957,LOC103233323,0.058296989,-1.46375283,5.373781521,-0.272387857,0.785323809,NA
16958,LOC103233324,0,NA,NA,NA,NA,NA
16959,LOC103233326,0,NA,NA,NA,NA,NA
16960,LOC103233327,0.033979464,0,5.39771668,0,1,NA
16961,LOC103233328,0.604985784,-0.652020181,2.948223352,-0.221156983,0.824970203,NA
16962,LOC103233329,0,NA,NA,NA,NA,NA
16963,LOC103233336,45.2081973,0.115605876,0.651588124,0.177421706,0.859177159,0.944334541
16964,LOC103233337,0,NA,NA,NA,NA,NA
16965,LOC103233342,0,NA,NA,NA,NA,NA
16966,LOC103233343,0,NA,NA,NA,NA,NA
16967,LOC103233344,0,NA,NA,NA,NA,NA
16968,LOC103233345,8.929425483,-0.065900633,0.855450308,-0.07703619,0.938594755,NA
16969,LOC103233346,0,NA,NA,NA,NA,NA
16970,LOC103233351,0.058296989,-1.46375283,5.373781521,-0.272387857,0.785323809,NA
16971,LOC103233352,0,NA,NA,NA,NA,NA
16972,LOC103233353,0,NA,NA,NA,NA,NA
16973,LOC103233356,1.491433609,-0.155858939,2.019276271,-0.077185545,0.938475941,NA
16974,LOC103233357,0,NA,NA,NA,NA,NA
16975,LOC103233366,3.621811763,-0.065917475,1.259090161,-0.052353261,0.958247216,NA
16976,LOC103233369,0.068875323,1.244094488,5.391208685,0.230763556,0.817498495,NA
16977,LOC103233370,0.116501016,0,5.39771668,0,1,NA
16978,LOC103233380,0,NA,NA,NA,NA,NA
16979,LOC103233384,0.463735598,1.248089869,3.937612014,0.316966188,0.751269259,NA
16980,LOC103233391,0,NA,NA,NA,NA,NA
16981,LOC103233399,19.86548252,-0.636322237,0.681015063,-0.934373219,0.350111407,NA
16982,LOC103233400,376.2485301,-0.012284691,0.139608631,-0.087993776,0.929881623,0.972753796
16983,LOC103233405,0.177896231,0,5.39771668,0,1,NA
16984,LOC103233406,0,NA,NA,NA,NA,NA
16985,LOC103233407,0,NA,NA,NA,NA,NA
16986,LOC103233410,1.251254177,-0.881299916,2.444852328,-0.360471635,0.718494465,NA
16987,LOC103233417,0,NA,NA,NA,NA,NA
16988,LOC103233419,0,NA,NA,NA,NA,NA
16989,LOC103233423,1.163569365,-0.020335557,2.627226831,-0.007740313,0.993824186,NA
16990,LOC103233428,0,NA,NA,NA,NA,NA
16991,LOC103233430,0.788451289,2.835914232,2.903028387,0.97688133,0.328627906,NA
16992,LOC103233431,15.35813151,0.951831302,0.710495115,1.339673252,0.180351597,NA
16993,LOC103233437,0.783814073,-3.667653375,2.801432365,-1.309206469,0.190464421,NA
16994,LOC103233439,0.694870399,0,3.159624969,0,1,NA
16995,LOC103233440,239.708595,-0.040220898,0.183770913,-0.21886433,0.826755734,0.929271888
16996,LOC103233441,0,NA,NA,NA,NA,NA
16997,LOC103233443,0,NA,NA,NA,NA,NA
16998,LOC103233446,0.17508513,0,5.39771668,0,1,NA
16999,LOC103233447,0,NA,NA,NA,NA,NA
17000,LOC103233451,92.50858531,0.549033064,0.30139091,1.821664308,0.068505937,0.253227302
17001,LOC103233457,0.537068158,0.385141194,3.517073436,0.109506156,0.912801039,NA
17002,LOC103233461,0.292921885,0,5.39771668,0,1,NA
17003,LOC103233464,0.198769239,1.392358728,5.382264302,0.25869386,0.795871457,NA
17004,LOC103233467,0,NA,NA,NA,NA,NA
17005,LOC103233470,18.84387658,0.626217718,0.770353416,0.812896659,0.41627731,NA
17006,LOC103233472,0.895759529,-0.076833295,3.010378966,-0.025522798,0.979637964,NA
17007,LOC103233475,54.11463388,-0.064261389,0.357906238,-0.179548111,0.857507344,0.943020805
17008,LOC103233486,0.836037929,-1.798119063,2.869206973,-0.626695488,0.530858862,NA
17009,LOC103233488,1.305569218,3.632105762,2.300034118,1.579152993,0.114300969,NA
17010,LOC103233499,2.422413541,-1.775321785,1.639543295,-1.082814825,0.278890624,NA
17011,LOC103233504,0,NA,NA,NA,NA,NA
17012,LOC103233508,0,NA,NA,NA,NA,NA
17013,LOC103233509,14.40346949,0.571509078,0.755027756,0.756937838,0.449087105,NA
17014,LOC103233510,0,NA,NA,NA,NA,NA
17015,LOC103233513,439.4434264,0.572455579,0.161800812,3.538026607,0.000403129,0.006941931
17016,LOC103233514,0,NA,NA,NA,NA,NA
17017,LOC103233515,0,NA,NA,NA,NA,NA
17018,LOC103233516,230.2834081,0.264871292,0.184936296,1.432229898,0.152078038,0.405419646
17019,LOC103233517,0,NA,NA,NA,NA,NA
17020,LOC103233518,0,NA,NA,NA,NA,NA
17021,LOC103233519,7.797615682,1.151971345,1.093981774,1.053007804,0.292337415,NA
17022,LOC103233520,0,NA,NA,NA,NA,NA
17023,LOC103233521,74.39169471,0.124902192,0.304041177,0.41080683,0.681214184,0.854740124
17024,LOC103233522,129.2538344,0.460545673,0.249947156,1.842572168,0.065391501,0.245644594
17025,LOC103233525,0,NA,NA,NA,NA,NA
17026,LOC103233526,0.115025653,0,5.39771668,0,1,NA
17027,LOC103233527,9.157255061,0.235838786,0.841683283,0.280198966,0.77932486,NA
17028,LOC103233528,0,NA,NA,NA,NA,NA
17029,LOC103233530,0.092514041,0,5.39771668,0,1,NA
17030,LOC103233531,0.543506013,-1.90210214,3.535498875,-0.538001059,0.590576317,NA
17031,LOC103233533,1.23731151,0.698915574,2.168658938,0.322280079,0.747240523,NA
17032,LOC103233534,0,NA,NA,NA,NA,NA
17033,LOC103233536,51.57644377,-0.220353309,0.323851611,-0.68041443,0.496242087,0.740213178
17034,LOC103233539,46.13750415,-0.123611414,0.330991353,-0.373458137,0.708807497,0.871299182
17035,LOC103233540,0,NA,NA,NA,NA,NA
17036,LOC103233541,3.864474498,0.707354015,1.201149237,0.588897694,0.555929905,NA
17037,LOC103233542,0.23152667,0,5.39771668,0,1,NA
17038,LOC103233546,104.965639,-0.013074199,0.2962984,-0.044125108,0.964804679,0.98728124
17039,LOC103233547,97.29428596,-0.170879812,0.271117079,-0.630280512,0.528511071,0.762381823
17040,LOC103233551,0.484346264,-3.68701259,3.631837496,-1.01519206,0.310014285,NA
17041,LOC103233554,4.497251534,1.522027477,1.493366629,1.019192104,0.308111774,NA
17042,LOC103233555,61.78536964,-0.312542171,0.315413151,-0.990897717,0.321735527,0.601867456
17043,LOC103233558,38.269286,-0.303977021,0.394855641,-0.76984343,0.441392774,NA
17044,LOC103233560,1.263242675,3.175500055,2.541708654,1.249356432,0.211534736,NA
17045,LOC103233569,13.18542212,1.904679541,0.785347395,2.425270083,0.015297002,NA
17046,LOC103233575,0.033979464,0,5.39771668,0,1,NA
17047,LOC103233580,0.058799861,0,5.39771668,0,1,NA
17048,LOC103233584,0,NA,NA,NA,NA,NA
17049,LOC103233585,0.060059477,0,5.39771668,0,1,NA
17050,LOC103233595,8.708098525,1.038732632,0.855792873,1.213766396,0.224836942,NA
17051,LOC103233603,34.40076813,0.039505166,0.384526161,0.102737264,0.918171498,NA
17052,LOC103233604,418.8567012,0.256002081,0.153320724,1.669716098,0.094975547,0.307787683
17053,LOC103233614,67.86869114,0.106221205,0.295827171,0.359065072,0.71954641,0.877457155
17054,LOC103233620,10.04381608,-0.587224686,0.764508318,-0.768107648,0.442423234,NA
17055,LOC103233622,0.92635467,-0.004534043,2.815422538,-0.001610431,0.998715063,NA
17056,LOC103233623,17.43824036,-0.37380813,0.553747466,-0.67505163,0.499642963,NA
17057,LOC103233629,0,NA,NA,NA,NA,NA
17058,LOC103233633,0,NA,NA,NA,NA,NA
17059,LOC103233644,0,NA,NA,NA,NA,NA
17060,LOC103233651,0,NA,NA,NA,NA,NA
17061,LOC103233653,0.116501016,0,5.39771668,0,1,NA
17062,LOC103233655,0.75227228,2.388516747,2.922666575,0.817238876,0.41379193,NA
17063,LOC103233665,46.96885582,-0.487661223,0.354360557,-1.376172414,0.168768261,0.4303006
17064,LOC103233666,0.38882299,1.246101163,4.476594036,0.278359206,0.780736631,NA
17065,LOC103233667,2.431253334,-1.666218425,1.982560875,-0.84043746,0.400663153,NA
17066,LOC103233669,0,NA,NA,NA,NA,NA
17067,LOC103233674,4.920243416,0.259445075,1.072587813,0.241887025,0.808867705,NA
17068,LOC103233676,0,NA,NA,NA,NA,NA
17069,LOC103233678,137.882579,-0.208810319,0.233257182,-0.895193525,0.370683645,0.647886198
17070,LOC103233688,0.25298701,0,5.39771668,0,1,NA
17071,LOC103233701,138.6814492,-0.377041767,0.229589817,-1.64224081,0.100540108,0.31834497
17072,LOC103233707,0.092514041,0,5.39771668,0,1,NA
