gene_name,log2FC_12h,log2FC_18h,log2FC_24h,acc_untr_12h_tss,acc_untr_12h_avg,acc_vacv_12h_tss,acc_vacv_12h_avg,acc_untr_18h_tss,acc_untr_18h_avg,acc_vacv_18h_tss,acc_vacv_18h_avg,acc_untr_24h_tss,acc_untr_24h_avg,acc_vacv_24h_tss,acc_vacv_24h_avg,expr_delta_12h,expr_delta_18h,expr_delta_24h,acc_delta_12h_tss,acc_delta_18h_tss,acc_delta_24h_tss,acc_delta_12h_avg,acc_delta_18h_avg,acc_delta_24h_avg,expr_var,expr_range,acc_tss_var,acc_tss_range,acc_avg_var,acc_avg_range,expr_slope,acc_tss_slope,acc_avg_slope
LOC103222129,-0.923058061471327,-0.264586177898373,-0.534641444869519,7.69873,13.633176666666666,4.04461,14.380870000000002,3.92698,8.357433333333333,3.26571,8.164283333333334,5.7669,5.52661,4.03491,5.11089,-0.923058061471327,-0.264586177898373,-0.534641444869519,-3.6541200000000007,-0.66127,-1.7319899999999997,0.747693333333336,-0.19314999999999927,-0.4157199999999994,0.10956375612122776,0.6584718835729539,2.299696029633335,2.9928500000000007,0.381375694492594,1.1634133333333354,0.032368051383483976,0.16017749999999997,-0.0969511111111112
PHRF1,0.249888517994335,0.660125356875367,1.06568584853184,5.29288,6.495813333333333,6.06692,8.493680999999999,3.92698,5.1164075,4.35428,6.803568636363637,3.36402,4.775713125,4.8419,4.328362727272727,0.249888517994335,0.660125356875367,1.06568584853184,0.7740399999999994,0.42730000000000024,1.4778799999999999,1.9978676666666653,1.6871611363636365,-0.4473503977272735,0.1663831434799768,0.8157973305375049,0.2865562849333332,1.0505799999999996,1.7719615699297528,2.4452180643939387,0.06798311087812536,0.05865333333333331,-0.20376817203282802
IRF7,0.0,0.0,2.40178883633417,3.3682,3.9696625,4.04461,4.04461,3.92698,5.602130909090909,3.81,5.598367142857143,4.32517,5.826969999999999,5.64888,5.043642500000001,0.0,0.0,2.40178883633417,0.6764099999999997,-0.11697999999999986,1.3237100000000002,0.0749474999999995,-0.003763766233766397,-0.7833274999999986,1.9228632047798158,2.40178883633417,0.5206754430333334,1.44069,0.22509184234344476,0.8582749999999981,0.20014906969451393,0.05394166666666662,-0.07152291666666644
CDHR5,0.0,0.0,0.973433689580818,6.25522,8.928387777777779,4.71871,10.111524,5.73944,7.217452857142858,4.89857,7.589760555555555,8.16977,7.74926875,4.8419,7.16197375,0.0,0.0,0.973433689580818,-1.5365099999999998,-0.8408699999999998,-3.32787,1.1831362222222204,0.3723076984126976,-0.5872950000000001,0.3158577160036415,0.973433689580818,1.6463424432000002,2.487,0.7854511577405544,1.7704312222222205,0.08111947413173473,-0.14927999999999986,-0.1475359351851849
SCT,,,,2.88702,2.88702,,,4.83321,5.286325,4.35428,9.64163142857143,5.28632,6.007185,4.03491,4.03491,,,,,-0.4789300000000001,-1.25141,,4.35530642857143,-1.9722749999999998,,,0.29836267519999987,0.7724799999999998,20.019143367601025,6.327581428571429,,-0.1287466666666666,-1.0545969047619042
DRD4,0.25259965202327,0.583831070907883,0.957714885808419,2.88702,3.66892625,5.39281,5.392815,3.62491,5.774978823529412,3.81,6.333505454545454,5.28632,4.325172,4.03491,4.03491,0.25259965202327,0.583831070907883,0.957714885808419,2.5057899999999997,0.1850900000000002,-1.25141,1.7238887499999995,0.5585266310160426,-0.29026200000000024,0.12444847546946292,0.705115233785149,3.5942887633333322,3.7571999999999997,1.022552375371738,2.0141507499999998,0.058759602815429024,-0.3130999999999997,-0.1678458958333331
DEAF1,,,,3.84937,26.70504,5.39281,55.163918333333335,3.32283,31.415898571428574,3.81,20.605094285714284,4.32517,26.527658000000002,5.64888,20.44356,,,,1.54344,0.4871699999999999,1.3237100000000002,28.458878333333335,-10.81080428571429,-6.084098000000001,,,0.31063112623333344,1.05627,459.61115654622813,39.26968261904763,,-0.018310833333333304,-2.8785813611111095
TMEM80,0.240508072957542,-0.0616880957375532,-0.0030712373625916,114.519,29.351483333333334,5.39281,38.49865,91.2269,29.188088750000002,56.6057,21.849177142857144,108.129,17.40744777777778,31.4723,15.73616,0.240508072957542,-0.0616880957375532,-0.0030712373625916,-109.12619000000001,-34.6212,-76.6567,9.147166666666664,-7.338911607142858,-1.6712877777777795,0.02568155681262945,0.3021961686950952,1395.3740960017003,74.50499,70.15861554798016,16.48607827380952,-0.02029827586001112,2.7057908333333325,-0.9015378703703698
EPS8L2,0.970993548401156,0.668290259219333,0.598657614825602,6.25522,5.77405,5.39281,7.954411,5.13529,6.333845161290323,7.07571,7.166427777777778,4.80575,6.4577175,4.8419,4.6805,0.970993548401156,0.668290259219333,0.598657614825602,-0.8624099999999997,1.9404199999999996,0.036150000000000126,2.1803610000000004,0.8325826164874552,-1.7772175,0.03918533897972293,0.37233593357555406,2.0482517192333325,2.8028299999999993,4.048331800457313,3.9575785000000003,-0.031027994464629484,0.07487999999999997,-0.329798208333333
TALDO1,-0.452324119002858,-0.632693427016061,-1.04881921864313,17.8033,9.14223818181818,16.1784,12.133818571428572,13.5934,7.37568,8.70857,8.16428,8.16977,7.48324,8.06983,7.262845,-0.452324119002858,-0.632693427016061,-1.04881921864313,-1.6249000000000002,-4.884830000000001,-0.09994000000000014,2.991580389610391,0.7885999999999997,-0.2203949999999999,0.09358336093754575,0.596495099640272,5.974636486433336,4.784890000000001,2.697996568415962,3.211975389610391,-0.04970792497002262,0.1270799999999997,-0.2676646158008656
PDDC1,-0.192950723447658,-1.03516171026559,-0.564555064606751,4.33054,5.45327,3.37051,4.6063616666666665,4.22906,5.1164075,3.26571,4.966605,7.6892,5.190206,3.22793,4.4384033333333335,-0.192950723447658,-1.03516171026559,-0.564555064606751,-0.9600300000000002,-0.9633499999999997,-4.461269999999999,-0.8469083333333334,-0.14980249999999984,-0.7518026666666664,0.17814662460389705,0.8422109868179319,4.082356147733331,3.501239999999999,0.14290097189436116,0.6971058333333335,-0.03096702842992441,-0.2917699999999996,0.007925472222222247
CEND1,-1.27076697949907,-1.40052033943829,-1.66485487218952,5.29288,7.025091999999999,4.04461,7.4151050000000005,3.92698,5.782588571428572,4.89857,7.34785125,5.7669,7.368813333333333,4.03491,5.245385000000001,-1.27076697949907,-1.40052033943829,-1.66485487218952,-1.2482700000000007,0.9715900000000004,-1.7319899999999997,0.3900130000000015,1.565262678571428,-2.123428333333332,0.04033565779758794,0.3940878926904501,2.0785180457333343,2.70358,3.550840087399609,3.6886910119047602,-0.032840657724204164,-0.040309999999999804,-0.2094534444444442
SLC25A22,1.03533421255558,1.05430768680259,1.01286912667916,5.77405,13.569014,4.71871,14.541335714285713,3.62491,7.1617125,5.98714,9.797137368421053,4.80575,10.060031333333333,4.8419,5.6488812500000005,1.03533421255558,1.05430768680259,1.01286912667916,-1.0553400000000002,2.3622300000000003,0.036150000000000126,0.9723217142857141,2.635424868421053,-4.411150083333332,0.00043030451225666553,0.041438560123429946,3.046963881900001,3.4175700000000004,13.566983207957811,7.046574951754385,-0.0018720904897016604,0.0909575000000001,-0.4486226498015865
LOC103233437,-2.11045339111262,2.37805349593334,0.954015275597486,5.29288,24.29912,9.43743,18.335566,3.62491,7.1617125,7.62,10.508896153846154,4.80575,13.4560925,7.26285,6.052375,-2.11045339111262,2.37805349593334,0.954015275597486,4.144550000000001,3.9950900000000003,2.4571000000000005,-5.9635539999999985,3.3471836538461535,-7.403717500000001,5.260924522880723,4.48850688704596,0.8725398390333332,1.6874500000000001,34.05763036420856,10.750901153846154,0.25537238889250874,-0.14062083333333314,-0.12001362499999976
PIDD1,0.696933295315782,1.02142396810186,0.950463954015824,4.33054,13.647755454545454,5.39281,7.954408000000001,3.92698,7.045472647058823,7.07571,6.259283,3.8446,11.238054615384614,4.03491,5.110891666666666,0.696933295315782,1.02142396810186,0.950463954015824,1.0622699999999998,3.14873,0.1903100000000002,-5.693347454545453,-0.7861896470588228,-6.127162948717948,0.0291012192041882,0.324490672786078,2.3109797449333334,2.95842,8.79906490659945,5.340973301659125,0.021127554891670165,-0.07266333333333314,-0.03615129118104107
RPLP2,-0.568366774274729,-0.335386819941887,-1.2675558249509,4.33054,3.84937,4.71871,4.71871,3.92698,3.92698,3.26571,3.26571,2.88345,2.88345,,,-0.568366774274729,-0.335386819941887,-1.2675558249509,0.3881699999999997,-0.66127,,0.8693399999999998,-0.66127,,0.23534734026764526,0.932169005009013,0.5506621567999997,1.0494399999999997,1.1713834860499996,1.5306099999999998,-0.05826575422301418,-0.1749066666666667,-0.25510166666666667
PNPLA2,-0.285821914623249,-0.50302042533502,-0.125427755288722,9.14224,10.804471818181819,11.4597,9.737017777777778,20.2391,10.011657142857143,4.89857,7.456708000000001,6.24747,7.62913,6.45586,5.514381666666666,-0.285821914623249,-0.50302042533502,-0.125427755288722,2.3174600000000005,-15.340530000000001,0.20839000000000052,-1.0674540404040407,-2.554949142857142,-2.114748333333334,0.03591295064612224,0.37759267004629804,93.00361671190001,17.65799,0.5838739614216076,1.4874951024531011,0.013366179944543888,-0.1757558333333337,-0.0872745244107744
EFCAB4A,,,,4.33054,16.4560385,6.74102,16.66869909090909,3.02076,10.621373225806451,5.44286,12.609288333333334,6.24747,13.055622777777778,6.45586,6.186866666666667,,,,2.4104799999999997,2.4220999999999995,0.20839000000000052,0.21266059090909195,1.9879151075268826,-6.868756111111111,,,1.6249745594333318,2.213709999999999,21.956436030245527,8.856671218637993,,-0.18350749999999968,-0.5901180585016828
CD151,-0.89192016295601,-1.93537383488709,-2.51263293335643,3.84937,18.56752823529412,9.43743,16.178441538461538,3.02076,10.621373225806451,8.70857,11.875325909090911,5.7669,12.555024166666668,4.03491,7.33621,-0.89192016295601,-1.93537383488709,-2.51263293335643,5.5880600000000005,5.68781,-1.7319899999999997,-2.3890866968325817,1.25395268328446,-5.218814166666667,0.6747889193951822,1.62071277040042,18.107752350833337,7.4197999999999995,10.529300695407237,6.472766849951127,-0.13505939753336824,-0.6100041666666659,-0.23581062248617338
POLR2L,-0.661176378076133,-1.3637321136703,-1.95330141826568,5.77405,13.434292000000001,7.41512,13.796617333333332,7.55189,11.720537666666667,4.89857,9.684528965517242,5.7669,13.372507826086956,5.64888,7.800833333333333,-0.661176378076133,-1.3637321136703,-1.95330141826568,1.64107,-2.65332,-0.11801999999999957,0.36232533333333095,-2.0360087011494254,-5.571674492753623,0.4184606076703632,1.292125040189547,4.660654865033334,4.29439,8.91088211114641,5.9339998260869535,-0.10767708668246213,-0.14659083333333328,-0.4944999855072456
TSPAN4,-0.497849831792009,0.0,2.95517844081945,5.77405,9.25808425925926,5.39281,10.159677499999999,7.55189,8.622409122807017,4.89857,8.783642586206897,5.7669,9.771683333333334,7.26285,7.2951244,-0.497849831792009,0.0,2.95517844081945,-0.38124,-2.65332,1.4959500000000006,0.9015932407407394,0.16123346339987954,-2.476558933333334,3.4840563872589136,3.453028272611459,4.317105225900001,4.1492700000000005,3.1529989065615243,3.3781521740740734,0.2877523560509545,0.1564324999999998,-0.28151268117283906
CHID1,-0.0338199287969241,-0.246208194418198,0.269216264659653,5.29288,5.89019724137931,7.41512,7.385812608695653,2.71868,6.610389343065694,5.98714,5.859756382978723,6.72805,5.602490789473684,5.64888,4.561207391304348,-0.0338199287969241,-0.246208194418198,0.269216264659653,2.1222399999999997,3.26846,-1.0791699999999995,1.4956153673163426,-0.7506329600869703,-1.0412833981693366,0.06710034715566,0.515424459077851,5.077455482233332,4.34763,1.9276607619737356,2.536898765485679,0.025253016121381387,-0.26678416666666627,-0.21140823045713975
AP2A2,-0.203674483952202,-0.249503187722362,-0.695472876992311,7.69873,4.731515555555556,8.08922,5.2242875,4.83321,4.5371776,4.89857,4.7284803125,4.80575,4.428151785714285,4.03491,4.034911428571428,-0.203674483952202,-0.249503187722362,-0.695472876992311,0.3904899999999989,0.06536000000000008,-0.7708399999999997,0.49277194444444383,0.19130271250000064,-0.3932403571428571,0.07380914887227025,0.49179839304010897,0.3589378876333326,1.1613299999999986,0.20293201610678224,0.8860123015873009,-0.04098319942000904,-0.09677749999999977,-0.07383435846560835
MUC6,,,,2.88702,4.1501,4.71871,4.770565384615384,4.22906,6.009530235294117,5.44286,5.7149984210526314,6.72805,5.998899655172414,4.8419,4.672004210526316,,,,1.8316899999999996,1.2138,-1.8861499999999998,0.6204653846153843,-0.2945318142414859,-1.326895444646098,,,3.9689687200333323,3.7178399999999994,0.949201456440013,1.9473608292614824,,-0.3098199999999996,-0.1622800691051234
LOC103235151,1.96014989399862,0.937980520881726,2.40937186250851,4.33054,3.9456040000000003,4.71871,4.5838920000000005,3.62491,6.273881153846154,5.98714,5.2095899999999995,5.28632,4.325171666666667,3.22793,4.611330000000001,1.96014989399862,0.937980520881726,2.40937186250851,0.3881699999999997,2.3622300000000003,-2.0583899999999997,0.6382880000000002,-1.0642911538461544,0.28615833333333374,0.5686038474240587,1.471391341626784,4.9040749836,4.4206199999999995,0.8077474824469346,1.7025791538461545,0.037435164042490796,-0.20387999999999964,-0.02934413888888889
MUC2,0.0,0.0,-0.492126251241272,5.29288,4.571125,6.06692,4.760843125,5.13529,5.770533529411765,4.89857,6.119536216216217,4.32517,5.481148918918919,7.26285,5.931322,0.0,0.0,-0.492126251241272,0.7740399999999994,-0.23672000000000004,2.9376800000000003,0.18971812499999974,0.349002686804452,0.4501730810810809,0.08072941572026253,0.492126251241272,2.629964864533334,3.1744000000000003,0.017240634075753804,0.26045495608108116,-0.041010520936772626,0.18030333333333315,0.021704579673423416
LOC103241697,,,,7.69873,6.896783333333334,4.04461,5.055764999999999,3.62491,9.36433625,5.44286,10.652454285714285,11.0532,8.410047500000001,16.9466,11.02875,,,,-3.6541200000000007,1.8179499999999997,5.8934,-1.8410183333333352,1.2881180357142856,2.6187024999999995,,,22.951330156300003,9.54752,5.241843223993734,4.459720833333335,,0.7956266666666659,0.3716434027777775
MUC5AC,0.686035316291394,2.49009840779258,3.9812873408457,3.3682,3.805626363636364,4.04461,4.718711428571429,4.83321,5.030216739130435,4.35428,4.709253043478261,4.80575,5.106106875,4.03491,4.034912,0.686035316291394,2.49009840779258,3.9812873408457,0.6764099999999997,-0.4789300000000001,-0.7708399999999997,0.913085064935065,-0.320963695652174,-1.0711948749999998,2.722828996251029,3.295252024554306,0.5857590876999996,1.4472499999999995,1.003848341000206,1.9842799399350648,0.2746043353795252,-0.1206041666666665,-0.16535666166125526
MUC5B,0.0,2.05127306701024,2.41138657132617,4.33054,4.63127,4.04461,5.248361428571428,3.32283,5.943163720930232,5.44286,5.987143061224489,5.28632,5.386906744186047,3.22793,4.572902333333333,0.0,2.05127306701024,2.41138657132617,-0.28593000000000046,2.1200299999999994,-2.0583899999999997,0.6170914285714284,0.043979340294256986,-0.8140044108527134,1.69203135463408,2.41138657132617,4.398241944933332,4.178419999999999,0.5187714807631226,1.4310958394241418,0.20094888094384736,-0.14770499999999964,-0.11925798661867834
TOLLIP,-0.134965144346546,0.151638102359402,-0.0084984583171443,4.33054,5.366908461538462,8.08922,6.403969999999999,4.83321,5.626158958333334,12.5186,6.30620551724138,6.72805,5.35260724137931,7.26285,4.553688571428571,-0.134965144346546,0.151638102359402,-0.0084984583171443,3.758679999999999,7.685389999999999,0.5348000000000006,1.0370615384615371,0.680046558908046,-0.7989186699507389,0.020629826960493827,0.286603246705948,12.823898504433327,7.1505899999999984,0.947603528246747,1.835980208412276,0.01053889050245014,-0.268656666666666,-0.15299835070102283
LOC103235445,,,,,,,,3.32283,3.32283,3.26571,3.809995,,,,,,,,,-0.05712000000000028,,,0.4871649999999996,,,,,0.0,,0.0,,-0.0015866666666666737,0.013532361111111097
LOC103241805,,,,2.88702,3.12761,4.04461,3.70756,3.32283,4.90873,4.89857,4.89857,5.28632,4.805745,4.8419,4.8419,,,,1.1575899999999995,1.5757400000000001,-0.44442000000000004,0.5799500000000002,-0.010159999999999947,0.03615499999999994,,,1.1370553146999998,2.02016,0.10768131555833341,0.5901100000000001,,-0.13350083333333312,-0.04531624999999998
