gene_name,log2FC_12h,log2FC_18h,log2FC_24h,acc_untr_12h_tss,acc_untr_12h_avg,acc_vacv_12h_tss,acc_vacv_12h_avg,acc_untr_18h_tss,acc_untr_18h_avg,acc_vacv_18h_tss,acc_vacv_18h_avg,acc_untr_24h_tss,acc_untr_24h_avg,acc_vacv_24h_tss,acc_vacv_24h_avg,expr_delta_12h,expr_delta_18h,expr_delta_24h,acc_delta_12h_tss,acc_delta_18h_tss,acc_delta_24h_tss,acc_delta_12h_avg,acc_delta_18h_avg,acc_delta_24h_avg,expr_var,expr_range,acc_tss_var,acc_tss_range,acc_avg_var,acc_avg_range,expr_slope,acc_tss_slope,acc_avg_slope,expr_dir,acc_tss_dir,expr_acc_tss_agreement,expr_acc_direction_pairs,expr_acc_agreement_verbose,expr_acc_direction_pairs_str,increase,decrease,neutral,expr_only_up,expr_only_down,acc_only_up,acc_only_down,expr_up_acc_down,expr_down_acc_up,agreement_class,tsne_1,tsne_2
CDHR5,0.0,0.0,0.973433689580818,6.25522,8.928387777777779,4.71871,10.111524,5.73944,7.217452857142858,4.89857,7.589760555555555,8.16977,7.74926875,4.8419,7.16197375,0.0,0.0,0.973433689580818,-1.5365099999999998,-0.8408699999999998,-3.32787,1.1831362222222204,0.3723076984126976,-0.5872950000000001,0.3158577160036415,0.973433689580818,1.6463424432000002,2.487,0.7854511577405544,1.7704312222222205,0.0811194741317347,-0.1492799999999998,-0.1475359351851849,"['flat', 'up']","['up', 'down']","['acc_only_up', 'expr_up_acc_down']","[['flat', 'up'], ['up', 'down']]","['flat/up , acc_only_up', 'up/down , expr_up_acc_down']","['flat/up', 'up/down']",0,0,0,0,0,1,0,1,0,accessibility_only,14.891081,14.4214
DRD4,0.25259965202327,0.583831070907883,0.957714885808419,2.88702,3.66892625,5.39281,5.392815,3.62491,5.774978823529412,3.81,6.333505454545454,5.28632,4.325172,4.03491,4.03491,0.25259965202327,0.583831070907883,0.957714885808419,2.50579,0.1850900000000002,-1.25141,1.7238887499999995,0.5585266310160426,-0.2902620000000002,0.1244484754694629,0.705115233785149,3.594288763333332,3.7572,1.022552375371738,2.01415075,0.058759602815429,-0.3130999999999997,-0.1678458958333331,"['flat', 'flat']","['down', 'down']","['acc_only_down', 'acc_only_down']","[['flat', 'down'], ['flat', 'down']]","['flat/down , acc_only_down', 'flat/down , acc_only_down']","['flat/down', 'flat/down']",0,0,0,0,0,0,2,0,0,accessibility_only,25.812021,6.5687737
TMEM80,0.240508072957542,-0.0616880957375532,-0.0030712373625916,114.519,29.35148333333333,5.39281,38.49865,91.2269,29.18808875,56.6057,21.849177142857144,108.129,17.40744777777778,31.4723,15.73616,0.240508072957542,-0.0616880957375532,-0.0030712373625916,-109.12619,-34.6212,-76.6567,9.147166666666664,-7.338911607142858,-1.6712877777777797,0.0256815568126294,0.3021961686950952,1395.3740960017003,74.50499,70.15861554798016,16.48607827380952,-0.0202982758600111,2.7057908333333325,-0.9015378703703698,"['flat', 'flat']","['up', 'down']","['acc_only_up', 'acc_only_down']","[['flat', 'up'], ['flat', 'down']]","['flat/up , acc_only_up', 'flat/down , acc_only_down']","['flat/up', 'flat/down']",0,0,0,0,0,1,1,0,0,accessibility_only,1.0256617,-5.2890377
EPS8L2,0.970993548401156,0.668290259219333,0.598657614825602,6.25522,5.77405,5.39281,7.954411,5.13529,6.333845161290323,7.07571,7.166427777777778,4.80575,6.4577175,4.8419,4.6805,0.970993548401156,0.668290259219333,0.598657614825602,-0.8624099999999997,1.94042,0.0361500000000001,2.1803610000000004,0.8325826164874552,-1.7772175,0.0391853389797229,0.372335933575554,2.0482517192333325,2.8028299999999997,4.048331800457313,3.9575785,-0.0310279944646294,0.0748799999999999,-0.329798208333333,"['flat', 'flat']","['up', 'down']","['acc_only_up', 'acc_only_down']","[['flat', 'up'], ['flat', 'down']]","['flat/up , acc_only_up', 'flat/down , acc_only_down']","['flat/up', 'flat/down']",0,0,0,0,0,1,1,0,0,accessibility_only,27.582449,-4.3768287
TALDO1,-0.452324119002858,-0.632693427016061,-1.04881921864313,17.8033,9.14223818181818,16.1784,12.133818571428572,13.5934,7.37568,8.70857,8.16428,8.16977,7.48324,8.06983,7.262845,-0.452324119002858,-0.632693427016061,-1.04881921864313,-1.6249000000000002,-4.884830000000001,-0.0999400000000001,2.991580389610391,0.7885999999999997,-0.2203949999999999,0.0935833609375457,0.596495099640272,5.974636486433336,4.784890000000001,2.697996568415962,3.211975389610391,-0.0497079249700226,0.1270799999999997,-0.2676646158008656,"['flat', 'flat']","['down', 'up']","['acc_only_down', 'acc_only_up']","[['flat', 'down'], ['flat', 'up']]","['flat/down , acc_only_down', 'flat/up , acc_only_up']","['flat/down', 'flat/up']",0,0,0,0,0,1,1,0,0,accessibility_only,-35.29789,1.5360054
PDDC1,-0.192950723447658,-1.03516171026559,-0.564555064606751,4.33054,5.45327,3.37051,4.6063616666666665,4.22906,5.1164075,3.26571,4.966605,7.6892,5.190206,3.22793,4.4384033333333335,-0.192950723447658,-1.03516171026559,-0.564555064606751,-0.9600300000000002,-0.9633499999999996,-4.461269999999999,-0.8469083333333334,-0.1498024999999998,-0.7518026666666664,0.178146624603897,0.8422109868179319,4.082356147733331,3.501239999999999,0.1429009718943611,0.6971058333333335,-0.0309670284299244,-0.2917699999999996,0.0079254722222222,"['down', 'up']","['flat', 'down']","['expr_only_down', 'expr_up_acc_down']","[['down', 'flat'], ['up', 'down']]","['down/flat , expr_only_down', 'up/down , expr_up_acc_down']","['down/flat', 'up/down']",0,0,0,0,1,0,0,1,0,expression_only,-31.43167,6.73448
CEND1,-1.27076697949907,-1.40052033943829,-1.66485487218952,5.29288,7.025091999999999,4.04461,7.415105,3.92698,5.782588571428572,4.89857,7.34785125,5.7669,7.368813333333333,4.03491,5.245385000000001,-1.27076697949907,-1.40052033943829,-1.66485487218952,-1.2482700000000009,0.9715900000000004,-1.7319899999999997,0.3900130000000015,1.565262678571428,-2.123428333333332,0.0403356577975879,0.3940878926904501,2.0785180457333343,2.70358,3.550840087399609,3.68869101190476,-0.0328406577242041,-0.0403099999999998,-0.2094534444444442,"['flat', 'flat']","['up', 'down']","['acc_only_up', 'acc_only_down']","[['flat', 'up'], ['flat', 'down']]","['flat/up , acc_only_up', 'flat/down , acc_only_down']","['flat/up', 'flat/down']",0,0,0,0,0,1,1,0,0,accessibility_only,-51.78381,2.1283567
SLC25A22,1.03533421255558,1.05430768680259,1.01286912667916,5.77405,13.569014,4.71871,14.541335714285712,3.62491,7.1617125,5.98714,9.797137368421051,4.80575,10.060031333333333,4.8419,5.6488812500000005,1.03533421255558,1.05430768680259,1.01286912667916,-1.0553400000000002,2.3622300000000003,0.0361500000000001,0.972321714285714,2.635424868421053,-4.411150083333332,0.0004303045122566,0.0414385601234299,3.046963881900001,3.4175700000000004,13.566983207957811,7.046574951754385,-0.0018720904897016,0.0909575000000001,-0.4486226498015865,"['flat', 'flat']","['up', 'down']","['acc_only_up', 'acc_only_down']","[['flat', 'up'], ['flat', 'down']]","['flat/up , acc_only_up', 'flat/down , acc_only_down']","['flat/up', 'flat/down']",0,0,0,0,0,1,1,0,0,accessibility_only,34.72988,-2.6032014
LOC103233437,-2.11045339111262,2.37805349593334,0.954015275597486,5.29288,24.29912,9.43743,18.335566,3.62491,7.1617125,7.62,10.508896153846154,4.80575,13.4560925,7.26285,6.052375,-2.11045339111262,2.37805349593334,0.954015275597486,4.144550000000001,3.99509,2.4571000000000005,-5.963553999999999,3.347183653846153,-7.403717500000001,5.260924522880723,4.48850688704596,0.8725398390333332,1.68745,34.05763036420856,10.750901153846154,0.2553723888925087,-0.1406208333333331,-0.1200136249999997,"['up', 'down']","['flat', 'down']","['expr_only_up', 'decrease']","[['up', 'flat'], ['down', 'down']]","['up/flat , expr_only_up', 'down/down , decrease']","['up/flat', 'down/down']",0,1,0,1,0,0,0,0,0,mixed,19.95691,-12.05755
PIDD1,0.696933295315782,1.02142396810186,0.950463954015824,4.33054,13.647755454545454,5.39281,7.954408000000001,3.92698,7.045472647058823,7.07571,6.259283,3.8446,11.238054615384614,4.03491,5.110891666666666,0.696933295315782,1.02142396810186,0.950463954015824,1.0622699999999998,3.14873,0.1903100000000002,-5.693347454545453,-0.7861896470588228,-6.127162948717948,0.0291012192041882,0.324490672786078,2.3109797449333334,2.95842,8.79906490659945,5.340973301659125,0.0211275548916701,-0.0726633333333331,-0.036151291181041,"['flat', 'flat']","['up', 'down']","['acc_only_up', 'acc_only_down']","[['flat', 'up'], ['flat', 'down']]","['flat/up , acc_only_up', 'flat/down , acc_only_down']","['flat/up', 'flat/down']",0,0,0,0,0,1,1,0,0,accessibility_only,31.818752,-1.9679984
PNPLA2,-0.285821914623249,-0.50302042533502,-0.125427755288722,9.14224,10.80447181818182,11.4597,9.737017777777778,20.2391,10.011657142857144,4.89857,7.456708000000001,6.24747,7.62913,6.45586,5.514381666666666,-0.285821914623249,-0.50302042533502,-0.125427755288722,2.3174600000000005,-15.34053,0.2083900000000005,-1.067454040404041,-2.554949142857142,-2.114748333333334,0.0359129506461222,0.377592670046298,93.0036167119,17.65799,0.5838739614216076,1.4874951024531011,0.0133661799445438,-0.1757558333333337,-0.0872745244107744,"['flat', 'flat']","['down', 'up']","['acc_only_down', 'acc_only_up']","[['flat', 'down'], ['flat', 'up']]","['flat/down , acc_only_down', 'flat/up , acc_only_up']","['flat/down', 'flat/up']",0,0,0,0,0,1,1,0,0,accessibility_only,-14.792517,2.8658652
CD151,-0.89192016295601,-1.93537383488709,-2.51263293335643,3.84937,18.56752823529412,9.43743,16.178441538461538,3.02076,10.621373225806453,8.70857,11.875325909090911,5.7669,12.555024166666668,4.03491,7.33621,-0.89192016295601,-1.93537383488709,-2.51263293335643,5.5880600000000005,5.68781,-1.7319899999999997,-2.3890866968325817,1.25395268328446,-5.218814166666667,0.6747889193951822,1.62071277040042,18.107752350833337,7.419799999999999,10.529300695407237,6.472766849951127,-0.1350593975333682,-0.6100041666666659,-0.2358106224861733,"['down', 'down']","['flat', 'down']","['expr_only_down', 'decrease']","[['down', 'flat'], ['down', 'down']]","['down/flat , expr_only_down', 'down/down , decrease']","['down/flat', 'down/down']",0,1,0,0,1,0,0,0,0,mixed,-57.10323,-0.19991589
POLR2L,-0.661176378076133,-1.3637321136703,-1.95330141826568,5.77405,13.434292,7.41512,13.796617333333332,7.55189,11.720537666666669,4.89857,9.684528965517242,5.7669,13.372507826086956,5.64888,7.800833333333333,-0.661176378076133,-1.3637321136703,-1.95330141826568,1.64107,-2.65332,-0.1180199999999995,0.3623253333333309,-2.036008701149425,-5.571674492753623,0.4184606076703632,1.292125040189547,4.660654865033334,4.29439,8.91088211114641,5.9339998260869535,-0.1076770866824621,-0.1465908333333332,-0.4944999855072456,"['down', 'down']","['down', 'up']","['decrease', 'expr_down_acc_up']","[['down', 'down'], ['down', 'up']]","['down/down , decrease', 'down/up , expr_down_acc_up']","['down/down', 'down/up']",0,1,0,0,0,0,0,0,1,mixed,-52.713802,-1.6286671
