chromosome,id,x,y,z
NC_023642.1,114.0,-4.45581,-23.49388,-65.21407
NC_023642.1,115.0,-4.9513,-23.64054,-66.28249
NC_023642.1,116.0,-4.54552,-24.43313,-66.6147
NC_023642.1,117.0,-4.59668,-24.24321,-67.55903
NC_023642.1,118.0,-4.66674,-23.23364,-67.46484
NC_023642.1,119.0,-4.44873,-22.77855,-66.60097
NC_023642.1,120.0,-4.86897,-23.53533,-67.14352
NC_023642.1,121.0,-4.78085,-22.76534,-66.54248
NC_023642.1,122.0,-4.62808,-23.50614,-65.65214
NC_023642.1,123.0,-4.31496,-23.28187,-66.64745
NC_023642.1,124.0,-4.35858,-24.12034,-66.14019
NC_023642.1,125.0,-4.35613,-23.11852,-66.32746
NC_023642.1,126.0,-4.21975,-23.75037,-67.17379
NC_023642.1,127.0,-3.97757,-24.66854,-67.67461
NC_023642.1,128.0,-3.83462,-24.42175,-66.73409
NC_023642.1,129.0,-3.8307,-24.33707,-67.73823
NC_023642.1,130.0,-3.94215,-24.12426,-66.75538
NC_023642.1,131.0,-3.91619,-24.21462,-67.90226
NC_023642.1,132.0,-3.21096,-24.08307,-67.3259
NC_023642.1,133.0,-3.21969,-24.67755,-68.15609
NC_023642.1,134.0,-3.01229,-24.08993,-67.29902
NC_023642.1,135.0,-3.50962,-24.46023,-68.1716
NC_023642.1,136.0,-3.44801,-24.23941,-67.25646
NC_023642.1,137.0,-3.9142,-24.37202,-68.21726
NC_023642.1,138.0,-3.42749,-23.44278,-68.22348
NC_023642.1,139.0,-2.95472,-22.97384,-67.48171
NC_023642.1,140.0,-3.16552,-23.82168,-66.81438
NC_023642.1,141.0,-3.66578,-24.56626,-67.47641
NC_023642.1,142.0,-3.65632,-24.25779,-68.57215
NC_023642.1,143.0,-3.27419,-23.34246,-68.87534
NC_023642.1,144.0,-3.24864,-22.62963,-68.07329
NC_023642.1,145.0,-2.59887,-22.9109,-68.83195
NC_023642.1,146.0,-2.89917,-22.55181,-68.07088
NC_023642.1,147.0,-3.53802,-23.41338,-68.10246
NC_023642.1,148.0,-3.00397,-22.66241,-68.12554
NC_023642.1,149.0,-3.31798,-22.64076,-69.09869
NC_023642.1,150.0,-2.71669,-23.30441,-69.16067
NC_023642.1,151.0,-2.78474,-22.97555,-68.27912
NC_023642.1,152.0,-3.01157,-23.03932,-69.17728
NC_023642.1,153.0,-3.86323,-23.60561,-68.79069
NC_023642.1,154.0,-3.06509,-22.86385,-68.43605
NC_023642.1,155.0,-3.81766,-23.35709,-68.23572
NC_023642.1,156.0,-3.32469,-22.69012,-67.62641
NC_023642.1,157.0,-2.46165,-22.98928,-67.45773
NC_023642.1,158.0,-2.8438,-22.06121,-67.45644
NC_023642.1,159.0,-3.23384,-22.5428,-68.31398
NC_023642.1,160.0,-3.89229,-23.40899,-68.29669
NC_023642.1,161.0,-3.69638,-24.25582,-68.79336
NC_023642.1,162.0,-2.72124,-23.81304,-69.06392
NC_023642.1,163.0,-3.58504,-23.53288,-69.21355
NC_023642.1,164.0,-3.3734,-22.70314,-68.70998
NC_023642.1,165.0,-3.65925,-23.658,-68.47919
NC_023642.1,166.0,-3.25032,-24.62421,-68.63312
NC_023642.1,167.0,-2.79916,-23.66551,-69.08092
NC_023642.1,168.0,-3.19113,-24.41723,-68.61907
NC_023642.1,169.0,-2.74633,-23.60011,-68.35764
NC_023642.1,170.0,-2.73871,-23.25717,-67.35895
NC_023642.1,171.0,-2.12334,-22.76063,-67.87679
NC_023642.1,172.0,-2.38194,-22.5812,-67.0414
NC_023642.1,173.0,-3.10781,-23.29167,-66.91065
NC_023642.1,174.0,-3.05101,-24.27277,-66.5671
NC_023642.1,175.0,-3.88767,-23.99662,-67.44675
NC_023642.1,176.0,-3.94259,-24.8791,-66.9497
NC_023642.1,177.0,-3.11436,-24.28425,-66.46774
NC_023642.1,178.0,-3.89518,-24.76817,-66.2404
NC_023642.1,179.0,-3.35759,-23.77026,-66.05804
NC_023642.1,180.0,-3.87366,-23.08588,-66.77152
NC_023642.1,181.0,-4.04608,-23.2682,-65.85954
NC_023642.1,182.0,-3.65436,-24.16742,-65.8102
NC_023642.1,183.0,-2.95856,-23.24257,-66.18606
NC_023642.1,184.0,-3.28586,-24.18937,-66.17309
NC_023642.1,185.0,-2.90249,-23.47553,-65.68781
NC_023642.1,186.0,-3.78462,-23.26439,-65.77072
NC_023642.1,187.0,-3.83184,-24.18588,-65.64202
NC_023642.1,188.0,-3.48999,-23.29377,-66.01858
NC_023642.1,189.0,-3.74542,-22.73906,-66.85422
NC_023642.1,190.0,-2.88762,-22.61693,-66.41501
NC_023642.1,191.0,-3.86187,-22.76758,-66.95789
NC_023642.1,192.0,-3.19052,-23.35064,-66.57761
NC_023642.1,193.0,-3.09366,-22.48369,-67.07913
NC_023642.1,194.0,-3.92129,-23.24284,-67.23641
NC_023642.1,195.0,-3.61931,-24.09405,-66.64608
NC_023642.1,196.0,-3.82737,-23.19274,-67.10097
NC_023642.1,197.0,-3.78306,-24.21119,-66.96238
NC_023642.1,198.0,-3.68256,-24.62488,-68.06003
NC_023642.1,199.0,-3.23241,-23.66661,-68.18395
NC_023642.1,200.0,-3.24017,-22.96145,-67.50287
NC_023642.1,201.0,-3.00812,-22.34042,-66.7023
NC_023642.1,202.0,-2.74848,-22.35058,-67.76227
NC_023642.1,203.0,-2.44593,-22.16262,-66.82536
NC_023642.1,204.0,-3.20488,-22.71334,-66.87259
NC_023642.1,205.0,-2.55581,-22.56608,-66.15812
NC_023642.1,206.0,-2.84176,-22.54874,-67.04951
NC_023642.1,207.0,-3.19275,-23.28683,-66.6607
NC_023642.1,208.0,-3.00489,-22.23482,-66.88455
NC_023642.1,209.0,-2.88845,-22.76436,-67.73241
NC_023642.1,210.0,-3.2202,-23.7739,-67.58354
NC_023642.1,211.0,-3.45615,-24.26625,-68.30009
NC_023642.1,212.0,-2.9445,-24.58828,-67.57792
NC_023642.1,213.0,-2.9275,-23.94228,-66.76336
NC_023642.1,214.0,-2.59249,-23.87963,-67.68362
NC_023642.1,215.0,-3.30671,-24.46926,-67.44732
NC_023642.1,216.0,-2.7885,-23.68265,-67.76921
NC_023642.1,217.0,-2.35602,-24.11686,-67.00881
NC_023642.1,218.0,-2.68412,-24.46867,-67.92362
NC_023642.1,219.0,-1.88187,-24.09784,-67.54856
NC_023642.1,220.0,-2.88501,-24.32445,-67.28254
NC_023642.1,221.0,-2.42337,-24.1153,-68.08111
NC_023642.1,222.0,-3.18299,-24.41328,-68.74557
NC_023642.1,223.0,-2.34508,-23.93368,-68.88207
NC_023642.1,224.0,-2.9371,-24.56204,-68.37845
NC_023642.1,225.0,-2.28083,-24.35077,-68.97118
NC_023642.1,226.0,-2.33003,-24.47194,-68.04936
NC_023642.1,227.0,-2.68271,-24.66597,-68.85651
NC_023642.1,228.0,-3.07564,-23.75182,-68.83287
NC_023642.1,229.0,-2.12822,-23.96436,-69.31477
NC_023642.1,230.0,-2.89222,-24.57576,-68.49415
NC_023642.1,231.0,-2.81937,-23.978,-69.44639
NC_023642.1,232.0,-2.27327,-24.72198,-69.1422
NC_023642.1,233.0,-1.77019,-23.89112,-69.1622
NC_023642.1,234.0,-2.53911,-24.54922,-69.17644
NC_023642.1,235.0,-2.23951,-23.53541,-69.07471
NC_023642.1,236.0,-1.36876,-23.68057,-68.84193
NC_023642.1,237.0,-2.23949,-24.08452,-69.11262
NC_023642.1,238.0,-1.71883,-23.87098,-68.40526
NC_023642.1,239.0,-2.03479,-22.90003,-68.53747
NC_023642.1,240.0,-2.24042,-22.83726,-67.58894
NC_023642.1,241.0,-2.14272,-23.40812,-68.4489
NC_023642.1,242.0,-1.87901,-23.81048,-69.29483
NC_023642.1,243.0,-1.75234,-22.90592,-68.69569
NC_023642.1,244.0,-1.34113,-22.79271,-67.82611
NC_023642.1,245.0,-1.37968,-23.5956,-68.31651
NC_023642.1,246.0,-1.1901,-23.49737,-69.34901
NC_023642.1,247.0,-1.1234,-23.14172,-68.40012
NC_023642.1,248.0,-1.89862,-22.77227,-67.91097
NC_023642.1,249.0,-0.98658,-23.24864,-68.00798
NC_023642.1,250.0,-1.59356,-23.09516,-67.20278
NC_023642.1,251.0,-1.71493,-22.27415,-67.83466
NC_023642.1,252.0,-1.57359,-22.87037,-67.13109
NC_023642.1,253.0,-1.62555,-22.28626,-68.02798
NC_023642.1,254.0,-2.03283,-22.79707,-68.81461
NC_023642.1,255.0,-1.00457,-23.35831,-68.66613
NC_023642.1,256.0,-0.81184,-23.21518,-67.59528
NC_023642.1,257.0,-1.70413,-22.92453,-68.23614
NC_023642.1,258.0,-0.82233,-23.38348,-68.40912
NC_023642.1,259.0,-1.40723,-22.58544,-68.43886
NC_023642.1,260.0,-2.22795,-22.49703,-68.92451
NC_023642.1,261.0,-1.79238,-23.47972,-69.44655
NC_023642.1,262.0,-0.88032,-23.65079,-69.26668
NC_023642.1,263.0,-1.18271,-23.3231,-68.3976
NC_023642.1,264.0,-1.06554,-22.84694,-67.49369
NC_023642.1,265.0,-1.82973,-23.26314,-67.96875
NC_023642.1,266.0,-1.7764,-22.24952,-68.17162
NC_023642.1,267.0,-1.41916,-22.82143,-67.45049
NC_023642.1,268.0,-0.6578,-22.83367,-68.28541
NC_023642.1,269.0,-1.62689,-22.78017,-67.99067
NC_023642.1,270.0,-0.81627,-23.00859,-68.4682
NC_023642.1,271.0,-1.32353,-23.60061,-68.98382
NC_023642.1,272.0,-1.39456,-23.40699,-67.96482
NC_023642.1,273.0,-1.41674,-22.98259,-69.00682
NC_023642.1,274.0,-1.21819,-23.96905,-69.44277
NC_023642.1,275.0,-1.29734,-23.03231,-68.85539
NC_023642.1,276.0,-1.63978,-22.80956,-67.97407
NC_023642.1,277.0,-1.39722,-23.4365,-68.75643
NC_023642.1,278.0,-1.10982,-23.22516,-67.86533
NC_023642.1,279.0,-1.66757,-23.47627,-68.72538
NC_023642.1,280.0,-1.45677,-23.95841,-69.7083
NC_023642.1,281.0,-2.35128,-24.0426,-69.11979
NC_023642.1,282.0,-1.57374,-23.42749,-69.24535
NC_023642.1,283.0,-2.33975,-23.88041,-69.50387
NC_023642.1,284.0,-1.39608,-24.04975,-69.02423
NC_023642.1,285.0,-2.10209,-24.12333,-68.20903
NC_023642.1,286.0,-2.12284,-23.72809,-67.29594
NC_023642.1,287.0,-1.76642,-24.58754,-67.27981
NC_023642.1,288.0,-1.62614,-23.51733,-66.92466
NC_023642.1,289.0,-2.14216,-24.40871,-66.77473
NC_023642.1,290.0,-2.07499,-23.45165,-66.50728
NC_023642.1,291.0,-1.41712,-24.19191,-66.94294
NC_023642.1,292.0,-1.68074,-23.25312,-66.83923
NC_023642.1,293.0,-1.73259,-24.12275,-67.19838
NC_023642.1,294.0,-1.8073,-23.23064,-67.72656
NC_023642.1,295.0,-2.02776,-24.18373,-67.91544
NC_023642.1,296.0,-2.1213,-24.18218,-66.79203
NC_023642.1,297.0,-1.21385,-23.66819,-66.61331
NC_023642.1,298.0,-2.02149,-23.26118,-66.61808
NC_023642.1,299.0,-1.27359,-22.6356,-66.81719
NC_023642.1,300.0,-1.20567,-23.64238,-66.44956
NC_023642.1,301.0,-2.16242,-23.71934,-66.71898
NC_023642.1,302.0,-1.75843,-24.48272,-66.30704
NC_023642.1,303.0,-1.91804,-23.55599,-66.52144
NC_023642.1,304.0,-1.21816,-22.74576,-66.71143
NC_023642.1,305.0,-1.08895,-23.6475,-66.77247
NC_023642.1,306.0,-1.87227,-24.29828,-67.03049
NC_023642.1,307.0,-1.09771,-24.02382,-66.41139
NC_023642.1,308.0,-0.78714,-23.2109,-66.77309
NC_023642.1,309.0,-1.58664,-23.54774,-66.26808
NC_023642.1,310.0,-1.79422,-24.53477,-65.82737
NC_023642.1,311.0,-2.40769,-23.81883,-66.05754
NC_023642.1,312.0,-2.39975,-24.49851,-65.38467
NC_023642.1,313.0,-2.12049,-24.02519,-66.18746
NC_023642.1,314.0,-2.39964,-24.47061,-67.01455
NC_023642.1,315.0,-2.04782,-23.85557,-66.35168
NC_023642.1,316.0,-1.58073,-24.6238,-66.04143
NC_023642.1,317.0,-1.6282,-24.14143,-66.85439
NC_023642.1,318.0,-2.34642,-24.11254,-67.40934
NC_023642.1,319.0,-1.56773,-24.9227,-67.00835
NC_023642.1,320.0,-1.92259,-24.14122,-66.37928
NC_023642.1,321.0,-2.55549,-24.54096,-67.07694
NC_023642.1,322.0,-1.67118,-24.49593,-66.60391
NC_023642.1,323.0,-1.44498,-23.50103,-66.09722
NC_023642.1,324.0,-1.99659,-23.89376,-66.95102
NC_023642.1,325.0,-1.60069,-24.61881,-66.50786
NC_023642.1,326.0,-1.56576,-23.95543,-67.20529
NC_023642.1,327.0,-2.2205,-24.11166,-67.85059
NC_023642.1,328.0,-1.66508,-24.5844,-66.89936
NC_023642.1,329.0,-0.72949,-23.93403,-66.93
NC_023642.1,330.0,-0.90125,-23.93574,-67.87431
NC_023642.1,331.0,-0.566,-23.31192,-67.17054
NC_023642.1,332.0,-0.78176,-24.11932,-67.6505
NC_023642.1,333.0,-0.05299,-23.86934,-67.06273
NC_023642.1,334.0,-0.90464,-23.42489,-66.52843
NC_023642.1,335.0,-1.71637,-23.85708,-66.59486
NC_023642.1,336.0,-0.9568,-24.63344,-66.37344
NC_023642.1,337.0,-0.70487,-23.87946,-67.05636
NC_023642.1,338.0,-0.84903,-24.67729,-66.51817
NC_023642.1,339.0,-0.40569,-25.12369,-67.2155
NC_023642.1,340.0,-0.0161,-24.25579,-67.19588
NC_023642.1,341.0,-0.60104,-23.42339,-67.49571
NC_023642.1,342.0,-0.48272,-24.16346,-68.19155
NC_023642.1,343.0,-0.16979,-24.24901,-67.19925
NC_023642.1,344.0,-0.16382,-24.21727,-68.17901
NC_023642.1,345.0,-0.92981,-24.87537,-68.37064
NC_023642.1,346.0,-1.91669,-24.3202,-68.37542
NC_023642.1,347.0,-1.66445,-25.10845,-69.01993
NC_023642.1,348.0,-1.29538,-24.37736,-68.41758
NC_023642.1,349.0,-0.47508,-24.5453,-67.84358
NC_023642.1,350.0,-0.3436,-24.42985,-68.90427
NC_023642.1,351.0,-0.02012,-23.6706,-68.12634
NC_023642.1,352.0,-0.44824,-24.40767,-68.57015
NC_023642.1,353.0,-1.37346,-24.83954,-68.69192
NC_023642.1,354.0,-0.52766,-24.15027,-68.50605
NC_023642.1,355.0,-0.74247,-25.13037,-68.19226
NC_023642.1,356.0,-0.79448,-24.68631,-69.07211
NC_023642.1,357.0,-0.08018,-24.25239,-68.24258
NC_023642.1,358.0,-0.06193,-23.31087,-67.80364
NC_023642.1,359.0,-0.2791,-23.70866,-66.98866
NC_023642.1,360.0,0.3227,-24.36481,-67.31923
NC_023642.1,361.0,-0.2499,-23.56999,-67.59118
NC_023642.1,362.0,-0.10399,-23.95701,-68.45478
NC_023642.1,363.0,0.02283,-24.79866,-67.70325
NC_023642.1,364.0,0.1461,-23.9107,-67.23166
NC_023642.1,365.0,0.46321,-24.70866,-67.57146
NC_023642.1,366.0,-0.03685,-25.60725,-67.36239
NC_023642.1,367.0,0.15996,-24.90266,-68.12404
NC_023642.1,368.0,0.03052,-24.09295,-68.71846
NC_023642.1,369.0,0.13613,-24.91039,-68.18967
NC_023642.1,370.0,-0.28222,-24.71479,-67.19698
NC_023642.1,371.0,-0.49041,-24.9586,-66.24925
NC_023642.1,372.0,-0.24124,-25.4583,-67.12711
NC_023642.1,373.0,-0.80522,-25.33614,-66.2961
NC_023642.1,374.0,-0.31273,-24.40516,-66.64883
NC_023642.1,375.0,-0.46049,-25.35805,-66.58025
NC_023642.1,376.0,-0.84895,-25.28852,-67.68228
NC_023642.1,377.0,-0.96167,-24.93869,-66.6571
NC_023642.1,378.0,-2.05923,-24.80778,-66.66544
NC_023642.1,379.0,-1.1448,-24.67851,-66.43334
NC_023642.1,380.0,-0.82196,-25.22657,-67.10848
NC_023642.1,381.0,-0.94897,-25.60204,-67.97856
NC_023642.1,382.0,-1.79446,-25.01244,-67.91762
NC_023642.1,383.0,-1.30279,-25.4102,-68.65918
NC_023642.1,384.0,-0.59534,-24.96141,-69.16984
NC_023642.1,385.0,-1.48246,-24.67394,-69.27095
NC_023642.1,386.0,-1.51869,-25.10023,-68.24307
NC_023642.1,387.0,-0.8383,-24.38701,-68.19774
NC_023642.1,388.0,-0.61816,-24.65008,-67.33187
NC_023642.1,389.0,-0.12243,-25.37029,-67.04738
NC_023642.1,390.0,-0.67464,-25.68165,-67.91825
NC_023642.1,391.0,-0.27846,-25.25236,-67.02985
NC_023642.1,392.0,-0.40716,-24.28339,-67.16686
NC_023642.1,393.0,-0.26313,-25.30434,-67.23399
NC_023642.1,394.0,-0.77191,-25.05092,-66.46351
NC_023642.1,395.0,-0.91788,-25.25675,-67.43689
NC_023642.1,396.0,-0.76311,-24.42055,-67.94179
NC_023642.1,397.0,-0.15608,-24.57823,-68.90304
NC_023642.1,398.0,-0.40614,-25.30704,-68.1063
NC_023642.1,399.0,-0.80381,-25.35906,-67.12701
NC_023642.1,400.0,-0.47326,-25.6934,-67.97267
NC_023642.1,401.0,-0.90869,-25.76791,-68.83804
NC_023642.1,402.0,-0.98739,-24.98347,-69.34215
NC_023642.1,403.0,-0.95944,-25.78208,-68.68104
NC_023642.1,404.0,-0.49598,-25.05014,-68.20399
NC_023642.1,405.0,-0.97724,-25.99768,-68.93258
NC_023642.1,406.0,-0.42888,-25.39724,-68.38737
NC_023642.1,407.0,-1.00614,-25.48356,-69.23916
NC_023642.1,408.0,-0.87081,-24.60053,-68.92214
NC_023642.1,409.0,-1.39378,-25.0575,-69.51151
NC_023642.1,410.0,-1.04693,-25.61029,-68.50874
NC_023642.1,411.0,-1.57784,-24.98745,-69.19296
NC_023642.1,412.0,-0.62801,-25.16525,-68.89224
NC_023642.1,413.0,-0.55332,-25.84951,-68.1114
NC_023642.1,414.0,-1.34317,-25.36831,-68.48568
NC_023642.1,415.0,-0.41335,-25.71714,-68.41358
NC_023642.1,416.0,-1.20164,-25.41033,-69.11609
NC_023642.1,417.0,-1.30801,-24.90484,-68.2806
NC_023642.1,418.0,-1.27543,-25.28325,-69.30182
NC_023642.1,419.0,-0.77417,-24.77489,-68.66659
NC_023642.1,420.0,-1.23488,-25.57844,-68.65435
NC_023642.1,421.0,-0.6055,-25.82786,-67.8063
NC_023642.1,422.0,-0.84075,-25.62412,-66.8676
NC_023642.1,423.0,-1.60608,-25.18129,-67.45816
NC_023642.1,424.0,-2.2093,-25.57729,-68.25838
NC_023642.1,425.0,-2.30626,-24.76123,-68.75934
NC_023642.1,426.0,-1.80831,-25.44035,-68.29876
NC_023642.1,427.0,-1.91294,-24.48716,-67.96106
NC_023642.1,428.0,-1.67618,-24.95026,-68.87135
NC_023642.1,429.0,-2.3994,-24.5968,-68.2369
NC_023642.1,430.0,-2.09482,-25.48477,-68.59716
NC_023642.1,431.0,-2.59925,-24.89283,-67.9955
NC_023642.1,432.0,-1.96834,-25.16756,-68.72145
NC_023642.1,433.0,-2.94013,-25.31078,-68.49027
NC_023642.1,434.0,-1.9325,-25.70436,-68.19191
NC_023642.1,435.0,-2.42507,-25.28463,-68.93128
NC_023642.1,436.0,-1.82099,-24.56389,-68.24587
NC_023642.1,437.0,-2.64976,-25.24785,-68.74771
NC_023642.1,438.0,-1.64716,-25.31701,-69.26648
NC_023642.1,439.0,-2.39211,-25.01079,-68.70093
NC_023642.1,440.0,-2.11273,-25.69087,-69.35949
NC_023642.1,441.0,-2.65264,-25.09734,-68.41265
NC_023642.1,442.0,-2.01449,-25.69049,-68.7956
NC_023642.1,443.0,-2.40159,-24.99843,-69.3132
NC_023642.1,444.0,-2.54966,-25.35244,-68.36742
NC_023642.1,445.0,-1.8271,-24.82256,-67.85252
NC_023642.1,446.0,-2.56219,-25.16666,-67.33128
NC_023642.1,447.0,-1.71683,-25.50388,-66.95659
NC_023642.1,448.0,-2.21766,-25.30215,-67.8041
NC_023642.1,449.0,-1.49021,-25.55006,-67.13718
NC_023642.1,450.0,-2.17167,-24.94405,-67.01896
NC_023642.1,451.0,-2.92546,-25.23895,-67.47842
NC_023642.1,452.0,-2.52197,-25.23721,-66.50988
NC_023642.1,453.0,-1.7408,-25.80993,-66.61629
NC_023642.1,454.0,-2.50368,-25.59834,-67.44006
NC_023642.1,455.0,-2.91059,-25.3421,-66.33724
NC_023642.1,456.0,-2.78542,-25.02858,-67.24847
NC_023642.1,457.0,-2.55554,-25.16331,-66.25603
NC_023642.1,458.0,-1.69651,-25.54086,-66.40882
NC_023642.1,459.0,-2.53077,-25.24649,-66.80283
NC_023642.1,460.0,-1.66143,-25.7164,-66.67952
NC_023642.1,461.0,-2.15907,-25.13589,-67.30301
NC_023642.1,462.0,-2.99211,-25.6844,-67.11721
NC_023642.1,463.0,-2.31965,-25.31043,-66.31281
NC_023642.1,464.0,-3.25574,-25.24338,-66.89256
NC_023642.1,465.0,-2.5277,-25.22525,-66.25005
NC_023642.1,466.0,-3.34811,-25.47105,-66.94897
