chromosome,id,x,y,z
NC_023642.1,61.0,39.76438,66.47886,-28.19079
NC_023642.1,62.0,40.32025,67.20409,-28.5032
NC_023642.1,63.0,40.24658,67.03102,-29.46094
NC_023642.1,64.0,41.17325,67.41002,-29.56881
NC_023642.1,65.0,40.44982,67.05168,-30.19245
NC_023642.1,66.0,41.11354,67.40208,-29.55001
NC_023642.1,67.0,40.49733,66.84455,-29.00973
NC_023642.1,68.0,41.07466,67.60293,-28.81567
NC_023642.1,69.0,40.89107,67.14168,-27.78558
NC_023642.1,70.0,41.44984,67.15132,-28.64363
NC_023642.1,71.0,40.86468,66.73266,-27.97477
NC_023642.1,72.0,41.44845,66.83438,-28.87141
NC_023642.1,73.0,41.68426,67.09372,-27.92585
NC_023642.1,74.0,41.07556,66.71609,-28.67573
NC_023642.1,75.0,41.34189,66.95115,-29.71721
NC_023642.1,76.0,41.70209,66.53862,-28.78865
NC_023642.1,77.0,41.62845,65.84311,-28.02628
NC_023642.1,78.0,40.78836,65.9064,-27.6407
NC_023642.1,79.0,40.02094,66.66651,-27.61834
NC_023642.1,80.0,40.47851,65.8018,-27.83403
NC_023642.1,81.0,41.08717,66.59826,-27.9492
NC_023642.1,82.0,40.3197,65.83407,-27.66805
NC_023642.1,83.0,40.99527,65.18644,-27.84166
NC_023642.1,84.0,41.11779,65.77834,-28.59303
NC_023642.1,85.0,41.67557,65.88159,-29.3085
NC_023642.1,86.0,41.34438,65.04427,-28.92093
NC_023642.1,87.0,41.63892,65.43184,-29.90015
NC_023642.1,88.0,41.43836,66.44581,-29.93571
NC_023642.1,89.0,41.11388,65.99395,-30.70869
NC_023642.1,90.0,41.32689,65.69273,-29.71733
NC_023642.1,91.0,40.71534,65.09302,-29.33822
NC_023642.1,92.0,40.33229,64.72426,-28.46139
NC_023642.1,93.0,40.31451,65.17907,-29.3247
NC_023642.1,94.0,40.06565,65.03448,-28.34233
NC_023642.1,95.0,39.90387,66.05672,-28.46765
NC_023642.1,96.0,39.78441,66.41468,-29.4201
NC_023642.1,97.0,39.93043,67.49497,-28.98992
NC_023642.1,98.0,39.71568,66.85507,-29.72287
NC_023642.1,99.0,40.33509,66.10715,-29.91591
NC_023642.1,100.0,40.04992,65.36169,-29.3971
NC_023642.1,101.0,39.64896,65.27184,-28.54121
NC_023642.1,102.0,39.07602,65.93007,-28.09552
NC_023642.1,103.0,39.20099,65.12592,-28.67977
NC_023642.1,104.0,39.19231,65.87257,-27.86003
NC_023642.1,105.0,39.43347,65.34347,-28.65824
NC_023642.1,106.0,39.24225,65.17962,-29.62016
NC_023642.1,107.0,39.7793,66.01703,-29.93183
NC_023642.1,108.0,39.6289,66.52976,-30.77761
NC_023642.1,109.0,39.35304,66.97616,-29.99441
NC_023642.1,110.0,40.02678,66.45712,-30.4483
NC_023642.1,111.0,40.11423,65.61378,-29.98509
NC_023642.1,112.0,40.39252,66.40275,-29.36336
NC_023642.1,113.0,40.64399,66.32181,-30.3248
NC_023642.1,114.0,39.7602,66.73523,-30.31593
NC_023642.1,115.0,39.61138,67.00717,-29.37752
NC_023642.1,116.0,39.38032,66.94603,-30.36917
NC_023642.1,117.0,38.75114,66.76147,-29.56982
NC_023642.1,118.0,38.66124,66.01171,-29.00616
NC_023642.1,119.0,38.89469,65.07804,-29.1574
NC_023642.1,120.0,38.60784,65.12185,-30.12162
NC_023642.1,121.0,39.52463,65.63287,-30.33264
NC_023642.1,122.0,39.06362,66.17359,-29.5914
NC_023642.1,123.0,38.88271,66.89754,-28.97545
NC_023642.1,124.0,38.7593,67.05375,-29.9461
NC_023642.1,125.0,38.98744,66.2944,-30.53692
NC_023642.1,126.0,38.85354,67.12192,-30.12903
NC_023642.1,127.0,38.35729,66.3055,-30.49156
NC_023642.1,128.0,38.36175,67.24239,-30.05926
NC_023642.1,129.0,37.61411,67.56947,-29.51237
NC_023642.1,130.0,38.45414,66.9486,-29.63474
NC_023642.1,131.0,38.61234,66.65374,-30.63046
NC_023642.1,132.0,37.66327,66.82965,-30.68164
NC_023642.1,133.0,37.97759,67.55567,-31.2209
NC_023642.1,134.0,37.62689,66.6078,-30.60948
NC_023642.1,135.0,37.762,67.39734,-31.29808
NC_023642.1,136.0,37.47612,67.74136,-30.32412
NC_023642.1,137.0,37.74967,67.77813,-31.33401
NC_023642.1,138.0,37.65793,66.90635,-30.88897
NC_023642.1,139.0,38.05214,67.69355,-30.37819
NC_023642.1,140.0,38.58505,67.3063,-31.05242
NC_023642.1,141.0,37.75334,66.72051,-30.79606
NC_023642.1,142.0,37.50557,67.63024,-30.36966
NC_023642.1,143.0,37.00471,67.95976,-29.59057
NC_023642.1,144.0,37.5869,68.57958,-30.08631
NC_023642.1,145.0,37.18355,68.14972,-28.99838
NC_023642.1,146.0,37.10873,68.37971,-29.94789
NC_023642.1,147.0,36.51623,67.72846,-29.30926
NC_023642.1,148.0,37.28897,68.36969,-29.19176
NC_023642.1,149.0,36.72816,68.74106,-29.958
NC_023642.1,150.0,37.10452,68.44191,-30.93941
NC_023642.1,151.0,37.31719,68.85016,-30.05038
NC_023642.1,152.0,37.21483,68.96386,-30.9853
NC_023642.1,153.0,37.31309,68.13383,-31.57895
NC_023642.1,154.0,37.6438,68.56762,-30.51856
NC_023642.1,155.0,38.30935,67.78108,-30.68119
NC_023642.1,156.0,38.5634,66.75346,-30.83553
NC_023642.1,157.0,38.13227,67.45162,-31.34666
NC_023642.1,158.0,38.63901,67.92764,-30.65411
NC_023642.1,159.0,38.19049,67.87314,-31.5162
NC_023642.1,160.0,38.09508,67.90184,-30.52955
NC_023642.1,161.0,37.55042,68.44855,-31.21833
NC_023642.1,162.0,36.92915,68.77269,-30.48822
NC_023642.1,163.0,37.47531,68.2101,-29.88916
NC_023642.1,164.0,37.90253,68.32972,-30.70013
NC_023642.1,165.0,37.08277,67.70011,-31.00488
NC_023642.1,166.0,37.70374,66.90436,-30.92987
NC_023642.1,167.0,37.18587,67.64951,-31.31407
NC_023642.1,168.0,37.32176,66.78559,-30.80729
NC_023642.1,169.0,36.70784,67.26149,-30.15483
NC_023642.1,170.0,36.57384,67.82913,-29.37554
NC_023642.1,171.0,36.4698,67.20262,-30.14818
NC_023642.1,172.0,36.44024,67.02368,-29.22804
NC_023642.1,173.0,36.87729,66.20455,-29.53773
NC_023642.1,174.0,37.60384,65.80009,-30.09801
NC_023642.1,175.0,37.19643,66.22667,-29.29158
NC_023642.1,176.0,37.89429,65.63901,-29.75425
NC_023642.1,177.0,38.34788,65.3963,-30.5001
NC_023642.1,178.0,38.66059,66.36664,-30.88116
NC_023642.1,179.0,38.70786,66.2123,-29.9045
NC_023642.1,180.0,38.27849,65.74331,-29.12268
NC_023642.1,181.0,38.04924,66.45117,-28.532
NC_023642.1,182.0,38.47013,65.79672,-29.32464
NC_023642.1,183.0,38.03706,65.5977,-30.13426
NC_023642.1,184.0,37.82398,66.08056,-29.15908
NC_023642.1,185.0,38.07673,66.41403,-28.23549
NC_023642.1,186.0,37.94723,65.48648,-28.39894
NC_023642.1,187.0,38.15145,66.37548,-28.025
NC_023642.1,188.0,38.20144,65.68745,-28.73459
NC_023642.1,189.0,38.26419,66.05639,-29.65051
NC_023642.1,190.0,38.97279,65.94328,-30.37279
NC_023642.1,191.0,38.35598,65.26084,-30.57589
NC_023642.1,192.0,37.84342,65.95653,-30.18781
NC_023642.1,193.0,37.59842,65.26976,-29.46481
NC_023642.1,194.0,37.14414,65.82909,-28.84111
NC_023642.1,195.0,37.22033,66.77669,-28.91368
NC_023642.1,196.0,37.98104,66.53742,-29.48571
NC_023642.1,197.0,37.3005,67.18249,-29.15485
NC_023642.1,198.0,37.80184,67.48488,-29.87142
NC_023642.1,199.0,37.57664,66.64796,-29.58066
NC_023642.1,200.0,37.47939,66.95301,-28.61497
NC_023642.1,201.0,36.84293,66.31188,-28.41551
NC_023642.1,202.0,37.31903,66.47678,-29.23095
NC_023642.1,203.0,36.7906,66.98752,-28.43907
NC_023642.1,204.0,37.49046,67.16936,-29.23782
NC_023642.1,205.0,37.08881,66.9665,-28.40126
NC_023642.1,206.0,36.80547,67.47875,-29.15687
NC_023642.1,207.0,36.80838,66.56898,-28.7628
NC_023642.1,208.0,37.25079,66.15815,-29.47796
NC_023642.1,209.0,37.63535,67.10442,-29.55115
NC_023642.1,210.0,36.89245,67.2587,-30.15628
NC_023642.1,211.0,37.49512,67.41451,-29.49743
NC_023642.1,212.0,37.056,66.39028,-29.83974
NC_023642.1,213.0,36.58982,67.22872,-30.27002
NC_023642.1,214.0,37.27072,66.58827,-30.02496
NC_023642.1,215.0,36.18545,66.88486,-30.27881
NC_023642.1,216.0,36.80048,66.17121,-30.69946
NC_023642.1,217.0,36.49425,65.94945,-29.79702
NC_023642.1,218.0,36.32646,66.72158,-30.31118
NC_023642.1,219.0,37.08439,66.64108,-30.95833
NC_023642.1,220.0,36.7956,66.15776,-29.98807
NC_023642.1,221.0,36.96329,66.67272,-30.9223
NC_023642.1,222.0,37.4276,67.62516,-30.9563
NC_023642.1,223.0,36.67575,67.82498,-31.44551
NC_023642.1,224.0,36.88081,66.87818,-30.93112
NC_023642.1,225.0,36.71157,67.84599,-30.86731
NC_023642.1,226.0,37.11918,66.94292,-30.92714
NC_023642.1,227.0,36.58635,67.79632,-31.41632
NC_023642.1,228.0,36.40706,68.42144,-30.64433
NC_023642.1,229.0,35.92851,67.52402,-30.76495
NC_023642.1,230.0,36.10573,67.83464,-31.72376
NC_023642.1,231.0,36.16323,68.43108,-30.66564
NC_023642.1,232.0,36.7147,67.56401,-30.90468
NC_023642.1,233.0,36.06897,67.93152,-31.58161
NC_023642.1,234.0,35.30664,68.11462,-31.02362
NC_023642.1,235.0,35.86138,68.0987,-30.26034
NC_023642.1,236.0,36.17142,68.17249,-31.15625
NC_023642.1,237.0,36.15774,67.22988,-31.01922
NC_023642.1,238.0,36.16923,66.865,-30.08838
NC_023642.1,239.0,35.88616,67.82084,-30.08164
NC_023642.1,240.0,36.17113,67.28966,-30.96526
NC_023642.1,241.0,35.26248,67.71319,-31.15924
NC_023642.1,242.0,35.42253,68.5527,-30.6368
NC_023642.1,243.0,35.43387,67.9143,-31.40664
NC_023642.1,244.0,35.88195,68.67997,-30.96557
NC_023642.1,245.0,36.03573,67.69141,-31.11301
NC_023642.1,246.0,35.27295,68.31304,-30.88687
NC_023642.1,247.0,35.70063,68.15125,-31.74888
NC_023642.1,248.0,34.90999,67.83553,-30.9468
NC_023642.1,249.0,35.67707,67.96941,-30.26012
NC_023642.1,250.0,36.23876,67.32287,-29.77982
NC_023642.1,251.0,35.90243,67.06023,-28.82217
NC_023642.1,252.0,35.37284,66.5826,-29.53008
NC_023642.1,253.0,35.0418,67.4441,-29.11372
NC_023642.1,254.0,35.21793,66.67513,-29.6676
NC_023642.1,255.0,34.4182,67.2729,-29.95284
NC_023642.1,256.0,35.26676,66.85762,-29.74964
NC_023642.1,257.0,36.12863,67.31006,-29.50413
NC_023642.1,258.0,35.13312,67.54895,-29.37068
NC_023642.1,259.0,35.64259,68.40211,-29.4943
NC_023642.1,260.0,35.86292,67.78766,-28.57393
NC_023642.1,261.0,35.55362,67.92099,-29.50331
NC_023642.1,262.0,34.91301,68.26671,-30.13996
NC_023642.1,263.0,34.33258,67.54882,-30.58627
NC_023642.1,264.0,34.5788,67.01556,-29.69601
NC_023642.1,265.0,35.27537,67.05883,-28.8206
NC_023642.1,266.0,35.68816,67.98839,-28.85466
NC_023642.1,267.0,35.57969,67.06053,-28.947
NC_023642.1,268.0,35.96705,67.94925,-29.18915
NC_023642.1,269.0,35.3299,67.85738,-29.86285
NC_023642.1,270.0,34.49602,67.28836,-29.92644
NC_023642.1,271.0,34.52704,67.66328,-30.84112
NC_023642.1,272.0,34.87343,67.33167,-29.82786
NC_023642.1,273.0,34.57204,67.4292,-30.79074
NC_023642.1,274.0,35.07068,67.79735,-30.08593
NC_023642.1,275.0,34.36958,67.55713,-30.69753
NC_023642.1,276.0,35.22159,66.9526,-30.59768
NC_023642.1,277.0,34.49233,67.5385,-30.7596
NC_023642.1,278.0,35.18794,67.44839,-29.94825
NC_023642.1,279.0,35.86006,68.23043,-30.08043
NC_023642.1,280.0,35.06664,67.65161,-30.42343
NC_023642.1,281.0,35.26793,66.80951,-30.99462
NC_023642.1,282.0,36.16887,67.29459,-31.1274
NC_023642.1,283.0,35.42742,67.84667,-31.47898
NC_023642.1,284.0,35.38743,67.11464,-30.87819
NC_023642.1,285.0,36.15681,66.61856,-31.25314
NC_023642.1,286.0,36.78731,65.92576,-30.64308
NC_023642.1,287.0,35.89187,66.30894,-30.63255
NC_023642.1,288.0,36.70045,66.51038,-31.05904
NC_023642.1,289.0,36.78296,66.09373,-30.18997
NC_023642.1,290.0,36.18403,66.11255,-29.42902
NC_023642.1,291.0,35.34763,66.2206,-29.81813
NC_023642.1,292.0,36.14772,66.06024,-29.18301
NC_023642.1,293.0,35.45613,66.21929,-29.7141
NC_023642.1,294.0,36.25722,65.76523,-30.44839
NC_023642.1,295.0,35.58712,66.13052,-29.92117
NC_023642.1,296.0,36.39523,66.05483,-30.60862
NC_023642.1,297.0,36.2817,65.98385,-29.61914
NC_023642.1,298.0,35.30165,65.80631,-29.78997
NC_023642.1,299.0,35.61053,66.43107,-29.00775
NC_023642.1,300.0,35.95205,65.58323,-29.29532
NC_023642.1,301.0,35.02818,65.84191,-29.25427
NC_023642.1,302.0,35.86197,65.42377,-29.51522
NC_023642.1,303.0,34.90819,65.48467,-29.37574
NC_023642.1,304.0,35.46587,65.07991,-30.03411
NC_023642.1,305.0,35.88282,65.4724,-30.78583
NC_023642.1,306.0,35.93056,66.11346,-29.94383
NC_023642.1,307.0,35.19939,65.23608,-29.41728
NC_023642.1,308.0,35.7854,65.90219,-29.01168
NC_023642.1,309.0,36.42107,65.20875,-29.68394
NC_023642.1,310.0,37.18313,64.69218,-30.11802
NC_023642.1,311.0,36.57432,64.62111,-29.39618
NC_023642.1,312.0,37.51283,64.52201,-30.01355
NC_023642.1,313.0,36.83414,64.96721,-30.44496
NC_023642.1,314.0,36.27084,65.86886,-30.87464
NC_023642.1,315.0,36.87771,65.22408,-30.45691
NC_023642.1,316.0,36.36481,64.92076,-29.69952
NC_023642.1,317.0,36.74582,65.56496,-30.58735
NC_023642.1,318.0,36.0564,66.2612,-30.82375
NC_023642.1,319.0,36.8123,65.75479,-30.66673
NC_023642.1,320.0,36.50383,65.00166,-30.11473
NC_023642.1,321.0,36.1882,65.42112,-30.9952
NC_023642.1,322.0,36.62611,64.59056,-30.5429
NC_023642.1,323.0,36.49082,65.64485,-30.86514
NC_023642.1,324.0,36.29485,64.8293,-30.35889
NC_023642.1,325.0,35.43462,64.82015,-30.80357
NC_023642.1,326.0,36.11542,65.61777,-30.97523
NC_023642.1,327.0,35.46925,66.52321,-31.0179
NC_023642.1,328.0,36.0439,65.73216,-30.93882
NC_023642.1,329.0,35.7364,64.72576,-30.89722
NC_023642.1,330.0,36.27615,65.54231,-30.96938
NC_023642.1,331.0,36.00157,64.52699,-31.18344
NC_023642.1,332.0,34.98301,64.40217,-31.0018
NC_023642.1,333.0,34.51673,65.0165,-30.1658
NC_023642.1,334.0,35.32608,64.49692,-30.21776
NC_023642.1,335.0,35.84423,64.77054,-31.09931
NC_023642.1,336.0,35.30311,64.94898,-30.2155
NC_023642.1,337.0,34.86842,65.86718,-30.18109
NC_023642.1,338.0,34.84213,64.84361,-30.07967
NC_023642.1,339.0,34.747,65.79378,-30.32046
NC_023642.1,340.0,34.36434,66.25057,-31.29093
NC_023642.1,341.0,34.39241,66.25756,-30.3394
NC_023642.1,342.0,35.26615,65.9314,-30.69545
NC_023642.1,343.0,34.54036,65.28863,-30.64832
NC_023642.1,344.0,34.35148,66.33478,-30.61413
NC_023642.1,345.0,35.16344,66.31797,-31.36901
NC_023642.1,346.0,35.82754,65.84902,-30.73539
NC_023642.1,347.0,35.23209,66.71488,-30.72452
NC_023642.1,348.0,35.85884,66.61157,-31.51042
NC_023642.1,349.0,35.22,66.6138,-30.74332
NC_023642.1,350.0,34.25007,66.44607,-30.73271
NC_023642.1,351.0,34.58577,66.74835,-31.60357
NC_023642.1,352.0,34.70105,65.87309,-31.09658
NC_023642.1,353.0,35.29343,66.7689,-30.97854
NC_023642.1,354.0,35.01933,65.82988,-31.06945
NC_023642.1,355.0,34.27906,66.50825,-31.24133
NC_023642.1,356.0,34.54866,65.58192,-31.29151
NC_023642.1,357.0,33.95816,66.39407,-31.35858
NC_023642.1,358.0,33.50129,65.48377,-31.61991
NC_023642.1,359.0,33.9331,66.30972,-31.1702
NC_023642.1,360.0,34.5066,65.95913,-30.31448
NC_023642.1,361.0,33.92408,65.51502,-30.9413
NC_023642.1,362.0,33.86666,66.41882,-30.52829
NC_023642.1,363.0,34.15006,65.42282,-30.71027
NC_023642.1,364.0,34.28857,64.64872,-31.44326
NC_023642.1,365.0,35.15347,64.47896,-31.86897
NC_023642.1,366.0,34.23191,64.93758,-32.00037
NC_023642.1,367.0,33.8009,65.89489,-31.9874
NC_023642.1,368.0,34.05998,66.63278,-31.2113
NC_023642.1,369.0,34.60886,66.26694,-32.03585
NC_023642.1,370.0,34.15854,66.25697,-31.11857
NC_023642.1,371.0,34.16009,65.20983,-31.08049
NC_023642.1,372.0,34.9603,64.54092,-31.57058
NC_023642.1,373.0,35.94695,64.49051,-31.11326
NC_023642.1,374.0,35.07746,64.30105,-31.62808
NC_023642.1,375.0,34.45374,65.07487,-31.33822
NC_023642.1,376.0,35.35852,64.5874,-31.4663
NC_023642.1,377.0,35.9424,65.25669,-31.97863
NC_023642.1,378.0,35.80199,64.33756,-31.67734
NC_023642.1,379.0,35.61236,65.27113,-31.62139
NC_023642.1,380.0,34.7316,65.44639,-32.21626
NC_023642.1,381.0,35.01264,66.4312,-32.1623
NC_023642.1,382.0,35.16674,66.7841,-31.17662
NC_023642.1,383.0,35.47634,66.91899,-32.14936
NC_023642.1,384.0,34.56618,67.12213,-31.79226
NC_023642.1,385.0,34.93513,66.67903,-32.57978
NC_023642.1,386.0,35.51027,66.93503,-31.88463
NC_023642.1,387.0,35.66078,66.00891,-31.59905
NC_023642.1,388.0,35.42589,65.9399,-32.68989
NC_023642.1,389.0,35.29755,64.97711,-32.49209
NC_023642.1,390.0,35.86139,64.77212,-31.61387
NC_023642.1,391.0,35.28986,65.10537,-32.39588
NC_023642.1,392.0,35.3811,65.7374,-33.11752
NC_023642.1,393.0,34.50189,66.38977,-33.0274
NC_023642.1,394.0,35.23774,65.68515,-32.75271
NC_023642.1,395.0,34.36228,66.02789,-32.37151
NC_023642.1,396.0,34.43185,65.20404,-31.85741
NC_023642.1,397.0,34.47437,65.77417,-32.65396
NC_023642.1,398.0,34.80688,64.90618,-32.6106
NC_023642.1,399.0,34.77946,65.95309,-32.65314
NC_023642.1,400.0,34.31297,66.83976,-32.96988
NC_023642.1,401.0,34.31619,67.05406,-31.97953
NC_023642.1,402.0,34.71204,67.22612,-32.8656
NC_023642.1,403.0,34.49814,67.62661,-31.95845
NC_023642.1,404.0,35.32809,67.39661,-32.46524
NC_023642.1,405.0,34.65926,67.186,-31.74151
NC_023642.1,406.0,34.35275,66.64879,-32.56117
NC_023642.1,407.0,35.23306,66.67953,-33.01902
NC_023642.1,408.0,35.29676,67.21662,-32.16532
NC_023642.1,409.0,35.38915,67.03756,-33.22293
NC_023642.1,410.0,35.06859,66.99788,-32.26862
NC_023642.1,411.0,34.59603,66.07334,-32.43196
NC_023642.1,412.0,35.07577,65.4576,-33.18867
NC_023642.1,413.0,34.55756,65.20148,-32.41485
NC_023642.1,414.0,35.5862,65.4106,-32.29877
NC_023642.1,415.0,35.40157,66.09727,-33.14282
NC_023642.1,416.0,35.43019,67.1303,-33.04887
NC_023642.1,417.0,35.63997,66.16884,-33.21641
NC_023642.1,418.0,36.02755,65.87821,-32.23093
NC_023642.1,419.0,35.11481,65.5705,-32.32895
NC_023642.1,420.0,35.8976,65.12653,-31.93979
NC_023642.1,421.0,35.07958,65.02096,-32.71598
NC_023642.1,422.0,35.68093,64.88015,-31.90995
NC_023642.1,423.0,35.50561,65.83174,-31.80004
NC_023642.1,424.0,36.02236,66.59942,-32.08077
NC_023642.1,425.0,36.79009,66.55193,-31.58196
NC_023642.1,426.0,36.16776,66.02036,-32.08929
NC_023642.1,427.0,35.97937,66.95408,-32.01335
NC_023642.1,428.0,36.68296,66.32598,-31.80499
NC_023642.1,429.0,36.15575,67.0184,-31.79923
NC_023642.1,430.0,36.04071,66.11005,-32.19406
NC_023642.1,431.0,36.25814,67.03389,-32.15089
NC_023642.1,432.0,36.83513,66.60449,-31.59466
NC_023642.1,433.0,36.96263,67.29253,-32.36933
NC_023642.1,434.0,36.19329,67.29087,-32.93889
NC_023642.1,435.0,36.56405,66.82341,-32.05609
NC_023642.1,436.0,36.08114,67.40784,-32.80003
NC_023642.1,437.0,36.688,67.4508,-32.06883
NC_023642.1,438.0,36.37366,66.85202,-32.82315
NC_023642.1,439.0,36.47737,67.71971,-32.40546
NC_023642.1,440.0,36.35015,66.98923,-33.02483
NC_023642.1,441.0,36.44435,67.40093,-32.10725
NC_023642.1,442.0,36.03305,67.13249,-32.94567
NC_023642.1,443.0,36.47631,67.41075,-32.13144
NC_023642.1,444.0,36.2701,66.37071,-31.91177
NC_023642.1,445.0,36.00627,67.13864,-32.5395
NC_023642.1,446.0,36.26925,66.31771,-31.91166
NC_023642.1,447.0,37.19403,66.76194,-32.02445
NC_023642.1,448.0,36.42427,67.13285,-32.47238
NC_023642.1,449.0,35.93258,66.30775,-32.39043
NC_023642.1,450.0,36.5952,65.67436,-31.96715
NC_023642.1,451.0,37.23973,65.02078,-32.45218
NC_023642.1,452.0,36.54951,65.60968,-32.01599
NC_023642.1,453.0,37.2541,64.95051,-32.14627
NC_023642.1,454.0,36.90566,65.80837,-31.83691
NC_023642.1,455.0,36.80154,66.31678,-32.74847
NC_023642.1,456.0,37.19385,65.90848,-31.78712
NC_023642.1,457.0,36.8379,65.02022,-31.64735
NC_023642.1,458.0,37.65519,65.39536,-31.35825
NC_023642.1,459.0,36.94538,65.00345,-31.84336
NC_023642.1,460.0,37.61617,65.73731,-31.34433
NC_023642.1,461.0,37.36109,66.79034,-31.92023
NC_023642.1,462.0,38.29331,66.59425,-32.31433
NC_023642.1,463.0,37.78467,66.0961,-31.55059
NC_023642.1,464.0,37.60679,65.19154,-31.19253
NC_023642.1,465.0,37.85411,66.03465,-31.8253
NC_023642.1,466.0,37.68925,65.33464,-31.20165
NC_023642.1,467.0,37.78563,66.16608,-31.77995
NC_023642.1,468.0,37.39671,67.01321,-32.13996
NC_023642.1,469.0,38.03026,66.32134,-31.67466
NC_023642.1,470.0,37.61687,65.48012,-31.57987
NC_023642.1,471.0,36.71518,65.91562,-31.96665
NC_023642.1,472.0,37.12863,66.74301,-32.13591
NC_023642.1,473.0,38.11753,66.48144,-31.85199
NC_023642.1,474.0,37.47408,65.71633,-31.54593
NC_023642.1,475.0,38.01017,65.31503,-32.34247
NC_023642.1,476.0,38.09276,65.78006,-31.49197
NC_023642.1,477.0,37.65074,64.94292,-31.29027
NC_023642.1,478.0,37.03634,64.50873,-32.02751
NC_023642.1,479.0,37.4023,64.53595,-31.05168
NC_023642.1,480.0,37.81046,64.52397,-32.05823
NC_023642.1,481.0,37.02024,64.96738,-31.47302
NC_023642.1,482.0,37.13938,64.17934,-32.12724
NC_023642.1,483.0,36.87231,64.98644,-31.7261
NC_023642.1,484.0,36.62867,64.23629,-32.30836
NC_023642.1,485.0,36.25243,64.81314,-33.07508
NC_023642.1,486.0,36.24462,64.65319,-32.10864
NC_023642.1,487.0,37.19296,64.68393,-32.12004
NC_023642.1,488.0,36.46534,64.65741,-32.82346
NC_023642.1,489.0,36.04717,65.2784,-33.55228
NC_023642.1,490.0,36.84626,65.62151,-33.14268
NC_023642.1,491.0,36.37019,64.81043,-32.8083
NC_023642.1,492.0,35.93348,65.1518,-33.62481
NC_023642.1,493.0,36.14813,64.59458,-32.81558
NC_023642.1,494.0,36.27357,65.41551,-33.47119
NC_023642.1,495.0,37.08455,65.98763,-33.1426
NC_023642.1,496.0,36.41529,65.30456,-33.37394
NC_023642.1,497.0,36.04236,64.39941,-32.95343
NC_023642.1,498.0,36.35377,65.3012,-33.02179
NC_023642.1,499.0,36.4539,65.87735,-33.789
