chromosome,id,x,y,z
NC_023642.1,157.0,10.98184,-67.15509,27.7174
NC_023642.1,158.0,11.90645,-67.14525,27.41717
NC_023642.1,159.0,12.52736,-67.92237,27.13089
NC_023642.1,160.0,11.70632,-67.47619,26.83292
NC_023642.1,161.0,10.87994,-67.36698,27.53308
NC_023642.1,162.0,11.33673,-67.12323,28.50459
NC_023642.1,163.0,10.59397,-67.37891,27.81548
NC_023642.1,164.0,11.32985,-66.94342,28.28481
NC_023642.1,165.0,11.9498,-67.77416,28.04176
NC_023642.1,166.0,10.91315,-67.77239,27.75729
NC_023642.1,167.0,11.93978,-68.01233,27.49641
NC_023642.1,168.0,11.44957,-67.51829,28.22591
NC_023642.1,169.0,11.71367,-68.31899,27.56448
NC_023642.1,170.0,12.04996,-68.20945,26.47211
NC_023642.1,171.0,11.98857,-68.82495,27.15509
NC_023642.1,172.0,12.51512,-68.08002,26.81078
NC_023642.1,173.0,12.52242,-68.10697,25.76785
NC_023642.1,174.0,11.68467,-68.71265,25.7286
NC_023642.1,175.0,12.43532,-68.04577,26.14015
NC_023642.1,176.0,11.76512,-67.99914,25.35058
NC_023642.1,177.0,10.88311,-67.55709,25.17776
NC_023642.1,178.0,9.97365,-67.57689,25.64846
NC_023642.1,179.0,10.54216,-67.93831,24.89387
NC_023642.1,180.0,11.48242,-67.49347,25.05863
NC_023642.1,181.0,12.36807,-68.01573,25.20063
NC_023642.1,182.0,11.56913,-67.79507,24.62886
NC_023642.1,183.0,11.56046,-67.53156,25.67082
NC_023642.1,184.0,10.59227,-66.94959,25.96195
NC_023642.1,185.0,9.90238,-67.28927,25.44666
NC_023642.1,186.0,9.89461,-67.78524,24.55779
NC_023642.1,187.0,10.99517,-67.91942,24.43357
NC_023642.1,188.0,10.37624,-67.84545,25.32368
NC_023642.1,189.0,11.1714,-67.18033,25.36624
NC_023642.1,190.0,11.17178,-68.00401,24.77497
NC_023642.1,191.0,11.83865,-67.85461,25.49688
NC_023642.1,192.0,11.85148,-67.646,26.60991
NC_023642.1,193.0,11.78077,-68.06927,25.7088
NC_023642.1,194.0,12.09784,-67.42102,26.4096
NC_023642.1,195.0,11.25819,-66.95649,26.43439
NC_023642.1,196.0,10.69613,-67.33305,27.07154
NC_023642.1,197.0,10.37576,-67.75693,26.13362
NC_023642.1,198.0,10.24161,-67.15951,27.05788
NC_023642.1,199.0,10.51297,-67.86246,26.33253
NC_023642.1,200.0,10.19892,-67.02675,26.82535
NC_023642.1,201.0,11.19022,-66.99995,26.89763
NC_023642.1,202.0,10.17087,-67.13227,26.91798
NC_023642.1,203.0,10.96064,-67.15315,26.46956
NC_023642.1,204.0,11.25291,-67.92701,25.93993
NC_023642.1,205.0,10.70812,-68.5866,25.53271
NC_023642.1,206.0,11.58918,-67.95264,25.60707
NC_023642.1,207.0,12.4849,-68.15654,25.93176
NC_023642.1,208.0,11.51421,-68.33386,25.79793
NC_023642.1,209.0,11.13863,-67.49379,26.54162
NC_023642.1,210.0,11.08946,-67.78815,27.42507
NC_023642.1,211.0,11.93863,-67.97321,27.00881
NC_023642.1,212.0,11.1768,-68.6781,26.726
NC_023642.1,213.0,11.70389,-68.93058,25.95553
NC_023642.1,214.0,12.00516,-68.41157,26.71377
NC_023642.1,215.0,11.18451,-68.55295,26.22682
NC_023642.1,216.0,11.90264,-69.12335,26.07455
NC_023642.1,217.0,11.22809,-68.66394,26.55327
NC_023642.1,218.0,10.45834,-68.41245,27.03499
NC_023642.1,219.0,11.47183,-68.70606,26.79447
NC_023642.1,220.0,10.67197,-68.25616,27.29552
NC_023642.1,221.0,11.3765,-68.80986,27.59196
NC_023642.1,222.0,11.15105,-67.87706,27.8927
NC_023642.1,223.0,10.58235,-67.89952,28.7209
NC_023642.1,224.0,10.61207,-67.93429,27.79141
NC_023642.1,225.0,11.52533,-68.16813,28.00466
NC_023642.1,226.0,10.54639,-68.02564,27.95995
NC_023642.1,227.0,10.59387,-68.75676,28.55699
NC_023642.1,228.0,11.17366,-68.12772,28.75405
NC_023642.1,229.0,10.67744,-68.24806,27.95491
NC_023642.1,230.0,10.89336,-67.61234,28.67019
NC_023642.1,231.0,11.50655,-68.32716,28.63289
NC_023642.1,232.0,10.59824,-68.31357,28.61965
NC_023642.1,233.0,10.59729,-67.83846,27.69908
NC_023642.1,234.0,10.81206,-68.02082,28.86025
NC_023642.1,235.0,11.80509,-68.09341,28.88349
NC_023642.1,236.0,11.32156,-68.89601,29.00895
NC_023642.1,237.0,10.67148,-68.65585,28.37937
NC_023642.1,238.0,11.51567,-68.63055,27.78078
NC_023642.1,239.0,12.67808,-68.81863,27.52134
NC_023642.1,240.0,11.85604,-69.46724,27.63165
NC_023642.1,241.0,12.36885,-68.62793,27.98369
NC_023642.1,242.0,12.59574,-69.21609,27.14763
NC_023642.1,243.0,12.44365,-68.78863,27.94816
NC_023642.1,244.0,11.7792,-68.35829,28.39843
NC_023642.1,245.0,12.34815,-68.78199,27.84033
NC_023642.1,246.0,11.94586,-68.64851,28.68301
NC_023642.1,247.0,11.046,-68.15326,29.10336
NC_023642.1,248.0,11.59374,-68.93063,29.16949
NC_023642.1,249.0,11.80145,-68.33597,28.49534
NC_023642.1,250.0,12.19785,-68.97104,27.85547
NC_023642.1,251.0,13.09439,-69.04458,27.48529
NC_023642.1,252.0,12.46023,-69.25359,26.81983
NC_023642.1,253.0,13.12354,-69.16455,27.61463
NC_023642.1,254.0,12.76247,-69.85627,27.02495
NC_023642.1,255.0,12.0715,-69.84695,27.71361
NC_023642.1,256.0,11.88975,-69.1639,27.07525
NC_023642.1,257.0,12.53208,-69.7981,27.15712
NC_023642.1,258.0,12.56461,-69.92469,28.15034
NC_023642.1,259.0,12.28681,-69.26012,28.83633
NC_023642.1,260.0,12.52822,-70.22137,28.54482
NC_023642.1,261.0,11.96851,-69.52378,28.88645
NC_023642.1,262.0,12.73229,-69.87895,28.17549
NC_023642.1,263.0,12.81123,-68.81452,28.24679
NC_023642.1,264.0,12.19107,-69.57656,28.32936
NC_023642.1,265.0,12.35009,-69.64547,27.39121
NC_023642.1,266.0,12.96015,-68.96014,27.79733
NC_023642.1,267.0,12.43505,-69.61766,27.22625
NC_023642.1,268.0,12.52893,-69.69257,28.30178
NC_023642.1,269.0,12.25772,-68.85715,28.80004
NC_023642.1,270.0,12.44241,-69.83653,28.67003
NC_023642.1,271.0,12.35704,-68.80436,28.81823
NC_023642.1,272.0,11.72103,-69.54289,28.74454
NC_023642.1,273.0,12.18505,-69.96769,27.98388
NC_023642.1,274.0,12.06137,-69.25806,28.81019
NC_023642.1,275.0,12.58301,-68.56844,28.34295
NC_023642.1,276.0,12.07764,-69.50386,28.66155
NC_023642.1,277.0,12.54786,-69.68878,27.79132
NC_023642.1,278.0,11.8267,-70.01057,28.27307
NC_023642.1,279.0,12.41083,-69.81756,27.50041
NC_023642.1,280.0,12.30051,-69.31091,28.36471
NC_023642.1,281.0,11.34624,-69.07183,28.71986
NC_023642.1,282.0,10.49097,-68.39048,28.50178
NC_023642.1,283.0,11.37121,-68.64499,28.79437
NC_023642.1,284.0,10.65014,-68.35616,28.17298
NC_023642.1,285.0,10.49504,-69.07571,27.24206
NC_023642.1,286.0,10.995,-68.89106,28.02166
NC_023642.1,287.0,10.35967,-69.0321,27.28625
NC_023642.1,288.0,11.15991,-69.36738,26.70023
NC_023642.1,289.0,11.54937,-69.30951,25.85644
NC_023642.1,290.0,12.44626,-69.38181,26.30311
NC_023642.1,291.0,11.92124,-69.02488,27.07792
NC_023642.1,292.0,12.53225,-69.6405,26.67227
NC_023642.1,293.0,11.58931,-69.94096,26.23582
NC_023642.1,294.0,10.99139,-69.30701,26.7884
NC_023642.1,295.0,12.00831,-69.25905,26.99348
NC_023642.1,296.0,11.72078,-69.8715,26.26713
NC_023642.1,297.0,11.0746,-69.13408,26.60415
NC_023642.1,298.0,12.08685,-69.4072,26.20034
NC_023642.1,299.0,12.83602,-68.96903,26.51966
NC_023642.1,300.0,12.03418,-69.19099,25.75192
NC_023642.1,301.0,11.29485,-70.04305,25.78921
NC_023642.1,302.0,10.47527,-69.40135,25.44842
NC_023642.1,303.0,11.47163,-69.24604,25.60293
NC_023642.1,304.0,10.63843,-69.85107,25.68741
NC_023642.1,305.0,10.97819,-69.13223,26.36156
NC_023642.1,306.0,10.5112,-68.63468,26.96637
NC_023642.1,307.0,10.48709,-68.92518,26.05861
NC_023642.1,308.0,11.21454,-69.51485,25.59173
NC_023642.1,309.0,10.82677,-68.81764,26.07461
NC_023642.1,310.0,10.24719,-68.93615,25.33744
NC_023642.1,311.0,11.13874,-68.43894,25.28967
NC_023642.1,312.0,10.1911,-68.64568,25.12542
NC_023642.1,313.0,10.7871,-68.92966,25.98971
NC_023642.1,314.0,10.55779,-68.94725,27.07298
NC_023642.1,315.0,10.39404,-68.39746,26.23715
NC_023642.1,316.0,10.50854,-69.3099,25.87959
NC_023642.1,317.0,10.52458,-68.47156,26.57016
NC_023642.1,318.0,10.59307,-69.39052,26.92631
NC_023642.1,319.0,10.73126,-68.50687,26.51997
NC_023642.1,320.0,11.44299,-69.26239,26.22083
NC_023642.1,321.0,10.71373,-69.86538,26.09378
NC_023642.1,322.0,10.65396,-69.0379,25.58374
NC_023642.1,323.0,10.85376,-69.99296,25.86044
NC_023642.1,324.0,11.13802,-69.66705,26.67716
NC_023642.1,325.0,10.50375,-68.88471,26.71824
NC_023642.1,326.0,11.27531,-69.14532,27.28622
NC_023642.1,327.0,10.42933,-68.96582,26.8831
NC_023642.1,328.0,11.00178,-69.65118,26.48233
NC_023642.1,329.0,11.7314,-70.16973,26.75465
NC_023642.1,330.0,11.01134,-69.33778,26.60552
NC_023642.1,331.0,10.52559,-69.70615,25.81619
NC_023642.1,332.0,11.59043,-70.05809,26.30526
NC_023642.1,333.0,12.0569,-70.79821,26.93433
NC_023642.1,334.0,11.45648,-70.55691,26.12603
NC_023642.1,335.0,10.48486,-70.08919,25.95044
NC_023642.1,336.0,11.13772,-70.57505,26.44795
NC_023642.1,337.0,12.06343,-70.447,26.73898
NC_023642.1,338.0,11.55224,-71.19165,27.16087
NC_023642.1,339.0,11.8092,-70.31331,26.82407
NC_023642.1,340.0,11.81855,-70.45124,27.78321
NC_023642.1,341.0,11.49883,-70.04833,26.88347
NC_023642.1,342.0,10.76254,-70.64221,27.20836
NC_023642.1,343.0,10.56993,-70.18228,26.31123
NC_023642.1,344.0,11.28281,-70.26185,27.13189
NC_023642.1,345.0,11.29345,-69.27398,27.64937
NC_023642.1,346.0,10.50844,-69.85724,27.18777
NC_023642.1,347.0,10.68991,-68.87168,27.3433
NC_023642.1,348.0,11.63869,-69.41791,27.58839
NC_023642.1,349.0,11.63581,-70.46144,27.22995
NC_023642.1,350.0,11.09338,-71.09234,27.85099
NC_023642.1,351.0,11.72263,-70.57382,28.52746
NC_023642.1,352.0,10.61222,-70.71844,28.11698
NC_023642.1,353.0,11.12195,-70.95979,27.33512
NC_023642.1,354.0,10.21396,-71.1568,26.97308
NC_023642.1,355.0,10.79412,-70.5436,26.48944
NC_023642.1,356.0,11.46611,-70.62631,27.24472
NC_023642.1,357.0,11.16587,-70.75291,28.16937
NC_023642.1,358.0,12.10277,-70.99471,28.15286
NC_023642.1,359.0,11.24432,-70.74935,27.86281
NC_023642.1,360.0,12.28745,-70.903,27.50434
NC_023642.1,361.0,11.54659,-70.92475,26.81375
NC_023642.1,362.0,10.61887,-70.61756,26.5891
NC_023642.1,363.0,10.18196,-71.10036,27.24973
NC_023642.1,364.0,10.55388,-70.85383,26.41051
NC_023642.1,365.0,9.88888,-71.27381,27.13651
NC_023642.1,366.0,10.36147,-71.5251,28.00254
NC_023642.1,367.0,11.14609,-71.09426,28.64665
NC_023642.1,368.0,11.54219,-70.86859,27.78689
NC_023642.1,369.0,11.58035,-70.42168,28.65988
NC_023642.1,370.0,11.66383,-70.66562,27.68019
NC_023642.1,371.0,11.10002,-70.91858,26.68981
NC_023642.1,372.0,10.02568,-70.8573,27.07314
NC_023642.1,373.0,10.39495,-70.78827,26.23474
NC_023642.1,374.0,9.96723,-71.01958,27.1037
NC_023642.1,375.0,11.00138,-71.21429,27.0577
NC_023642.1,376.0,10.408,-70.51344,27.14411
NC_023642.1,377.0,10.3914,-70.05392,26.14009
NC_023642.1,378.0,9.97909,-70.5555,26.84379
NC_023642.1,379.0,10.53856,-69.84809,26.46817
NC_023642.1,380.0,10.24132,-70.59831,27.22815
NC_023642.1,381.0,10.85836,-70.28383,27.96505
NC_023642.1,382.0,11.15601,-69.81918,28.77104
NC_023642.1,383.0,10.78733,-69.01068,28.27846
NC_023642.1,384.0,10.96725,-69.13791,29.28219
NC_023642.1,385.0,11.24776,-70.04684,29.05809
NC_023642.1,386.0,10.42969,-69.38824,29.02488
NC_023642.1,387.0,11.06807,-69.83706,28.1986
NC_023642.1,388.0,10.17158,-70.2787,27.66076
NC_023642.1,389.0,11.1449,-69.99947,28.01492
NC_023642.1,390.0,10.77639,-69.99131,28.9758
NC_023642.1,391.0,11.1006,-70.27926,28.10645
NC_023642.1,392.0,10.82751,-70.28791,29.23594
NC_023642.1,393.0,10.64896,-69.29263,29.14436
NC_023642.1,394.0,9.97644,-69.79367,28.67065
NC_023642.1,395.0,10.22886,-70.55891,28.26791
NC_023642.1,396.0,10.96952,-70.41665,28.98628
NC_023642.1,397.0,10.30382,-70.90198,28.48495
NC_023642.1,398.0,9.78206,-70.10726,28.73972
NC_023642.1,399.0,10.00933,-70.9906,28.25402
NC_023642.1,400.0,9.9474,-70.13421,28.87632
NC_023642.1,401.0,10.72379,-70.83488,28.80167
NC_023642.1,402.0,10.88162,-70.07331,29.37016
NC_023642.1,403.0,10.85272,-70.87258,28.48165
NC_023642.1,404.0,10.77589,-69.84096,28.09039
NC_023642.1,405.0,9.85364,-69.95597,28.49906
NC_023642.1,406.0,10.1874,-70.64379,29.13842
NC_023642.1,407.0,10.85961,-69.82912,29.2383
NC_023642.1,408.0,10.4735,-68.99037,29.00384
NC_023642.1,409.0,9.7784,-69.75653,29.53739
NC_023642.1,410.0,10.5386,-69.29775,29.27568
NC_023642.1,411.0,9.83172,-70.22418,28.97595
NC_023642.1,412.0,10.7196,-70.37125,29.12403
NC_023642.1,413.0,10.32997,-71.03835,28.3936
NC_023642.1,414.0,10.26805,-70.39841,27.7078
NC_023642.1,415.0,10.01739,-70.4976,28.83675
NC_023642.1,416.0,10.03118,-71.15768,28.13044
NC_023642.1,417.0,9.89967,-70.5181,29.00964
NC_023642.1,418.0,10.16985,-69.46797,29.1102
NC_023642.1,419.0,9.9898,-70.37897,28.51395
NC_023642.1,420.0,10.11423,-70.55263,27.49427
NC_023642.1,421.0,9.68387,-70.50787,28.48468
NC_023642.1,422.0,9.50965,-69.62037,28.11111
NC_023642.1,423.0,10.05045,-69.33063,28.84844
NC_023642.1,424.0,10.20561,-69.22588,27.80499
NC_023642.1,425.0,10.21675,-69.33402,28.78282
NC_023642.1,426.0,10.43198,-68.75863,27.98401
NC_023642.1,427.0,10.02033,-69.40975,28.46625
NC_023642.1,428.0,9.82648,-70.02152,27.63191
NC_023642.1,429.0,10.69056,-69.58545,27.71283
NC_023642.1,430.0,10.05108,-69.76681,26.99624
NC_023642.1,431.0,10.72417,-70.07237,27.46348
NC_023642.1,432.0,10.42748,-69.25234,27.98459
NC_023642.1,433.0,10.20802,-69.89886,27.23509
NC_023642.1,434.0,11.00582,-69.73305,27.67939
NC_023642.1,435.0,10.27613,-69.05458,27.96434
NC_023642.1,436.0,9.98837,-68.69888,28.81511
NC_023642.1,437.0,10.433,-69.37511,28.29349
NC_023642.1,438.0,9.86115,-69.90067,27.58295
NC_023642.1,439.0,9.7697,-68.80993,27.69893
NC_023642.1,440.0,10.12612,-69.6845,27.56589
NC_023642.1,441.0,9.8493,-68.91372,28.09864
NC_023642.1,442.0,10.32436,-69.6162,27.50627
NC_023642.1,443.0,10.31648,-68.81341,28.01323
NC_023642.1,444.0,10.36987,-69.7506,27.725
NC_023642.1,445.0,10.04237,-68.7619,27.86111
NC_023642.1,446.0,9.96563,-69.4224,27.24303
NC_023642.1,447.0,9.85028,-68.51993,27.71766
NC_023642.1,448.0,9.78191,-68.60485,28.70937
NC_023642.1,449.0,9.6037,-68.00968,27.80743
NC_023642.1,450.0,9.47086,-68.76218,26.99423
NC_023642.1,451.0,9.37252,-69.85072,26.81706
NC_023642.1,452.0,9.47796,-69.13415,26.14317
NC_023642.1,453.0,9.37147,-70.01292,26.47616
NC_023642.1,454.0,9.44411,-69.19301,27.23337
NC_023642.1,455.0,9.41058,-68.27691,27.853
NC_023642.1,456.0,9.53084,-69.18264,27.77993
NC_023642.1,457.0,9.10084,-69.94949,27.21554
NC_023642.1,458.0,9.7352,-70.0365,26.44824
NC_023642.1,459.0,9.5717,-69.01003,26.66584
NC_023642.1,460.0,9.2385,-68.537,27.60173
NC_023642.1,461.0,9.65839,-68.75228,28.5694
NC_023642.1,462.0,9.70602,-67.89843,28.09125
NC_023642.1,463.0,9.72299,-68.15897,27.09801
NC_023642.1,464.0,9.44036,-68.54588,26.08704
NC_023642.1,465.0,9.63491,-68.10869,26.97727
NC_023642.1,466.0,9.45858,-68.62282,26.19966
NC_023642.1,467.0,9.52843,-68.11637,27.03975
NC_023642.1,468.0,9.38713,-68.90954,26.32959
NC_023642.1,469.0,9.4554,-69.82845,26.41521
NC_023642.1,470.0,9.34517,-68.82,26.03835
NC_023642.1,471.0,9.50879,-69.42772,26.77796
NC_023642.1,472.0,9.51717,-68.45313,27.20213
NC_023642.1,473.0,9.41229,-67.79449,27.92568
NC_023642.1,474.0,8.81885,-68.12447,27.23612
NC_023642.1,475.0,9.5085,-67.71812,27.76347
NC_023642.1,476.0,9.5848,-67.90346,26.73528
NC_023642.1,477.0,9.34139,-68.96872,26.83415
NC_023642.1,478.0,9.51665,-68.86614,25.70596
NC_023642.1,479.0,9.47496,-68.20055,26.36626
NC_023642.1,480.0,9.5996,-69.30126,25.95776
NC_023642.1,481.0,9.33762,-68.30801,26.08847
NC_023642.1,482.0,9.47331,-69.3689,26.05094
NC_023642.1,483.0,9.12713,-70.04058,26.75196
NC_023642.1,484.0,9.51671,-69.34296,26.23258
NC_023642.1,485.0,9.54133,-70.15652,26.7427
NC_023642.1,486.0,8.76343,-69.61558,26.74923
NC_023642.1,487.0,9.29327,-69.15538,26.13072
NC_023642.1,488.0,9.08386,-70.00052,26.70662
NC_023642.1,489.0,8.26185,-69.76847,27.19049
NC_023642.1,490.0,8.42381,-70.33799,27.92842
NC_023642.1,491.0,8.40663,-69.62882,27.19241
NC_023642.1,492.0,8.36995,-69.60881,28.29718
NC_023642.1,493.0,8.63818,-68.73693,28.77882
NC_023642.1,494.0,9.45608,-68.39082,28.76523
NC_023642.1,495.0,8.88365,-69.18899,28.55418
NC_023642.1,496.0,8.76574,-70.05352,29.02449
NC_023642.1,497.0,8.78877,-69.1197,29.06544
NC_023642.1,498.0,9.55493,-68.65107,28.87086
NC_023642.1,499.0,8.63173,-68.2559,28.85355
