gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
GUSB,gene-GUSB,1621293,1646097,chr28,1644589,1645300,NC_023669.1,2803_006_autosomes_peak_90904,39,.,4.8419,6.67379,3.97677,285,16,17,"[-7.4360345838, -6.7833359538, -17.3300136221]",-7.4360345838,-6.7833359538,-17.3300136221,"[-7.43517726, -6.77773626, -17.32647917]",-7.43517726,-6.77773626,-17.32647917,1644944,45.3,"[-7.43517726, -6.77773626, -17.32647917]",-7.43517726,-6.77773626,-17.32647917
GUSB,gene-GUSB,1621293,1646097,chr28,1645635,1646406,NC_023669.1,2803_006_autosomes_peak_90905,305,.,17.7536,34.818,30.5282,359,16,17,"[-7.434773317, -6.775097867, -17.3248138515]",-7.434773317,-6.775097867,-17.3248138515,"[-7.4338436452, -6.7690256252, -17.3209811334]",-7.4338436452,-6.7690256252,-17.3209811334,1646020,46.406,"[-7.4338436452, -6.7690256252, -17.3209811334]",-7.4338436452,-6.7690256252,-17.3209811334
LOC103246927,gene-LOC103246927,1660309,1676218,chr28,1660511,1660650,NC_023669.1,2803_006_autosomes_peak_90907,27,.,4.03491,5.27184,2.76836,77,16,17,"[-7.4168358362, -6.6579374662, -17.2508637679]",-7.4168358362,-6.6579374662,-17.2508637679,"[-7.41666823, -6.65684273, -17.250172785]",-7.41666823,-6.65684273,-17.250172785,1660580,60.650000000000006,"[-7.41666823, -6.65684273, -17.250172785]",-7.41666823,-6.65684273,-17.250172785
LOC103246928,gene-LOC103246928,1679682,1699238,chr28,1684052,1684309,NC_023669.1,2803_006_autosomes_peak_90908,16,.,3.22793,3.94805,1.68706,105,16,17,"[-7.3884500984, -6.4725332584, -17.1338391028]",-7.3884500984,-6.4725332584,-17.1338391028,"[-7.3881402078, -6.4705091778, -17.1325615301]",-7.3881402078,-6.4705091778,-17.1325615301,1684180,84.309,"[-7.3881402078, -6.4705091778, -17.1325615301]",-7.3881402078,-6.4705091778,-17.1325615301
LOC103246928,gene-LOC103246928,1679682,1699238,chr28,1687140,1687285,NC_023669.1,2803_006_autosomes_peak_90909,27,.,4.03491,5.27184,2.76836,64,16,17,"[-7.384726588, -6.448212788, -17.118488346]",-7.384726588,-6.448212788,-17.118488346,"[-7.384551747000001, -6.447070797, -17.1177675365]",-7.384551747000001,-6.447070797,-17.1177675365,1687212,87.285,"[-7.384551747000001, -6.447070797, -17.1177675365]",-7.384551747000001,-6.447070797,-17.1177675365
LOC103246928,gene-LOC103246928,1679682,1699238,chr28,1687529,1687766,NC_023669.1,2803_006_autosomes_peak_90910,52,.,5.64888,8.14205,5.28039,170,16,17,"[-7.3842575318, -6.4451491018, -17.116554588099998]",-7.3842575318,-6.4451491018,-17.116554588099998,"[-7.3839717572, -6.4432825372, -17.1153764374]",-7.3839717572,-6.4432825372,-17.1153764374,1687647,87.766,"[-7.3839717572, -6.4432825372, -17.1153764374]",-7.3839717572,-6.4432825372,-17.1153764374
LOC103246928,gene-LOC103246928,1679682,1699238,chr28,1694055,1694188,NC_023669.1,2803_006_autosomes_peak_90911,16,.,3.22793,3.94805,1.68706,46,16,17,"[-7.376388481, -6.393751631000001, -17.0841131895]",-7.376388481,-6.393751631000001,-17.0841131895,"[-7.3762281096, -6.3927041496, -17.0834520332]",-7.3762281096,-6.3927041496,-17.0834520332,1694121,94.188,"[-7.3762281096, -6.3927041496, -17.0834520332]",-7.3762281096,-6.3927041496,-17.0834520332
LOC103246928,gene-LOC103246928,1679682,1699238,chr28,1695992,1696431,NC_023669.1,2803_006_autosomes_peak_90912,39,.,4.8419,6.67379,3.97677,259,16,17,"[-7.374052846400001, -6.3784962064, -17.074484168799998]",-7.374052846400001,-6.3784962064,-17.074484168799998,"[-7.3735235002, -6.3750387302, -17.072301855899997]",-7.3735235002,-6.3750387302,-17.072301855899997,1696211,96.431,"[-7.3735235002, -6.3750387302, -17.072301855899997]",-7.3735235002,-6.3750387302,-17.072301855899997
LOC103246928,gene-LOC103246928,1679682,1699238,chr28,1698074,1698388,NC_023669.1,2803_006_autosomes_peak_90913,52,.,5.64888,8.14205,5.28039,80,16,17,"[-7.3715423708, -6.3620987908, -17.0641343386]",-7.3715423708,-6.3620987908,-17.0641343386,"[-7.3711637496, -6.359625789600001, -17.0625734132]",-7.3711637496,-6.359625789600001,-17.0625734132,1698231,98.388,"[-7.3711637496, -6.359625789600001, -17.0625734132]",-7.3711637496,-6.359625789600001,-17.0625734132
LOC103246928,gene-LOC103246928,1679682,1699238,chr28,1698623,1698736,NC_023669.1,2803_006_autosomes_peak_90914,16,.,3.22793,3.94805,1.68706,11,16,17,"[-7.3708803866000006, -6.3577749766, -17.061405204699998]",-7.3708803866,-6.3577749766,-17.061405204699998,"[-7.3707441312, -6.3568850112, -17.0608434704]",-7.3707441312,-6.3568850112,-17.0608434704,1698679,98.736,"[-7.3707441312, -6.3568850112, -17.0608434704]",-7.3707441312,-6.3568850112,-17.0608434704
LOC103246573,gene-LOC103246573,1707836,1750364,chr28,1749610,1750236,NC_023669.1,2803_006_autosomes_peak_90915,111,.,8.87681,14.5303,11.1642,375,17,18,"[-7.107805066, -6.543440171, -17.439211135]",-7.107805066,-6.543440171,-17.439211135,"[-7.1045064216, -6.5459198196, -17.444064826]",-7.1045064216,-6.5459198196,-17.444064826,1749923,50.236,"[-7.1045064216, -6.5459198196, -17.444064826]",-7.1045064216,-6.5459198196,-17.444064826
ASL,gene-ASL,1782434,1800581,chr28,1781980,1783611,NC_023669.1,2803_006_autosomes_peak_90919a,363,.,20.1746,40.8222,36.3778,387,17,18,"[-6.937234588, -6.671660978, -17.69019193]",-6.937234588,-6.671660978,-17.69019193,"[-6.9286401966, -6.6781215321, -17.7028378885]",-6.9286401966,-6.6781215321,-17.7028378885,1782795,83.611,"[-6.9286401966, -6.6781215321, -17.7028378885]",-6.9286401966,-6.6781215321,-17.7028378885
ASL,gene-ASL,1782434,1800581,chr28,1781980,1783611,NC_023669.1,2803_006_autosomes_peak_90919b,177,.,12.1047,21.5329,17.7725,613,17,18,"[-6.937234588, -6.671660978, -17.69019193]",-6.937234588,-6.671660978,-17.69019193,"[-6.9286401966, -6.6781215321, -17.7028378885]",-6.9286401966,-6.6781215321,-17.7028378885,1782795,83.611,"[-6.9286401966, -6.6781215321, -17.7028378885]",-6.9286401966,-6.6781215321,-17.7028378885
ASL,gene-ASL,1782434,1800581,chr28,1784469,1785200,NC_023669.1,2803_006_autosomes_peak_90920,52,.,5.64888,8.14205,5.28039,178,17,18,"[-6.9241190514, -6.6815201558999995, -17.7094903915]",-6.9241190514,-6.6815201559,-17.7094903915,"[-6.92026712, -6.68441572, -17.7151582]",-6.92026712,-6.68441572,-17.7151582,1784834,85.2,"[-6.92026712, -6.68441572, -17.7151582]",-6.92026712,-6.68441572,-17.7151582
ASL,gene-ASL,1782434,1800581,chr28,1788888,1789211,NC_023669.1,2803_006_autosomes_peak_90921,27,.,4.03491,5.27184,2.76836,295,17,18,"[-6.9008335728, -6.6990242568, -17.743753108]",-6.9008335728,-6.6990242568,-17.743753108,"[-6.8991315565999995, -6.700303692099999, -17.7462574885]",-6.8991315566,-6.700303692099999,-17.7462574885,1789049,89.211,"[-6.8991315565999995, -6.700303692099999, -17.7462574885]",-6.8991315566,-6.700303692099999,-17.7462574885
ASL,gene-ASL,1782434,1800581,chr28,1789780,1790228,NC_023669.1,2803_006_autosomes_peak_90922,39,.,4.8419,6.67379,3.97677,168,17,18,"[-6.896133268, -6.702557558, -17.75066923]",-6.896133268,-6.702557558,-17.75066923,"[-6.8937725768, -6.7043321308, -17.754142798]",-6.8937725768,-6.7043321308,-17.754142798,1790004,90.228,"[-6.8937725768, -6.7043321308, -17.754142798]",-6.8937725768,-6.7043321308,-17.754142798
ASL,gene-ASL,1782434,1800581,chr28,1794139,1795408,NC_023669.1,2803_006_autosomes_peak_90923a,66,.,6.45586,9.66788,6.66308,131,17,18,"[-6.8731639534, -6.719823992899999, -17.7844667365]",-6.8731639534,-6.719823992899999,-17.7844667365,"[-6.8664770848, -6.7248506288, -17.794305928]",-6.8664770848,-6.7248506288,-17.794305928,1794773,95.408,"[-6.8664770848, -6.7248506288, -17.794305928]",-6.8664770848,-6.7248506288,-17.794305928
ASL,gene-ASL,1782434,1800581,chr28,1794139,1795408,NC_023669.1,2803_006_autosomes_peak_90923b,66,.,6.45586,9.66788,6.66308,378,17,18,"[-6.8731639534, -6.719823992899999, -17.7844667365]",-6.8731639534,-6.719823992899999,-17.7844667365,"[-6.8664770848, -6.7248506288, -17.794305928]",-6.8664770848,-6.7248506288,-17.794305928,1794773,95.408,"[-6.8664770848, -6.7248506288, -17.794305928]",-6.8664770848,-6.7248506288,-17.794305928
ASL,gene-ASL,1782434,1800581,chr28,1797129,1797303,NC_023669.1,2803_006_autosomes_peak_90924,27,.,4.03491,5.27184,2.76836,71,17,18,"[-6.857408447399999, -6.731667681899999, -17.8076497015]",-6.857408447399999,-6.731667681899999,-17.8076497015,"[-6.8564915717999995, -6.732356913299999, -17.8089988105]",-6.8564915718,-6.732356913299999,-17.8089988105,1797216,97.303,"[-6.8564915717999995, -6.732356913299999, -17.8089988105]",-6.8564915718,-6.732356913299999,-17.8089988105
ASL,gene-ASL,1782434,1800581,chr28,1799279,1799558,NC_023669.1,2803_006_autosomes_peak_90925,39,.,4.8419,6.67379,3.97677,38,17,18,"[-6.8460792374, -6.7401840469, -17.8243197265]",-6.8460792374,-6.7401840469,-17.8243197265,"[-6.844609074799999, -6.7412891938, -17.826482953000003]",-6.844609074799999,-6.7412891938,-17.826482953000003,1799418,99.558,"[-6.844609074799999, -6.7412891938, -17.826482953000003]",-6.844609074799999,-6.7412891938,-17.826482953000003
CRCP,gene-CRCP,1826194,1864642,chr28,1826397,1827094,NC_023669.1,2803_006_autosomes_peak_90930,143,.,10.4908,17.9672,14.3973,396,18,19,"[-6.6158597325, -6.751500238499999, -17.684982550900003]",-6.6158597325,-6.751500238499999,-17.684982550900003,"[-6.609881215, -6.751723627, -17.6811558118]",-6.609881215,-6.751723627,-17.6811558118,1826745,27.094,"[-6.609881215, -6.751723627, -17.6811558118]",-6.609881215,-6.751723627,-17.6811558118
CRCP,gene-CRCP,1826194,1864642,chr28,1858523,1858915,NC_023669.1,2803_006_autosomes_peak_90931,127,.,9.68379,16.2314,12.7604,164,18,19,"[-6.3402989675, -6.761796621499999, -17.5086011731]",-6.3402989675,-6.761796621499999,-17.5086011731,"[-6.3369365875, -6.761922257499999, -17.5064489755]",-6.3369365875,-6.761922257499999,-17.5064489755,1858719,58.91499999999999,"[-6.3369365875, -6.761922257499999, -17.5064489755]",-6.3369365875,-6.761922257499999,-17.5064489755
TPST1,gene-TPST1,1925002,2065405,chr28,1924910,1925255,NC_023669.1,2803_006_autosomes_peak_90937,52,.,5.64888,8.14205,5.28039,58,19,20,"[-6.113685859, -6.732052993, -17.496712695]",-6.113685859,-6.732052993,-17.496712695,"[-6.1154746495, -6.7314569365, -17.4997019475]",-6.1154746495,-6.7314569365,-17.4997019475,1925082,25.255,"[-6.1154746495, -6.7314569365, -17.4997019475]",-6.1154746495,-6.7314569365,-17.4997019475
TPST1,gene-TPST1,1925002,2065405,chr28,2061450,2061801,NC_023669.1,2803_006_autosomes_peak_90938,39,.,4.8419,6.67379,3.97677,299,20,21,"[-7.1020346000000005, -6.81783744, -17.966955815]",-7.1020346000000005,-6.81783744,-17.966955815,"[-7.105456148, -6.819068467199999, -17.9659255247]",-7.105456148,-6.819068467199999,-17.9659255247,2061625,61.801,"[-7.105456148, -6.819068467199999, -17.9659255247]",-7.105456148,-6.819068467199999,-17.9659255247
LOC103246580,gene-LOC103246580,2085248,2100446,chr28,2087915,2088247,NC_023669.1,2803_006_autosomes_peak_90939,52,.,5.64888,8.14205,5.28039,101,20,21,"[-7.36001542, -6.910655488, -17.8892731005]",-7.36001542,-6.910655488,-17.8892731005,"[-7.363251756, -6.911819878399999, -17.8882985809]",-7.363251756,-6.911819878399999,-17.8882985809,2088081,88.247,"[-7.363251756, -6.911819878399999, -17.8882985809]",-7.363251756,-6.911819878399999,-17.8882985809
LOC103246584,gene-LOC103246584,2134922,2138959,chr28,2138746,2139004,NC_023669.1,2803_006_autosomes_peak_90942,52,.,5.64888,8.14205,5.28039,85,21,22,"[-7.1366265986, -6.756287812, -17.9761133728]",-7.1366265986,-6.756287812,-17.9761133728,"[-7.1343546764, -6.754977687999999, -17.9769278272]",-7.1343546764,-6.754977687999999,-17.9769278272,2138875,39.004,"[-7.1343546764, -6.754977687999999, -17.9769278272]",-7.1343546764,-6.754977687999999,-17.9769278272
KCTD7,gene-KCTD7,2255817,2276616,chr28,2255963,2256824,NC_023669.1,2803_006_autosomes_peak_90953a,324,.,18.5606,36.8012,32.4556,457,22,23,"[-6.1662981111, -6.6882929053, -17.845230378]",-6.1662981111,-6.6882929053,-17.845230378,"[-6.1596681528, -6.6920323144000005, -17.840241744]",-6.1596681528,-6.6920323144000005,-17.840241744,2256393,56.824,"[-6.1596681528, -6.6920323144000005, -17.840241744]",-6.1596681528,-6.6920323144000005,-17.840241744
KCTD7,gene-KCTD7,2255817,2276616,chr28,2255963,2256824,NC_023669.1,2803_006_autosomes_peak_90953b,383,.,20.9816,42.8586,38.3724,599,22,23,"[-6.1662981111, -6.6882929053, -17.845230378]",-6.1662981111,-6.6882929053,-17.845230378,"[-6.1596681528, -6.6920323144000005, -17.840241744]",-6.1596681528,-6.6920323144000005,-17.840241744,2256393,56.824,"[-6.1596681528, -6.6920323144000005, -17.840241744]",-6.1596681528,-6.6920323144000005,-17.840241744
KCTD7,gene-KCTD7,2255817,2276616,chr28,2266583,2266900,NC_023669.1,2803_006_autosomes_peak_90954,27,.,4.03491,5.27184,2.76836,53,22,23,"[-6.0845209251, -6.7344166273, -17.783698098]",-6.0845209251,-6.7344166273,-17.783698098,"[-6.08207993, -6.73579339, -17.7818614]",-6.08207993,-6.73579339,-17.7818614,2266741,66.9,"[-6.08207993, -6.73579339, -17.7818614]",-6.08207993,-6.73579339,-17.7818614
RABGEF1,gene-RABGEF1,2307462,2385032,chr28,2307176,2307573,NC_023669.1,2803_006_autosomes_peak_90960,160,.,11.2978,19.7351,16.0682,123,23,24,"[-5.8657631064, -6.8557608424000005, -17.5357045776]",-5.8657631064,-6.8557608424000005,-17.5357045776,"[-5.867896544700001, -6.8544447477, -17.532696349800002]",-5.867896544700001,-6.8544447477,-17.532696349800002,2307374,7.573,"[-5.867896544700001, -6.8544447477, -17.532696349800002]",-5.867896544700001,-6.8544447477,-17.532696349800002
RABGEF1,gene-RABGEF1,2307462,2385032,chr28,2307730,2307950,NC_023669.1,2803_006_autosomes_peak_90961,27,.,4.03491,5.27184,2.76836,32,23,24,"[-5.868740247000001, -6.853924277, -17.531506698]",-5.868740247000001,-6.853924277,-17.531506698,"[-5.869922505, -6.853194955, -17.52983967]",-5.869922505,-6.853194955,-17.52983967,2307840,7.95,"[-5.869922505, -6.853194955, -17.52983967]",-5.869922505,-6.853194955,-17.52983967
RABGEF1,gene-RABGEF1,2307462,2385032,chr28,2308243,2308526,NC_023669.1,2803_006_autosomes_peak_90962,39,.,4.8419,6.67379,3.97677,102,23,24,"[-5.8714970577, -6.8522236307, -17.5276194918]",-5.8714970577,-6.8522236307,-17.5276194918,"[-5.8730178714, -6.8512854574, -17.5254750876]",-5.8730178714,-6.8512854574,-17.5254750876,2308384,8.526,"[-5.8730178714, -6.8512854574, -17.5254750876]",-5.8730178714,-6.8512854574,-17.5254750876
LOC103246932,gene-LOC103246932,2443699,2444876,chr28,2444108,2444391,NC_023669.1,2803_006_autosomes_peak_90963,27,.,4.03491,5.27184,2.76836,45,24,25,"[-6.618343324, -6.7336552856, -17.125843453599998]",-6.618343324,-6.7336552856,-17.125843453599998,"[-6.619971423, -6.7348462062, -17.1277265922]",-6.619971423,-6.7348462062,-17.1277265922,2444249,44.391000000000005,"[-6.619971423, -6.7348462062, -17.1277265922]",-6.619971423,-6.7348462062,-17.1277265922
TMEM248,gene-TMEM248,2463211,2496414,chr28,2463104,2463318,NC_023669.1,2803_006_autosomes_peak_90964,16,.,3.22793,3.94805,1.68706,49,24,25,"[-6.727627312, -6.813594252800001, -17.2522466368]",-6.727627312,-6.813594252800001,-17.2522466368,"[-6.728858454, -6.8144948076, -17.2536706356]",-6.728858454,-6.8144948076,-17.2536706356,2463211,63.318,"[-6.728858454, -6.8144948076, -17.2536706356]",-6.728858454,-6.8144948076,-17.2536706356
SBDS,gene-SBDS,2527395,2535152,chr28,2534432,2535185,NC_023669.1,2803_006_autosomes_peak_90965,66,.,6.45586,9.66788,6.66308,495,25,26,"[-6.5663510048000004, -6.81185008, -17.5733003648]",-6.5663510048,-6.81185008,-17.5733003648,"[-6.558182009, -6.8084164000000005, -17.5749523715]",-6.558182009,-6.8084164000000005,-17.5749523715,2534808,35.185,"[-6.558182009, -6.8084164000000005, -17.5749523715]",-6.558182009,-6.8084164000000005,-17.5749523715
LOC103246597,gene-LOC103246597,2536343,2784881,chr28,2535643,2536669,NC_023669.1,2803_006_autosomes_peak_90966,403,.,21.7885,44.9114,40.3866,672,25,26,"[-6.5532133502, -6.80632792, -17.5759571777]",-6.5532133502,-6.80632792,-17.5759571777,"[-6.542082686600001, -6.80164936, -17.5782081191]",-6.542082686600001,-6.80164936,-17.5782081191,2536156,36.669,"[-6.542082686600001, -6.80164936, -17.5782081191]",-6.542082686600001,-6.80164936,-17.5782081191
LOC103246597,gene-LOC103246597,2536343,2784881,chr28,2752931,2753085,NC_023669.1,2803_006_autosomes_peak_90967,16,.,3.22793,3.94805,1.68706,49,27,28,"[-6.0531540804, -6.6061866357, -18.5338527279]",-6.0531540804,-6.6061866357,-18.5338527279,"[-6.0524870139999996, -6.6049645995, -18.5342209265]",-6.052487014,-6.6049645995,-18.5342209265,2753008,53.08500000000001,"[-6.0524870139999996, -6.6049645995, -18.5342209265]",-6.052487014,-6.6049645995,-18.5342209265
CALN1,gene-CALN1,2846868,3578564,chr28,2914888,2915065,NC_023669.1,2803_006_autosomes_peak_90968,16,.,3.22793,3.94805,1.68706,20,29,30,"[-6.625986919200001, -5.51119966, -18.3863958272]",-6.625986919200001,-5.51119966,-18.3863958272,"[-6.6261711585, -5.5093867375, -18.386332886]",-6.6261711585,-5.5093867375,-18.386332886,2914976,15.065,"[-6.6261711585, -5.5093867375, -18.386332886]",-6.6261711585,-5.5093867375,-18.386332886
CALN1,gene-CALN1,2846868,3578564,chr28,3000490,3000731,NC_023669.1,2803_006_autosomes_peak_90969,27,.,4.03491,5.27184,2.76836,107,30,31,"[-6.710942436, -4.639583962, -18.353093519]",-6.710942436,-4.639583962,-18.353093519,"[-6.7091533484, -4.6396547678, -18.3516000661]",-6.7091533484,-4.6396547678,-18.3516000661,3000610,0.731,"[-6.7091533484, -4.6396547678, -18.3516000661]",-6.7091533484,-4.6396547678,-18.3516000661
CALN1,gene-CALN1,2846868,3578564,chr28,3028508,3028639,NC_023669.1,2803_006_autosomes_peak_90970,16,.,3.22793,3.94805,1.68706,49,30,31,"[-6.5029480112, -4.6478156504, -18.1794687748]",-6.5029480112,-4.6478156504,-18.1794687748,"[-6.5019755196, -4.6478541382, -18.1786569809]",-6.5019755196,-4.6478541382,-18.1786569809,3028573,28.639,"[-6.5019755196, -4.6478541382, -18.1786569809]",-6.5019755196,-4.6478541382,-18.1786569809
CALN1,gene-CALN1,2846868,3578564,chr28,3029298,3029474,NC_023669.1,2803_006_autosomes_peak_90971,16,.,3.22793,3.94805,1.68706,20,30,31,"[-6.4970833672, -4.6480477524, -18.1745732238]",-6.4970833672,-4.6480477524,-18.1745732238,"[-6.4957768136, -4.6480994612, -18.1734825694]",-6.4957768136,-4.6480994612,-18.1734825694,3029386,29.474,"[-6.4957768136, -4.6480994612, -18.1734825694]",-6.4957768136,-4.6480994612,-18.1734825694
CALN1,gene-CALN1,2846868,3578564,chr28,3148102,3148210,NC_023669.1,2803_006_autosomes_peak_90972,16,.,3.22793,3.94805,1.68706,45,31,32,"[-6.2085643668, -4.8485964148, -17.3993556146]",-6.2085643668,-4.8485964148,-17.3993556146,"[-6.209095014, -4.849000054, -17.398598783]",-6.209095014,-4.849000054,-17.398598783,3148156,48.21,"[-6.209095014, -4.849000054, -17.398598783]",-6.209095014,-4.849000054,-17.398598783
WBSCR17,gene-WBSCR17,3637321,4227765,chr28,3961682,3961809,NC_023669.1,2803_006_autosomes_peak_90973,27,.,4.03491,5.27184,2.76836,70,39,40,"[-6.7773071554, -4.3673504231999996, -17.3119774706]",-6.7773071554,-4.3673504232,-17.3119774706,"[-6.7764981273, -4.3665919284, -17.3115410097]",-6.7764981273,-4.3665919284,-17.3115410097,3961745,61.809000000000005,"[-6.7764981273, -4.3665919284, -17.3115410097]",-6.7764981273,-4.3665919284,-17.3115410097
WBSCR17,gene-WBSCR17,3637321,4227765,chr28,4039019,4039267,NC_023669.1,2803_006_autosomes_peak_90974,39,.,4.8419,6.67379,3.97677,65,40,41,"[-6.6799682628, -4.2945564905, -17.4796359642]",-6.6799682628,-4.2945564905,-17.4796359642,"[-6.6809010404, -4.2955483665, -17.481538570599998]",-6.6809010404,-4.2955483665,-17.481538570599998,4039143,39.267,"[-6.6809010404, -4.2955483665, -17.481538570599998]",-6.6809010404,-4.2955483665,-17.481538570599998
WBSCR17,gene-WBSCR17,3637321,4227765,chr28,4047555,4047755,NC_023669.1,2803_006_autosomes_peak_90975,27,.,4.03491,5.27184,2.76836,126,40,41,"[-6.712073866, -4.3286962225, -17.545122449]",-6.712073866,-4.3286962225,-17.545122449,"[-6.712826106, -4.3294961225, -17.546656808999998]",-6.712826106,-4.3294961225,-17.546656808999998,4047655,47.755,"[-6.712826106, -4.3294961225, -17.546656808999998]",-6.712826106,-4.3294961225,-17.546656808999998
WBSCR17,gene-WBSCR17,3637321,4227765,chr28,4118803,4119319,NC_023669.1,2803_006_autosomes_peak_90976,81,.,7.26285,11.2446,8.10932,170,41,42,"[-6.9679257889, -4.6888834015, -18.0609780701]",-6.9679257889,-4.6888834015,-18.0609780701,"[-6.9695337997, -4.6930116595, -18.0640930073]",-6.9695337997,-4.6930116595,-18.0640930073,4119061,19.319,"[-6.9695337997, -4.6930116595, -18.0640930073]",-6.9695337997,-4.6930116595,-18.0640930073
