chromosome,id,x,y,z
NC_023642.1,37.0,44.0455,-52.92805,43.70688
NC_023642.1,38.0,44.69984,-53.64338,43.48449
NC_023642.1,39.0,44.8084,-53.32617,42.49669
NC_023642.1,40.0,44.37517,-52.94087,43.25298
NC_023642.1,41.0,44.16426,-53.23668,44.09974
NC_023642.1,42.0,43.35268,-52.54707,43.70387
NC_023642.1,43.0,42.69448,-52.55806,42.95991
NC_023642.1,44.0,42.44313,-51.51561,42.80192
NC_023642.1,45.0,42.51086,-52.39696,43.3823
NC_023642.1,46.0,43.26108,-52.3683,43.89382
NC_023642.1,47.0,43.26962,-51.55764,43.37746
NC_023642.1,48.0,43.41539,-52.1078,44.21169
NC_023642.1,49.0,44.06858,-51.36687,43.95096
NC_023642.1,50.0,44.2871,-50.93488,42.9387
NC_023642.1,51.0,44.99472,-51.33028,42.27721
NC_023642.1,52.0,44.31232,-51.04325,42.88506
NC_023642.1,53.0,44.15863,-51.18081,43.92465
NC_023642.1,54.0,44.46715,-51.33804,43.0541
NC_023642.1,55.0,45.00873,-50.98727,42.36656
NC_023642.1,56.0,43.95882,-50.94713,42.61457
NC_023642.1,57.0,43.38676,-51.11285,43.39941
NC_023642.1,58.0,42.50772,-51.64437,43.21907
NC_023642.1,59.0,43.39159,-51.68076,42.59461
NC_023642.1,60.0,42.8097,-51.54082,43.50135
NC_023642.1,61.0,43.16692,-51.2172,42.55549
NC_023642.1,62.0,42.45635,-51.525,43.1535
NC_023642.1,63.0,43.0023,-50.5641,42.94811
NC_023642.1,64.0,42.46225,-50.95392,42.20957
NC_023642.1,65.0,42.55913,-50.15757,42.88591
NC_023642.1,66.0,42.0623,-51.06985,42.83736
NC_023642.1,67.0,42.66522,-50.36958,43.29675
NC_023642.1,68.0,42.81793,-49.66248,42.54302
NC_023642.1,69.0,43.53754,-49.78778,41.87096
NC_023642.1,70.0,42.54588,-49.65183,42.12768
NC_023642.1,71.0,41.88596,-50.31497,42.67327
NC_023642.1,72.0,41.47974,-50.83128,41.92393
NC_023642.1,73.0,41.44114,-50.5869,42.86314
NC_023642.1,74.0,41.09013,-50.47987,41.9758
NC_023642.1,75.0,41.1256,-50.99846,41.09616
NC_023642.1,76.0,41.83487,-50.54594,41.56609
NC_023642.1,77.0,41.91533,-49.58197,41.33822
NC_023642.1,78.0,42.52182,-50.05147,40.75857
NC_023642.1,79.0,43.13858,-50.85047,40.86652
NC_023642.1,80.0,43.98971,-50.6034,41.27672
NC_023642.1,81.0,43.59119,-51.13734,40.63836
NC_023642.1,82.0,42.7482,-50.86275,40.35659
NC_023642.1,83.0,42.92295,-50.03151,40.75312
NC_023642.1,84.0,42.85389,-49.50944,41.54705
NC_023642.1,85.0,42.00769,-49.98821,41.34321
NC_023642.1,86.0,42.32394,-50.70521,40.73642
NC_023642.1,87.0,41.66684,-50.07861,40.30965
NC_023642.1,88.0,42.35477,-50.68627,40.11474
NC_023642.1,89.0,41.64091,-51.23056,40.45085
NC_023642.1,90.0,41.63848,-50.32236,40.83411
NC_023642.1,91.0,41.62177,-49.99022,41.8441
NC_023642.1,92.0,41.76385,-50.495,42.80528
NC_023642.1,93.0,41.52646,-51.13886,42.18851
NC_023642.1,94.0,42.14557,-50.36457,41.83177
NC_023642.1,95.0,42.45734,-51.27887,42.16937
NC_023642.1,96.0,43.43848,-51.18513,42.12828
NC_023642.1,97.0,42.67054,-52.02837,42.00657
NC_023642.1,98.0,43.60135,-52.41913,41.79805
NC_023642.1,99.0,43.22342,-51.69821,41.35429
NC_023642.1,100.0,42.75198,-50.7731,41.48631
NC_023642.1,101.0,42.10257,-51.00542,40.83124
NC_023642.1,102.0,42.95111,-51.25469,40.58409
NC_023642.1,103.0,43.64776,-50.75762,41.13973
NC_023642.1,104.0,43.70471,-51.38602,40.35411
NC_023642.1,105.0,43.16434,-51.97728,40.92856
NC_023642.1,106.0,42.29716,-52.18791,41.30557
NC_023642.1,107.0,43.1805,-52.65587,41.06243
NC_023642.1,108.0,43.29861,-52.21709,42.01371
NC_023642.1,109.0,42.42165,-51.94192,42.49319
NC_023642.1,110.0,42.79897,-52.58781,41.84281
NC_023642.1,111.0,42.35067,-52.57396,40.9401
NC_023642.1,112.0,42.87192,-51.78567,40.63518
NC_023642.1,113.0,41.8767,-51.83541,40.87289
NC_023642.1,114.0,43.011,-52.07101,40.66602
NC_023642.1,115.0,42.86031,-52.77425,41.29659
NC_023642.1,116.0,43.67043,-52.46235,41.91713
NC_023642.1,117.0,43.17243,-52.97984,41.30946
NC_023642.1,118.0,42.53539,-52.91366,40.66993
NC_023642.1,119.0,42.18664,-52.07402,40.49621
NC_023642.1,120.0,41.38884,-52.28021,40.963
NC_023642.1,121.0,42.31888,-51.79247,41.13981
NC_023642.1,122.0,41.68008,-52.04194,41.9863
NC_023642.1,123.0,42.48791,-52.0999,42.50754
NC_023642.1,124.0,42.11506,-51.87909,43.3098
NC_023642.1,125.0,42.371,-52.39964,42.34439
NC_023642.1,126.0,43.30725,-52.69211,42.41897
NC_023642.1,127.0,42.73068,-52.83925,43.17306
NC_023642.1,128.0,43.37973,-53.61142,42.9256
NC_023642.1,129.0,42.62889,-53.64466,42.21997
NC_023642.1,130.0,43.05947,-53.41385,41.27223
NC_023642.1,131.0,43.73023,-54.0755,41.59586
NC_023642.1,132.0,43.31023,-54.30396,42.48566
NC_023642.1,133.0,43.88,-54.18758,41.6686
NC_023642.1,134.0,42.91892,-54.21953,41.73826
NC_023642.1,135.0,43.8908,-54.1936,41.80905
NC_023642.1,136.0,44.2324,-54.51731,42.7426
NC_023642.1,137.0,43.4532,-54.58992,42.08815
NC_023642.1,138.0,44.15199,-54.51757,42.80542
NC_023642.1,139.0,43.38233,-53.95113,42.43634
NC_023642.1,140.0,43.39241,-53.91866,41.46582
NC_023642.1,141.0,43.32476,-53.3199,42.37994
NC_023642.1,142.0,43.55136,-54.28175,42.06726
NC_023642.1,143.0,44.11752,-54.57051,42.85228
NC_023642.1,144.0,43.9447,-54.70486,43.90876
NC_023642.1,145.0,43.11152,-54.36093,44.36563
NC_023642.1,146.0,42.01061,-54.40132,44.09241
NC_023642.1,147.0,42.921,-54.06522,43.80972
NC_023642.1,148.0,42.15813,-53.68589,44.28855
NC_023642.1,149.0,43.09483,-54.16361,44.28265
NC_023642.1,150.0,43.43647,-54.16602,43.34049
NC_023642.1,151.0,44.34848,-54.65154,43.32226
NC_023642.1,152.0,43.56774,-54.32217,43.86954
NC_023642.1,153.0,44.20017,-55.01099,43.49509
NC_023642.1,154.0,43.47962,-54.47379,43.89225
NC_023642.1,155.0,43.52619,-53.78514,43.03202
NC_023642.1,156.0,43.27375,-52.86724,42.97917
NC_023642.1,157.0,43.16872,-53.85059,42.87091
NC_023642.1,158.0,43.24583,-53.65108,41.78331
NC_023642.1,159.0,43.94096,-53.8642,42.48784
NC_023642.1,160.0,43.17043,-53.49458,43.35704
NC_023642.1,161.0,43.74,-54.5725,43.17752
NC_023642.1,162.0,44.34174,-54.6385,42.36801
NC_023642.1,163.0,44.21146,-54.30077,43.23007
NC_023642.1,164.0,44.24157,-54.2371,42.17097
NC_023642.1,165.0,43.79223,-54.68018,42.8785
NC_023642.1,166.0,43.0613,-54.63419,42.12436
NC_023642.1,167.0,43.34219,-54.63291,43.25326
NC_023642.1,168.0,42.55149,-54.81185,42.65439
NC_023642.1,169.0,42.36062,-54.55796,43.57255
NC_023642.1,170.0,41.71482,-54.22775,44.06001
NC_023642.1,171.0,42.22769,-54.32162,43.0858
NC_023642.1,172.0,41.92024,-53.92114,43.90302
NC_023642.1,173.0,41.38356,-53.3191,43.30566
NC_023642.1,174.0,42.0307,-53.86887,43.7548
NC_023642.1,175.0,42.69139,-53.63779,42.94339
NC_023642.1,176.0,43.33242,-53.21913,42.32361
NC_023642.1,177.0,42.35353,-52.78881,41.9695
NC_023642.1,178.0,41.40568,-52.5903,42.47479
NC_023642.1,179.0,41.57449,-52.11849,41.59388
NC_023642.1,180.0,41.39947,-52.06784,42.55385
NC_023642.1,181.0,41.86709,-51.74005,41.6995
NC_023642.1,182.0,41.45386,-52.68192,41.64319
NC_023642.1,183.0,41.29166,-52.51828,42.55957
NC_023642.1,184.0,41.55607,-52.65121,41.65637
NC_023642.1,185.0,41.36375,-52.06109,42.54661
NC_023642.1,186.0,41.0784,-52.19925,41.6447
NC_023642.1,187.0,41.0858,-51.73456,42.59015
NC_023642.1,188.0,41.0681,-52.31079,41.76188
NC_023642.1,189.0,41.67659,-52.32293,42.67607
NC_023642.1,190.0,41.34273,-52.27902,41.6732
NC_023642.1,191.0,41.98869,-53.00265,41.13915
NC_023642.1,192.0,42.1255,-53.59427,41.92105
NC_023642.1,193.0,42.10462,-53.09104,42.80908
NC_023642.1,194.0,42.30847,-53.13135,41.82773
NC_023642.1,195.0,41.94455,-52.79692,42.73726
NC_023642.1,196.0,42.73357,-53.32553,42.78101
NC_023642.1,197.0,42.75292,-54.21065,42.44826
NC_023642.1,198.0,42.47145,-53.63362,41.62274
NC_023642.1,199.0,43.43476,-53.92934,41.62179
NC_023642.1,200.0,42.62157,-53.56155,41.77556
NC_023642.1,201.0,42.01166,-53.28213,42.62153
NC_023642.1,202.0,41.9809,-53.4084,43.57699
NC_023642.1,203.0,42.43595,-53.52121,42.59183
NC_023642.1,204.0,42.6721,-53.1771,43.52718
NC_023642.1,205.0,41.86623,-52.79768,44.01354
NC_023642.1,206.0,41.5117,-53.45623,43.43145
NC_023642.1,207.0,42.37255,-53.33388,43.83415
NC_023642.1,208.0,41.61263,-53.0546,43.26924
NC_023642.1,209.0,42.21616,-53.47312,42.56971
NC_023642.1,210.0,42.59459,-53.77268,41.66196
NC_023642.1,211.0,41.90859,-53.45006,42.23551
NC_023642.1,212.0,42.60531,-54.18961,42.48018
NC_023642.1,213.0,42.07853,-53.77388,43.16239
NC_023642.1,214.0,42.51555,-53.78999,42.32757
NC_023642.1,215.0,42.0981,-53.72958,43.27428
NC_023642.1,216.0,42.47214,-54.63627,43.18449
NC_023642.1,217.0,41.54368,-54.86407,42.69591
NC_023642.1,218.0,42.37818,-54.46971,42.86137
NC_023642.1,219.0,42.16965,-54.17432,41.94635
NC_023642.1,220.0,41.83669,-54.28163,42.81449
NC_023642.1,221.0,42.4152,-54.37544,42.0193
NC_023642.1,222.0,42.91501,-54.89102,42.71347
NC_023642.1,223.0,43.4354,-55.67768,42.36561
NC_023642.1,224.0,44.16287,-55.16023,42.74219
NC_023642.1,225.0,43.33579,-54.93923,42.23932
NC_023642.1,226.0,43.67841,-55.52639,43.04618
NC_023642.1,227.0,42.91126,-55.04005,42.53203
NC_023642.1,228.0,43.77285,-55.46561,43.03135
NC_023642.1,229.0,42.80636,-55.50226,42.72577
NC_023642.1,230.0,43.53372,-55.93796,43.2285
NC_023642.1,231.0,43.94147,-55.40373,42.39593
NC_023642.1,232.0,43.30353,-55.63473,43.2119
NC_023642.1,233.0,43.59914,-55.01049,42.23437
NC_023642.1,234.0,42.89611,-55.38746,42.84539
NC_023642.1,235.0,43.0909,-55.76665,43.79645
NC_023642.1,236.0,43.39424,-56.08748,42.97377
NC_023642.1,237.0,42.42496,-55.93693,42.85933
NC_023642.1,238.0,41.60869,-55.22719,42.8775
NC_023642.1,239.0,42.23446,-55.97622,43.29974
NC_023642.1,240.0,42.07703,-55.08983,43.11604
NC_023642.1,241.0,42.41023,-54.52663,43.82067
NC_023642.1,242.0,42.02678,-55.53373,44.03974
NC_023642.1,243.0,41.72419,-54.88506,43.36959
NC_023642.1,244.0,42.10274,-55.71434,43.04634
NC_023642.1,245.0,42.99286,-56.03042,43.21874
NC_023642.1,246.0,43.45382,-55.71783,44.03675
NC_023642.1,247.0,43.35422,-56.23044,43.16484
NC_023642.1,248.0,43.35313,-55.4106,43.91146
NC_023642.1,249.0,42.35355,-54.99472,43.94165
NC_023642.1,250.0,41.51662,-54.91942,43.44729
NC_023642.1,251.0,41.50234,-54.99128,44.54477
NC_023642.1,252.0,41.91069,-54.32826,43.99626
NC_023642.1,253.0,42.06435,-54.97924,44.75595
NC_023642.1,254.0,42.48356,-55.08124,43.83185
NC_023642.1,255.0,41.94108,-55.86045,43.50469
NC_023642.1,256.0,41.10151,-55.59211,43.91673
NC_023642.1,257.0,40.78394,-54.57367,43.72026
NC_023642.1,258.0,41.35165,-55.12078,44.23527
NC_023642.1,259.0,41.87874,-56.05534,44.30593
NC_023642.1,260.0,41.80029,-57.05291,44.1652
NC_023642.1,261.0,42.23065,-56.16404,44.21356
NC_023642.1,262.0,43.14734,-55.89791,44.16306
NC_023642.1,263.0,42.32449,-55.93873,44.70195
NC_023642.1,264.0,41.80014,-56.17412,43.94347
NC_023642.1,265.0,41.20373,-55.48129,44.16952
NC_023642.1,266.0,41.67455,-56.07106,44.67058
NC_023642.1,267.0,42.05834,-55.23017,44.21174
NC_023642.1,268.0,41.82697,-56.16379,43.7753
NC_023642.1,269.0,42.82858,-56.27804,43.71337
NC_023642.1,270.0,43.01063,-55.39594,44.16005
NC_023642.1,271.0,42.58136,-56.28387,43.85255
NC_023642.1,272.0,42.01177,-55.49946,44.13206
NC_023642.1,273.0,42.50385,-55.92671,43.3469
NC_023642.1,274.0,42.06531,-56.74784,43.96034
NC_023642.1,275.0,42.91349,-56.75682,43.47557
NC_023642.1,276.0,42.94,-56.16293,44.24001
NC_023642.1,277.0,42.1639,-56.10843,43.5313
NC_023642.1,278.0,41.48487,-55.7145,44.10868
NC_023642.1,279.0,41.76809,-56.19927,42.94504
NC_023642.1,280.0,42.51277,-56.38387,43.63767
NC_023642.1,281.0,42.8343,-55.52026,43.52663
NC_023642.1,282.0,42.01912,-55.73187,42.99776
NC_023642.1,283.0,42.75644,-56.40499,42.99676
NC_023642.1,284.0,42.85715,-55.56813,42.40765
NC_023642.1,285.0,41.90745,-55.30345,41.99109
NC_023642.1,286.0,42.54176,-55.92694,42.39239
NC_023642.1,287.0,42.16272,-55.10229,41.78367
NC_023642.1,288.0,41.68433,-54.75375,42.5745
NC_023642.1,289.0,40.75386,-54.46563,42.32385
NC_023642.1,290.0,40.89936,-54.20192,43.24929
NC_023642.1,291.0,41.52185,-54.84543,42.78134
NC_023642.1,292.0,40.91062,-54.80042,43.55359
NC_023642.1,293.0,41.14725,-54.77595,42.44317
NC_023642.1,294.0,41.75255,-55.4863,42.40782
NC_023642.1,295.0,41.27382,-54.93322,43.21116
NC_023642.1,296.0,40.23922,-54.96519,43.09081
NC_023642.1,297.0,40.77791,-54.26036,43.48754
NC_023642.1,298.0,40.32253,-55.01086,43.11831
NC_023642.1,299.0,40.35542,-54.0861,43.54316
NC_023642.1,300.0,40.0334,-53.85921,42.69699
NC_023642.1,301.0,40.44972,-54.11484,43.58648
NC_023642.1,302.0,40.21328,-54.46341,42.56425
NC_023642.1,303.0,40.21312,-54.2918,41.62934
NC_023642.1,304.0,41.12286,-53.64069,41.48806
NC_023642.1,305.0,41.39344,-54.52549,41.83121
NC_023642.1,306.0,41.22725,-54.25414,42.84307
NC_023642.1,307.0,40.24898,-54.1375,42.84656
NC_023642.1,308.0,41.24087,-54.14791,42.69027
NC_023642.1,309.0,40.45181,-53.64839,42.86388
NC_023642.1,310.0,40.40732,-52.94796,42.12937
NC_023642.1,311.0,40.54922,-53.30952,41.26358
NC_023642.1,312.0,41.39047,-53.42149,40.8604
NC_023642.1,313.0,41.55619,-53.86753,41.73347
NC_023642.1,314.0,42.06599,-54.71471,41.96664
NC_023642.1,315.0,41.84487,-53.74875,42.07133
NC_023642.1,316.0,40.97618,-53.99172,41.83312
NC_023642.1,317.0,41.28365,-54.77613,42.31626
NC_023642.1,318.0,41.74187,-54.20812,41.66407
NC_023642.1,319.0,42.28705,-54.84122,42.22064
NC_023642.1,320.0,41.41675,-54.50248,41.80888
NC_023642.1,321.0,40.52921,-54.20368,42.1958
NC_023642.1,322.0,40.5424,-54.209,41.29189
NC_023642.1,323.0,41.38395,-54.09038,41.78857
NC_023642.1,324.0,40.9252,-54.67572,42.55148
NC_023642.1,325.0,40.62752,-54.77496,41.51439
NC_023642.1,326.0,40.81206,-55.37872,42.26783
NC_023642.1,327.0,41.74998,-55.14101,41.94011
NC_023642.1,328.0,41.17711,-54.45397,41.64382
NC_023642.1,329.0,40.57338,-55.17131,41.37539
NC_023642.1,330.0,41.41549,-54.94024,41.74838
NC_023642.1,331.0,40.63344,-54.51082,42.15135
NC_023642.1,332.0,39.96753,-54.95863,42.57224
NC_023642.1,333.0,39.89807,-54.81622,41.54204
NC_023642.1,334.0,39.72735,-54.92134,42.54755
NC_023642.1,335.0,39.84123,-55.35729,41.69898
NC_023642.1,336.0,40.40067,-56.0101,42.08334
NC_023642.1,337.0,39.73373,-55.32595,42.27632
NC_023642.1,338.0,40.10914,-54.72641,41.39623
NC_023642.1,339.0,40.64645,-55.06704,42.26707
NC_023642.1,340.0,41.31359,-55.72716,42.16182
NC_023642.1,341.0,40.88265,-56.4295,41.57529
NC_023642.1,342.0,40.92473,-55.45527,41.84708
NC_023642.1,343.0,40.35447,-54.88661,41.32142
NC_023642.1,344.0,40.68728,-55.81698,41.2953
NC_023642.1,345.0,41.51543,-55.50304,41.88845
NC_023642.1,346.0,41.8422,-56.39289,42.19007
NC_023642.1,347.0,41.11491,-55.67286,41.92801
NC_023642.1,348.0,41.87829,-56.33898,41.90049
NC_023642.1,349.0,41.30227,-56.52542,42.85666
NC_023642.1,350.0,40.91063,-55.80834,43.20944
NC_023642.1,351.0,40.58666,-56.65933,43.41077
NC_023642.1,352.0,40.97232,-55.84754,43.2241
NC_023642.1,353.0,40.87391,-56.06682,42.25062
NC_023642.1,354.0,39.93888,-56.10705,42.67702
NC_023642.1,355.0,40.79725,-55.59854,43.13338
NC_023642.1,356.0,41.11724,-56.40796,43.7948
NC_023642.1,357.0,40.34858,-56.09863,43.10897
NC_023642.1,358.0,40.01951,-56.94423,42.49865
NC_023642.1,359.0,40.06417,-56.19255,43.09723
NC_023642.1,360.0,40.65959,-56.82605,43.8501
NC_023642.1,361.0,40.42738,-56.8059,42.89063
NC_023642.1,362.0,39.80098,-56.05493,42.78457
NC_023642.1,363.0,40.48127,-56.33513,43.50079
NC_023642.1,364.0,39.73811,-56.39279,42.86902
NC_023642.1,365.0,39.96132,-56.87828,42.07755
NC_023642.1,366.0,40.51021,-57.59615,42.5564
NC_023642.1,367.0,40.99357,-56.78402,42.97998
NC_023642.1,368.0,40.78357,-55.99408,43.40873
NC_023642.1,369.0,41.09284,-56.94486,43.1205
NC_023642.1,370.0,40.52141,-56.96184,42.09878
NC_023642.1,371.0,39.58674,-56.79262,41.83433
NC_023642.1,372.0,40.12045,-56.38517,41.04412
NC_023642.1,373.0,39.9045,-56.35715,42.15235
NC_023642.1,374.0,40.10705,-56.10398,41.13691
NC_023642.1,375.0,40.53992,-56.93277,41.35908
NC_023642.1,376.0,40.82585,-56.18658,41.8255
NC_023642.1,377.0,40.3595,-55.67443,40.99248
NC_023642.1,378.0,40.57648,-55.72032,41.90981
NC_023642.1,379.0,41.13175,-55.58796,41.21317
NC_023642.1,380.0,41.01951,-56.65005,41.13185
NC_023642.1,381.0,41.78643,-56.11469,41.56966
NC_023642.1,382.0,42.19143,-56.58907,42.39319
NC_023642.1,383.0,42.30165,-55.845,41.63506
NC_023642.1,384.0,41.24708,-55.69474,41.71603
NC_023642.1,385.0,41.88865,-56.46961,42.15158
NC_023642.1,386.0,42.2085,-55.62631,41.85925
NC_023642.1,387.0,42.41504,-56.5824,41.96329
NC_023642.1,388.0,41.65152,-56.6905,41.44333
NC_023642.1,389.0,41.09015,-56.85412,42.25369
NC_023642.1,390.0,41.63071,-57.08131,41.40727
NC_023642.1,391.0,42.57346,-57.27944,41.72119
NC_023642.1,392.0,41.90372,-57.45089,42.39369
NC_023642.1,393.0,41.56797,-57.64471,41.42558
NC_023642.1,394.0,40.5667,-57.42034,41.37727
NC_023642.1,395.0,41.37057,-57.15861,42.05324
NC_023642.1,396.0,41.81773,-57.3081,43.05605
NC_023642.1,397.0,41.18342,-57.39875,42.37528
NC_023642.1,398.0,41.34083,-56.77171,43.30456
NC_023642.1,399.0,41.13774,-57.54392,42.68838
NC_023642.1,400.0,42.0616,-57.72667,42.70637
NC_023642.1,401.0,41.32289,-57.19712,43.25398
NC_023642.1,402.0,41.67018,-57.50072,42.4166
NC_023642.1,403.0,42.28262,-57.75335,41.71527
NC_023642.1,404.0,41.88307,-56.94847,41.58456
NC_023642.1,405.0,41.14377,-57.45607,41.25155
NC_023642.1,406.0,42.24606,-57.47426,41.34079
NC_023642.1,407.0,42.57163,-57.32179,42.26029
NC_023642.1,408.0,42.12306,-57.37818,43.09029
NC_023642.1,409.0,42.86752,-57.65196,42.37661
NC_023642.1,410.0,42.0025,-57.06252,42.2862
NC_023642.1,411.0,42.53276,-57.46093,41.58122
NC_023642.1,412.0,42.83494,-57.19471,42.51215
NC_023642.1,413.0,42.06,-57.54408,43.02439
NC_023642.1,414.0,41.55653,-56.80105,42.56431
NC_023642.1,415.0,42.21746,-57.44905,43.00621
NC_023642.1,416.0,43.07198,-57.11133,42.75666
NC_023642.1,417.0,42.88085,-56.62579,41.9329
NC_023642.1,418.0,42.02596,-57.08054,41.45672
NC_023642.1,419.0,41.52184,-56.16903,41.85194
NC_023642.1,420.0,41.1873,-56.86096,41.15711
NC_023642.1,421.0,40.47901,-56.13413,41.14132
NC_023642.1,422.0,41.50459,-56.35565,40.94954
NC_023642.1,423.0,42.12377,-55.75723,41.48139
NC_023642.1,424.0,42.70205,-55.78142,42.22963
NC_023642.1,425.0,41.92228,-55.90065,41.52127
NC_023642.1,426.0,42.63846,-55.63673,42.13739
NC_023642.1,427.0,42.22491,-55.01974,41.44241
NC_023642.1,428.0,41.8177,-55.69411,41.9993
NC_023642.1,429.0,42.73889,-55.44678,41.9391
NC_023642.1,430.0,42.70166,-56.41098,41.87228
NC_023642.1,431.0,42.78213,-55.4714,41.5816
NC_023642.1,432.0,43.37137,-56.06194,42.12156
NC_023642.1,433.0,43.22502,-56.91793,41.72517
NC_023642.1,434.0,43.64977,-56.09393,41.77448
NC_023642.1,435.0,42.80652,-56.13098,41.42876
NC_023642.1,436.0,43.52014,-56.6748,42.24642
NC_023642.1,437.0,43.49641,-55.75252,41.83972
NC_023642.1,438.0,43.15389,-56.58231,42.20662
NC_023642.1,439.0,43.3918,-56.19698,41.20249
NC_023642.1,440.0,43.41538,-56.47905,42.11818
NC_023642.1,441.0,44.02732,-56.02162,41.65194
NC_023642.1,442.0,43.18303,-55.47328,42.06325
NC_023642.1,443.0,43.14826,-56.3413,41.54709
NC_023642.1,444.0,44.008,-55.90479,41.99098
NC_023642.1,445.0,43.35871,-56.17158,41.32458
NC_023642.1,446.0,42.4751,-55.95568,41.59036
NC_023642.1,447.0,43.1723,-55.30557,41.35261
NC_023642.1,448.0,42.97974,-56.25112,41.63321
NC_023642.1,449.0,42.69292,-55.95895,40.76498
NC_023642.1,450.0,42.38139,-54.88444,41.0301
NC_023642.1,451.0,41.54125,-54.51792,40.68462
NC_023642.1,452.0,41.82925,-55.41491,40.83312
NC_023642.1,453.0,41.3608,-54.52684,40.68929
NC_023642.1,454.0,41.62152,-55.4789,40.81785
NC_023642.1,455.0,41.32265,-54.63723,40.49741
NC_023642.1,456.0,42.19988,-54.6954,40.95644
NC_023642.1,457.0,41.58036,-55.33729,40.84326
NC_023642.1,458.0,41.61879,-56.21333,40.4897
NC_023642.1,459.0,41.24126,-55.29218,40.57794
NC_023642.1,460.0,42.22208,-55.25785,40.84206
NC_023642.1,461.0,42.96925,-55.51904,41.51072
NC_023642.1,462.0,43.59645,-54.89683,41.07759
NC_023642.1,463.0,42.97865,-54.25135,40.64009
NC_023642.1,464.0,42.04727,-54.22983,40.65702
NC_023642.1,465.0,42.7504,-54.91616,41.11468
NC_023642.1,466.0,42.47736,-54.28783,40.50366
NC_023642.1,467.0,43.37332,-54.38718,40.71736
NC_023642.1,468.0,42.31946,-54.43358,41.11554
NC_023642.1,469.0,43.10741,-54.57971,40.42366
NC_023642.1,470.0,42.35431,-55.10587,40.23049
NC_023642.1,471.0,43.16189,-54.7694,40.76261
NC_023642.1,472.0,43.66238,-55.60877,41.20645
NC_023642.1,473.0,42.97382,-54.83003,41.15144
NC_023642.1,474.0,43.46884,-54.37329,40.48725
NC_023642.1,475.0,42.43036,-54.48246,40.3138
NC_023642.1,476.0,41.48662,-54.59994,40.5721
NC_023642.1,477.0,42.31944,-54.70599,40.97447
NC_023642.1,478.0,41.98715,-53.87002,40.56412
NC_023642.1,479.0,41.09369,-54.15556,40.45452
NC_023642.1,480.0,41.35787,-54.91145,39.89976
NC_023642.1,481.0,41.00491,-54.34053,40.6168
NC_023642.1,482.0,41.28147,-55.18724,40.70001
NC_023642.1,483.0,41.63037,-56.32099,40.43377
NC_023642.1,484.0,41.66059,-57.18985,40.05958
NC_023642.1,485.0,41.51773,-56.19922,40.02158
NC_023642.1,486.0,40.41781,-56.12772,39.89863
NC_023642.1,487.0,40.59345,-55.27546,40.42013
NC_023642.1,488.0,41.11469,-56.09325,40.17086
NC_023642.1,489.0,42.00544,-56.53325,39.8729
NC_023642.1,490.0,42.63414,-57.15438,40.39822
NC_023642.1,491.0,41.67041,-56.84304,40.11787
NC_023642.1,492.0,42.68235,-56.76896,40.30484
NC_023642.1,493.0,42.6789,-56.76544,39.39544
NC_023642.1,494.0,42.11329,-56.90481,40.19853
NC_023642.1,495.0,42.98809,-57.05523,40.55037
NC_023642.1,496.0,42.02843,-57.26876,40.15938
NC_023642.1,497.0,41.97691,-56.60137,39.41733
NC_023642.1,498.0,42.1295,-56.66413,40.51718
NC_023642.1,499.0,42.79957,-56.26234,39.85334
