chromosome,id,x,y,z
NC_023642.1,106.0,-70.58372,14.78168,15.16507
NC_023642.1,107.0,-71.04836,15.41935,15.81137
NC_023642.1,108.0,-70.33078,15.28469,16.59298
NC_023642.1,109.0,-69.93188,15.37362,15.71579
NC_023642.1,110.0,-70.78785,15.42137,16.06081
NC_023642.1,111.0,-70.70807,14.84797,16.90404
NC_023642.1,112.0,-71.55096,14.90821,16.33667
NC_023642.1,113.0,-71.79321,14.46948,15.48384
NC_023642.1,114.0,-71.70128,15.58509,15.87757
NC_023642.1,115.0,-70.66537,15.34647,15.76832
NC_023642.1,116.0,-71.01025,15.87992,16.47241
NC_023642.1,117.0,-70.41607,15.96599,15.71914
NC_023642.1,118.0,-71.39211,15.3498,15.82235
NC_023642.1,119.0,-72.40909,15.44328,15.36857
NC_023642.1,120.0,-72.50663,15.47488,16.4042
NC_023642.1,121.0,-72.61283,14.9608,15.53299
NC_023642.1,122.0,-71.64975,15.16718,15.18051
NC_023642.1,123.0,-71.05912,15.69384,15.82869
NC_023642.1,124.0,-72.14036,15.72114,15.71355
NC_023642.1,125.0,-71.11897,15.5719,15.72629
NC_023642.1,126.0,-70.19824,15.68545,15.52503
NC_023642.1,127.0,-70.39177,16.60306,16.07389
NC_023642.1,128.0,-70.94189,16.96221,16.70486
NC_023642.1,129.0,-70.04381,16.61444,16.63358
NC_023642.1,130.0,-70.2271,16.33604,15.71144
NC_023642.1,131.0,-70.81532,17.02683,16.14345
NC_023642.1,132.0,-69.80826,16.9147,16.19415
NC_023642.1,133.0,-70.32423,17.54856,16.65494
NC_023642.1,134.0,-70.22821,16.90563,15.91419
NC_023642.1,135.0,-69.44492,17.13628,16.65487
NC_023642.1,136.0,-69.77003,18.07589,16.52224
NC_023642.1,137.0,-69.70458,17.00379,16.63185
NC_023642.1,138.0,-70.41416,17.27604,16.03864
NC_023642.1,139.0,-69.61763,17.15978,16.5386
NC_023642.1,140.0,-70.33508,16.51377,16.55329
NC_023642.1,141.0,-70.3042,17.0544,15.80155
NC_023642.1,142.0,-69.65314,17.48228,16.2943
NC_023642.1,143.0,-69.68836,17.75942,17.17203
NC_023642.1,144.0,-70.68996,18.01725,17.24024
NC_023642.1,145.0,-71.69069,18.02389,17.34941
NC_023642.1,146.0,-71.41924,17.89822,16.25303
NC_023642.1,147.0,-72.4939,17.95949,16.16223
NC_023642.1,148.0,-71.90646,17.7766,16.86596
NC_023642.1,149.0,-71.1422,18.05398,17.41982
NC_023642.1,150.0,-70.05698,18.5821,17.22508
NC_023642.1,151.0,-70.02268,17.56498,17.16143
NC_023642.1,152.0,-69.09021,17.78732,16.63037
NC_023642.1,153.0,-69.79066,18.07332,17.33917
NC_023642.1,154.0,-70.83795,18.31596,17.17998
NC_023642.1,155.0,-71.53361,17.5407,17.13767
NC_023642.1,156.0,-70.9205,16.75762,17.1955
NC_023642.1,157.0,-70.02793,17.05973,16.95485
NC_023642.1,158.0,-70.1454,16.51076,15.93426
NC_023642.1,159.0,-70.95291,17.22683,16.41217
NC_023642.1,160.0,-70.23587,16.55968,16.26176
NC_023642.1,161.0,-69.48614,17.05794,16.42154
NC_023642.1,162.0,-69.35811,18.03026,16.50821
NC_023642.1,163.0,-70.06963,17.95966,17.22259
NC_023642.1,164.0,-69.32269,17.55779,16.90337
NC_023642.1,165.0,-70.3253,17.91358,17.08222
NC_023642.1,166.0,-69.87091,17.71616,16.21568
NC_023642.1,167.0,-70.91279,17.71009,15.89561
NC_023642.1,168.0,-71.27227,18.06523,16.74584
NC_023642.1,169.0,-71.78131,18.053,15.9298
NC_023642.1,170.0,-71.14176,18.01642,16.62498
NC_023642.1,171.0,-71.80343,18.1253,15.96508
NC_023642.1,172.0,-71.4724,17.26159,16.29514
NC_023642.1,173.0,-72.39704,17.0237,15.95638
NC_023642.1,174.0,-71.59106,16.4771,15.93308
NC_023642.1,175.0,-70.75072,16.44768,15.50755
NC_023642.1,176.0,-69.9691,15.97277,15.75381
NC_023642.1,177.0,-70.78264,15.84732,15.16633
NC_023642.1,178.0,-71.67034,15.66366,14.785
NC_023642.1,179.0,-72.61277,15.72618,15.36806
NC_023642.1,180.0,-71.79079,15.4163,14.77924
NC_023642.1,181.0,-70.82158,15.42797,15.05429
NC_023642.1,182.0,-71.70811,15.71625,15.44348
NC_023642.1,183.0,-70.89934,15.92004,15.03611
NC_023642.1,184.0,-71.67536,15.31104,14.97916
NC_023642.1,185.0,-71.93897,15.40614,15.90115
NC_023642.1,186.0,-71.93562,15.19712,14.93573
NC_023642.1,187.0,-70.9703,15.50791,14.85271
NC_023642.1,188.0,-71.74868,15.23965,14.47939
NC_023642.1,189.0,-71.79543,15.74037,15.33795
NC_023642.1,190.0,-72.51018,16.12379,15.85324
NC_023642.1,191.0,-71.78922,15.90003,15.23144
NC_023642.1,192.0,-70.95418,16.54382,15.48488
NC_023642.1,193.0,-71.12431,16.42932,16.40479
NC_023642.1,194.0,-70.43528,16.27937,15.74645
NC_023642.1,195.0,-71.3737,16.2933,15.83371
NC_023642.1,196.0,-70.37472,16.45522,15.58719
NC_023642.1,197.0,-70.63929,16.82289,16.43435
NC_023642.1,198.0,-69.69994,16.47295,16.16032
NC_023642.1,199.0,-70.51013,16.97698,15.99436
NC_023642.1,200.0,-71.35635,16.97932,16.43012
NC_023642.1,201.0,-72.21811,17.05341,16.07125
NC_023642.1,202.0,-71.38629,16.71587,16.55196
NC_023642.1,203.0,-71.82158,16.3737,15.77305
NC_023642.1,204.0,-71.51661,16.77529,16.55106
NC_023642.1,205.0,-72.58431,17.04581,16.70115
NC_023642.1,206.0,-72.29577,16.85504,15.83361
NC_023642.1,207.0,-72.04945,17.19578,16.79202
NC_023642.1,208.0,-72.39539,16.69556,16.02705
NC_023642.1,209.0,-71.39141,16.88738,16.13429
NC_023642.1,210.0,-70.59467,16.90359,15.56209
NC_023642.1,211.0,-71.17532,17.56519,16.13064
NC_023642.1,212.0,-70.75897,17.00907,15.28509
NC_023642.1,213.0,-71.51449,17.53587,15.87914
NC_023642.1,214.0,-70.65231,17.17201,15.67501
NC_023642.1,215.0,-71.5905,16.8795,15.51158
NC_023642.1,216.0,-72.15534,17.55434,15.85298
NC_023642.1,217.0,-71.45981,18.09653,15.42878
NC_023642.1,218.0,-71.31625,17.02159,15.41919
NC_023642.1,219.0,-71.15382,17.94826,15.87475
NC_023642.1,220.0,-70.99324,17.48367,15.08451
NC_023642.1,221.0,-71.22231,17.65658,15.98436
NC_023642.1,222.0,-70.39774,18.20876,16.22188
NC_023642.1,223.0,-70.21069,17.49264,15.63526
NC_023642.1,224.0,-70.28019,17.82728,16.63085
NC_023642.1,225.0,-69.6672,18.47958,16.30039
NC_023642.1,226.0,-69.82566,17.4671,15.98043
NC_023642.1,227.0,-70.25068,18.11384,16.50179
NC_023642.1,228.0,-69.93416,19.00361,16.63461
NC_023642.1,229.0,-70.38794,18.6111,15.65459
NC_023642.1,230.0,-69.78129,18.81544,16.44596
NC_023642.1,231.0,-69.95375,18.24682,15.60917
NC_023642.1,232.0,-70.03427,18.66182,16.49699
NC_023642.1,233.0,-69.6021,17.79139,16.08485
NC_023642.1,234.0,-69.93215,18.80311,16.30378
NC_023642.1,235.0,-70.86736,18.97858,16.16456
NC_023642.1,236.0,-69.97025,18.9142,16.63818
NC_023642.1,237.0,-70.20123,18.45389,15.73758
NC_023642.1,238.0,-71.26006,18.54044,15.81053
NC_023642.1,239.0,-70.89617,19.00088,16.62445
NC_023642.1,240.0,-71.22362,19.3044,15.77427
NC_023642.1,241.0,-71.67808,18.4502,15.92015
NC_023642.1,242.0,-70.88103,18.62076,16.4239
NC_023642.1,243.0,-70.40898,19.42015,16.70787
NC_023642.1,244.0,-70.21828,18.88879,16.00672
NC_023642.1,245.0,-71.01856,19.23405,16.48837
NC_023642.1,246.0,-70.18122,18.97459,16.8128
NC_023642.1,247.0,-70.90606,19.72031,16.38061
NC_023642.1,248.0,-70.65636,18.88508,16.85935
NC_023642.1,249.0,-71.5679,18.63776,16.67525
NC_023642.1,250.0,-72.1157,18.35044,15.95552
NC_023642.1,251.0,-72.36315,19.13125,16.45935
NC_023642.1,252.0,-72.191,18.19386,15.87182
NC_023642.1,253.0,-72.31754,19.2755,16.01291
NC_023642.1,254.0,-71.4869,19.95209,15.92386
NC_023642.1,255.0,-71.9997,19.12764,15.85623
NC_023642.1,256.0,-72.42736,18.22796,15.7317
NC_023642.1,257.0,-71.71917,18.8437,16.26334
NC_023642.1,258.0,-71.9842,19.5226,15.52607
NC_023642.1,259.0,-71.79471,19.39548,16.42606
NC_023642.1,260.0,-72.67055,19.0142,16.54291
NC_023642.1,261.0,-71.6321,19.01265,16.77619
NC_023642.1,262.0,-70.78392,19.4693,16.64205
NC_023642.1,263.0,-71.6937,19.84191,16.14154
NC_023642.1,264.0,-71.56536,18.83988,16.53014
NC_023642.1,265.0,-72.40805,18.85929,15.98407
NC_023642.1,266.0,-72.22355,18.83922,16.92636
NC_023642.1,267.0,-71.98535,18.99237,15.9386
NC_023642.1,268.0,-71.3343,19.65792,15.9175
NC_023642.1,269.0,-71.24243,19.17095,16.71135
NC_023642.1,270.0,-70.3277,19.80533,16.54125
NC_023642.1,271.0,-71.3725,19.53676,16.56328
NC_023642.1,272.0,-71.67854,19.08279,15.72574
NC_023642.1,273.0,-70.78899,19.56106,15.81311
NC_023642.1,274.0,-71.80118,19.56862,15.74147
NC_023642.1,275.0,-70.70189,19.84408,16.11617
NC_023642.1,276.0,-71.56334,19.70229,15.69511
NC_023642.1,277.0,-72.05775,19.07415,16.22768
NC_023642.1,278.0,-72.37676,18.09015,16.32783
NC_023642.1,279.0,-71.66343,18.67987,15.92068
NC_023642.1,280.0,-71.30432,19.43951,15.49929
NC_023642.1,281.0,-70.95103,18.64963,15.00889
NC_023642.1,282.0,-70.28071,18.29066,15.60297
NC_023642.1,283.0,-70.36199,19.29745,15.73708
NC_023642.1,284.0,-70.30882,18.37829,15.92929
NC_023642.1,285.0,-70.79401,18.07613,15.03528
NC_023642.1,286.0,-70.24571,18.82316,15.27279
NC_023642.1,287.0,-70.57095,17.85073,15.08357
NC_023642.1,288.0,-71.41988,18.12972,15.02694
NC_023642.1,289.0,-71.87958,17.19313,14.93096
NC_023642.1,290.0,-72.51772,17.87581,15.11024
NC_023642.1,291.0,-71.50362,17.96445,14.91476
NC_023642.1,292.0,-72.54891,18.04232,15.1468
NC_023642.1,293.0,-71.95949,18.56059,14.4336
NC_023642.1,294.0,-71.27694,17.95215,14.78349
NC_023642.1,295.0,-72.22483,18.48692,14.98756
NC_023642.1,296.0,-72.31067,17.55238,15.06058
NC_023642.1,297.0,-72.92364,18.35479,15.23466
NC_023642.1,298.0,-72.44535,17.73724,14.64251
NC_023642.1,299.0,-72.98469,18.33388,15.15326
NC_023642.1,300.0,-72.58736,17.71323,14.38697
NC_023642.1,301.0,-72.27318,16.82577,14.2
NC_023642.1,302.0,-72.71398,17.72727,14.31317
NC_023642.1,303.0,-72.61367,16.84285,14.62946
NC_023642.1,304.0,-72.91953,17.77494,14.95006
NC_023642.1,305.0,-71.96801,17.65317,15.00174
NC_023642.1,306.0,-71.51679,17.65822,14.19649
NC_023642.1,307.0,-72.51398,17.40012,14.05953
NC_023642.1,308.0,-72.56744,17.66149,15.10314
NC_023642.1,309.0,-72.01419,17.08382,14.28945
NC_023642.1,310.0,-72.01736,16.10956,14.08107
NC_023642.1,311.0,-72.82452,16.51374,14.61778
NC_023642.1,312.0,-72.40477,16.36308,13.73924
NC_023642.1,313.0,-71.82837,16.66085,14.51068
NC_023642.1,314.0,-71.10116,17.33476,14.76624
NC_023642.1,315.0,-71.45732,17.01292,15.60579
NC_023642.1,316.0,-71.26715,16.70915,14.62231
NC_023642.1,317.0,-71.17126,17.44046,15.15419
NC_023642.1,318.0,-70.19395,17.76538,15.25522
NC_023642.1,319.0,-70.85146,17.09847,14.90604
NC_023642.1,320.0,-71.76591,17.56378,15.10193
NC_023642.1,321.0,-71.37798,17.42447,14.20721
NC_023642.1,322.0,-72.06186,16.87665,13.83688
NC_023642.1,323.0,-72.25894,17.68392,14.4511
NC_023642.1,324.0,-71.52648,17.20969,14.08043
NC_023642.1,325.0,-71.41622,17.55959,15.00043
NC_023642.1,326.0,-71.52131,18.013,14.18965
NC_023642.1,327.0,-71.26161,17.53846,15.00151
NC_023642.1,328.0,-71.35894,17.04932,14.16248
NC_023642.1,329.0,-71.61291,17.9388,14.04207
NC_023642.1,330.0,-71.08225,17.82158,14.85856
NC_023642.1,331.0,-71.58595,17.65511,13.85352
NC_023642.1,332.0,-72.34635,18.13051,13.76141
NC_023642.1,333.0,-71.82653,17.33906,13.83175
NC_023642.1,334.0,-72.4294,18.07596,13.68928
NC_023642.1,335.0,-72.77259,18.42257,14.51694
NC_023642.1,336.0,-72.02925,18.93258,14.75275
NC_023642.1,337.0,-72.15527,18.15562,14.13717
NC_023642.1,338.0,-72.43245,18.9967,14.81233
NC_023642.1,339.0,-71.74359,19.10759,14.09154
NC_023642.1,340.0,-71.9826,18.65503,14.88418
NC_023642.1,341.0,-71.28393,18.00831,15.05475
NC_023642.1,342.0,-71.3069,18.40365,14.04073
NC_023642.1,343.0,-72.0628,17.86845,13.76843
NC_023642.1,344.0,-71.20246,18.4862,13.75459
NC_023642.1,345.0,-71.38612,18.20704,14.6997
NC_023642.1,346.0,-71.02739,19.0972,15.06752
NC_023642.1,347.0,-70.38623,18.59581,14.46582
NC_023642.1,348.0,-71.16859,18.95922,14.44643
NC_023642.1,349.0,-71.89456,19.63346,14.70569
NC_023642.1,350.0,-71.01717,19.42624,14.8157
NC_023642.1,351.0,-70.60148,19.41859,13.95928
NC_023642.1,352.0,-71.45101,18.98344,13.73302
NC_023642.1,353.0,-72.02093,19.17544,14.59411
NC_023642.1,354.0,-72.00795,18.9866,13.61775
NC_023642.1,355.0,-72.12267,19.38518,14.50139
NC_023642.1,356.0,-71.74626,19.22589,13.63528
NC_023642.1,357.0,-71.76371,19.59758,14.48135
NC_023642.1,358.0,-71.32493,20.37839,14.82162
NC_023642.1,359.0,-71.75867,19.9295,13.71136
NC_023642.1,360.0,-72.52013,19.6225,14.30464
NC_023642.1,361.0,-71.62192,19.80864,13.913
NC_023642.1,362.0,-71.98383,18.92604,13.86162
NC_023642.1,363.0,-71.40935,18.55864,13.09638
NC_023642.1,364.0,-72.07598,19.23961,13.44533
NC_023642.1,365.0,-72.0222,20.03691,14.13562
NC_023642.1,366.0,-72.41579,19.78598,14.98707
NC_023642.1,367.0,-71.67715,20.27345,14.83344
NC_023642.1,368.0,-70.81721,19.93712,14.43066
NC_023642.1,369.0,-70.85238,19.56558,13.54099
NC_023642.1,370.0,-70.90863,18.7261,13.2223
NC_023642.1,371.0,-71.89415,18.93123,13.14884
NC_023642.1,372.0,-70.97343,18.91186,13.03505
NC_023642.1,373.0,-71.8942,18.46965,13.20511
NC_023642.1,374.0,-70.94722,18.68642,13.19109
NC_023642.1,375.0,-70.93158,19.4997,13.60095
NC_023642.1,376.0,-71.13997,18.71967,14.24196
NC_023642.1,377.0,-71.8216,18.4618,13.50954
NC_023642.1,378.0,-71.9868,17.53977,13.79317
NC_023642.1,379.0,-71.12339,17.97533,13.43715
NC_023642.1,380.0,-70.91608,19.03459,13.58578
NC_023642.1,381.0,-70.97217,18.35246,14.36907
NC_023642.1,382.0,-70.88698,18.22318,15.39498
NC_023642.1,383.0,-70.57122,18.88278,14.81125
NC_023642.1,384.0,-69.6777,19.31219,15.34373
NC_023642.1,385.0,-70.56587,19.37293,14.9477
NC_023642.1,386.0,-69.63488,19.29526,15.25363
NC_023642.1,387.0,-70.46211,18.7485,15.05988
NC_023642.1,388.0,-70.23914,19.11183,14.17894
NC_023642.1,389.0,-70.70313,19.33471,13.3571
NC_023642.1,390.0,-70.53202,19.44763,14.33613
NC_023642.1,391.0,-69.60038,19.48319,14.76793
NC_023642.1,392.0,-70.23084,19.85362,15.51608
NC_023642.1,393.0,-70.82034,20.30061,14.86674
NC_023642.1,394.0,-71.3421,19.51018,14.54892
NC_023642.1,395.0,-70.84275,19.1007,13.83197
NC_023642.1,396.0,-69.95636,19.57045,13.85416
NC_023642.1,397.0,-71.01096,19.62645,14.02871
NC_023642.1,398.0,-70.01669,19.61607,14.06882
NC_023642.1,399.0,-70.82038,20.07066,14.09862
NC_023642.1,400.0,-70.77948,20.1191,15.06168
NC_023642.1,401.0,-69.85072,19.98515,14.9717
NC_023642.1,402.0,-70.58789,20.60711,15.38709
NC_023642.1,403.0,-69.99329,19.79994,15.75579
NC_023642.1,404.0,-70.39358,20.05845,14.95598
NC_023642.1,405.0,-69.65948,19.63495,14.51846
NC_023642.1,406.0,-70.23232,19.87202,13.69841
NC_023642.1,407.0,-69.59903,19.90382,14.44332
NC_023642.1,408.0,-70.50002,20.21455,14.63017
NC_023642.1,409.0,-69.88163,20.03149,15.37642
NC_023642.1,410.0,-70.70476,19.32783,15.32465
NC_023642.1,411.0,-69.84418,20.11017,15.50822
NC_023642.1,412.0,-70.07981,20.01213,14.53859
NC_023642.1,413.0,-69.88755,19.57896,13.73797
NC_023642.1,414.0,-70.5144,18.98706,14.25281
NC_023642.1,415.0,-69.93779,19.7729,14.25274
NC_023642.1,416.0,-69.17072,19.70897,14.91718
NC_023642.1,417.0,-69.55149,19.58395,15.85202
NC_023642.1,418.0,-69.97024,19.79141,14.95294
NC_023642.1,419.0,-70.78818,19.32584,14.58846
NC_023642.1,420.0,-71.20592,18.85868,13.73537
NC_023642.1,421.0,-70.37027,19.50126,13.68823
NC_023642.1,422.0,-70.98231,18.78724,13.96382
NC_023642.1,423.0,-70.86127,18.44677,14.83096
NC_023642.1,424.0,-70.00337,18.82689,15.13695
NC_023642.1,425.0,-70.63235,18.19363,14.9479
NC_023642.1,426.0,-69.77597,18.19167,15.28206
NC_023642.1,427.0,-70.62862,18.28692,15.57161
NC_023642.1,428.0,-70.04117,18.61341,14.90855
NC_023642.1,429.0,-70.22503,17.74078,15.22657
NC_023642.1,430.0,-69.93454,18.6748,14.78739
NC_023642.1,431.0,-69.13739,18.82219,15.43527
NC_023642.1,432.0,-70.01871,18.63535,15.00219
NC_023642.1,433.0,-69.03526,18.52983,14.94039
NC_023642.1,434.0,-69.16686,18.86606,15.78048
NC_023642.1,435.0,-69.24232,18.23005,15.01448
NC_023642.1,436.0,-69.49615,18.83064,15.92865
NC_023642.1,437.0,-69.30066,18.79661,14.99763
NC_023642.1,438.0,-69.00243,18.13997,15.89659
NC_023642.1,439.0,-68.91019,18.58252,14.97576
NC_023642.1,440.0,-69.66447,18.32216,15.48368
NC_023642.1,441.0,-69.11098,19.02309,15.02385
NC_023642.1,442.0,-69.06304,18.44897,15.96761
NC_023642.1,443.0,-69.12972,19.02038,15.2276
NC_023642.1,444.0,-69.17216,18.04398,15.6504
NC_023642.1,445.0,-69.44839,18.44393,14.77272
NC_023642.1,446.0,-69.99064,17.7592,15.07556
NC_023642.1,447.0,-70.35168,18.55911,14.52926
NC_023642.1,448.0,-69.34543,19.03967,14.8206
NC_023642.1,449.0,-70.0857,18.36887,14.30667
NC_023642.1,450.0,-70.47812,17.63985,13.68755
NC_023642.1,451.0,-70.55697,16.76601,14.22181
NC_023642.1,452.0,-70.34883,17.70502,14.20076
NC_023642.1,453.0,-70.71426,17.25807,13.4349
NC_023642.1,454.0,-70.22598,17.04494,14.29668
NC_023642.1,455.0,-70.51657,17.77567,13.79648
NC_023642.1,456.0,-70.12956,17.70168,14.75112
NC_023642.1,457.0,-70.08043,18.03241,13.8676
NC_023642.1,458.0,-70.49389,16.98942,14.61559
NC_023642.1,459.0,-70.40486,17.68171,14.01782
NC_023642.1,460.0,-69.92671,18.5401,14.18384
NC_023642.1,461.0,-70.4736,17.67344,14.32382
NC_023642.1,462.0,-70.2736,16.8024,14.72487
NC_023642.1,463.0,-70.04459,17.65991,14.32388
NC_023642.1,464.0,-69.82984,16.81556,14.74811
NC_023642.1,465.0,-70.21303,17.5253,13.909
NC_023642.1,466.0,-69.98972,16.81049,14.51295
NC_023642.1,467.0,-69.11989,16.78709,15.12057
NC_023642.1,468.0,-70.04176,16.54451,14.86876
NC_023642.1,469.0,-69.31051,17.01421,15.16653
NC_023642.1,470.0,-69.34505,16.67165,14.28403
NC_023642.1,471.0,-70.25068,16.95748,14.51247
NC_023642.1,472.0,-69.62029,17.7089,14.95343
NC_023642.1,473.0,-69.81289,16.99888,14.32426
NC_023642.1,474.0,-69.79867,16.16083,14.78521
NC_023642.1,475.0,-70.64024,16.61542,14.38065
NC_023642.1,476.0,-69.65278,16.67052,14.7141
NC_023642.1,477.0,-70.49083,16.6292,14.1887
NC_023642.1,478.0,-71.02867,16.65332,13.4261
NC_023642.1,479.0,-70.34569,16.23145,14.08372
NC_023642.1,480.0,-70.54271,16.82624,13.37258
NC_023642.1,481.0,-71.16994,16.43789,14.04698
NC_023642.1,482.0,-70.7687,17.0402,13.38076
NC_023642.1,483.0,-70.48598,17.8803,13.57227
NC_023642.1,484.0,-70.14096,18.55858,12.91063
NC_023642.1,485.0,-69.33056,18.64575,13.47095
NC_023642.1,486.0,-69.97383,18.31497,12.90471
NC_023642.1,487.0,-70.8443,17.83321,12.8891
NC_023642.1,488.0,-70.0539,18.411,12.70705
NC_023642.1,489.0,-69.26577,18.82496,13.12183
NC_023642.1,490.0,-68.88953,17.99684,13.03731
NC_023642.1,491.0,-69.46135,18.7597,13.06786
NC_023642.1,492.0,-69.12986,17.84532,13.14856
NC_023642.1,493.0,-69.11154,18.85493,13.20386
NC_023642.1,494.0,-68.72577,18.50841,14.0472
NC_023642.1,495.0,-69.30219,18.82035,13.19899
NC_023642.1,496.0,-68.72162,18.24468,13.70177
NC_023642.1,497.0,-69.37794,18.95281,13.38369
NC_023642.1,498.0,-69.77867,18.10627,13.3583
NC_023642.1,499.0,-68.98718,18.61067,13.59413
